Orthogroup	Mycobacterium_leprae	Pseudomonas_aeruginosa
OG0003360		g3266.t1
OG0003361		g3268.t1
OG0003362		g3270.t1
OG0003363		g3272.t1
OG0003364		g3273.t1
OG0003365		g3276.t1
OG0003366		g3277.t1
OG0003367		g3279.t1
OG0003368		g3282.t1
OG0003369		g3284.t1
OG0003370		g3287.t1
OG0003371		g3293.t1
OG0003372		g3294.t1
OG0003373		g3295.t1
OG0003374		g3298.t1
OG0003375		g3301.t1
OG0003376		g3306.t1
OG0003377		g3308.t1
OG0003378		g3313.t1
OG0003379		g3314.t1
OG0003380		g3322.t1
OG0003381		g3323.t1
OG0003382		g3324.t1
OG0003383		g3328.t1
OG0003384		g3338.t1
OG0003385		g3339.t1
OG0003386		g3340.t1
OG0003387		g3341.t1
OG0003388		g3343.t1
OG0003389		g3350.t1
OG0003390		g3354.t1
OG0003391		g3356.t1
OG0003392		g3357.t1
OG0003393		g3360.t1
OG0003394		g3362.t1
OG0003395		g3371.t1
OG0003396		g3373.t1
OG0003397		g3383.t1
OG0003398		g3384.t1
OG0003399		g3389.t1
OG0003400		g3395.t1
OG0003401		g3401.t1
OG0003402		g3404.t1
OG0003403		g3413.t1
OG0003404		g3416.t1
OG0003405		g3417.t1
OG0003406		g3418.t1
OG0003407		g3419.t1
OG0003408		g3420.t1
OG0003409		g3425.t1
OG0003410		g3427.t1
OG0003411		g3428.t1
OG0003412		g3433.t1
OG0003413		g3435.t1
OG0003414		g3436.t1
OG0003415		g3437.t1
OG0003416		g3438.t1
OG0003417		g3440.t1
OG0003418		g3443.t1
OG0003419		g3444.t1
OG0003420		g3445.t1
OG0003421		g3446.t1
OG0003422		g3451.t1
OG0003423		g3452.t1
OG0003424		g3454.t1
OG0003425		g3457.t1
OG0003426		g3458.t1
OG0003427		g3459.t1
OG0003428		g3462.t1
OG0003429		g3465.t1
OG0003430		g3469.t1
OG0003431		g3474.t1
OG0003432		g3478.t1
OG0003433		g3480.t1
OG0003434		g3481.t1
OG0003435		g3482.t1
OG0003436		g3487.t1
OG0003437		g3496.t1
OG0003438		g3500.t1
OG0003439		g3504.t1
OG0003440		g3508.t1
OG0003441		g3509.t1
OG0003442		g3510.t1
OG0003443		g3520.t1
OG0003444		g3522.t1
OG0003445		g3525.t1
OG0003446		g3533.t1
OG0003447		g3534.t1
OG0003448		g3539.t1
OG0003449		g3544.t1
OG0003450		g3550.t1
OG0003451		g3553.t1
OG0003452		g3554.t1
OG0003453		g3555.t1
OG0003454		g3558.t1
OG0003455		g3563.t1
OG0003456		g3566.t1
OG0003457		g3567.t1
OG0003458		g3572.t1
OG0003459		g3573.t1
OG0003460		g3575.t1
OG0003461		g3580.t1
OG0003462		g3591.t1
OG0003463		g3598.t1
OG0003464		g3599.t1
OG0003465		g3607.t1
OG0003466		g3610.t1
OG0003467		g3612.t1
OG0003468		g3613.t1
OG0003469		g3614.t1
OG0003470		g3615.t1
OG0003471		g3616.t1
OG0003472		g3618.t1
OG0003473		g3619.t1
OG0003474		g3621.t1
OG0003475		g3626.t1
OG0003476		g3628.t1
OG0003477		g3629.t1
OG0003478		g3631.t1
OG0003479		g3636.t1
OG0003480		g3644.t1
OG0003481		g3649.t1
OG0003482		g3657.t1
OG0003483		g3674.t1
OG0003484		g3675.t1
OG0003485		g3683.t1
OG0003486		g3684.t1
OG0003487		g3685.t1
OG0003488		g3687.t1
OG0003489		g3691.t1
OG0003490		g3692.t1
OG0003491		g3696.t1
OG0003492		g3697.t1
OG0003493		g3698.t1
OG0003494		g3700.t1
OG0003495		g3703.t1
OG0003496		g3704.t1
OG0003497		g3706.t1
OG0003498		g3708.t1
OG0003499		g3711.t1
OG0003500		g3715.t1
OG0003501		g3719.t1
OG0003502		g3730.t1
OG0003503		g3733.t1
OG0003504		g3734.t1
OG0003505		g3735.t1
OG0003506		g3736.t1
OG0003507		g3740.t1
OG0003508		g3746.t1
OG0003509		g3747.t1
OG0003510		g3751.t1
OG0003511		g3752.t1
OG0003512		g3753.t1
OG0003513		g3756.t1
OG0003514		g3757.t1
OG0003515		g3760.t1
OG0003516		g3765.t1
OG0003517		g3766.t1
OG0003518		g3768.t1
OG0003519		g3769.t1
OG0003520		g3770.t1
OG0003521		g3771.t1
OG0003522		g3784.t1
OG0003523		g3785.t1
OG0003524		g3787.t1
OG0003525		g3788.t1
OG0003526		g3791.t1
OG0003527		g3793.t1
OG0003528		g3795.t1
OG0003529		g3796.t1
OG0003530		g3797.t1
OG0003531		g3798.t1
OG0003532		g3799.t1
OG0003533		g3800.t1
OG0003534		g3801.t1
OG0003535		g3802.t1
OG0003536		g3803.t1
OG0003537		g3806.t1
OG0003538		g3807.t1
OG0003539		g3819.t1
OG0003540		g3822.t1
OG0003541		g3828.t1
OG0003542		g3830.t1
OG0003543		g3833.t1
OG0003544		g3837.t1
OG0003545		g3844.t1
OG0003546		g3845.t1
OG0003547		g3847.t1
OG0003548		g3852.t1
OG0003549		g3854.t1
OG0003550		g3857.t1
OG0003551		g3858.t1
OG0003552		g3859.t1
OG0003553		g3861.t1
OG0003554		g3864.t1
OG0003555		g3866.t1
OG0003556		g3867.t1
OG0003557		g3869.t1
OG0003558		g3874.t1
OG0003559		g3877.t1
OG0003560		g3878.t1
OG0003561		g3881.t1
OG0003562		g3884.t1
OG0003563		g3890.t1
OG0003564		g3892.t1
OG0003565		g3895.t1
OG0003566		g3896.t1
OG0003567		g3897.t1
OG0003568		g3899.t1
OG0003569		g3905.t1
OG0003570		g3906.t1
OG0003571		g3908.t1
OG0003572		g3909.t1
OG0003573		g3910.t1
OG0003574		g3911.t1
OG0003575		g3913.t1
OG0003576		g3914.t1
OG0003577		g3916.t1
OG0003578		g3917.t1
OG0003579		g3921.t1
OG0003580		g3922.t1
OG0003581		g3923.t1
OG0003582		g3924.t1
OG0003583		g3925.t1
OG0003584		g3928.t1
OG0003585		g3929.t1
OG0003586		g3930.t1
OG0003587		g3931.t1
OG0003588		g3933.t1
OG0003589		g3938.t1
OG0003590		g3941.t1
OG0003591		g3942.t1
OG0003592		g3943.t1
OG0003593		g3944.t1
OG0003594		g3947.t1
OG0003595		g3948.t1
OG0003596		g3955.t1
OG0003597		g3956.t1
OG0003598		g3959.t1
OG0003599		g3960.t1
OG0003600		g3961.t1
OG0003601		g3962.t1
OG0003602		g3965.t1
OG0003603		g3969.t1
OG0003604		g3979.t1
OG0003605		g3980.t1
OG0003606		g3982.t1
OG0003607		g3983.t1
OG0003608		g3984.t1
OG0003609		g3985.t1
OG0003610		g3986.t1
OG0003611		g3987.t1
OG0003612		g3988.t1
OG0003613		g3989.t1
OG0003614		g3990.t1
OG0003615		g3993.t1
OG0003616		g3994.t1
OG0003617		g4005.t1
OG0003618		g4007.t1
OG0003619		g4011.t1
OG0003620		g4020.t1
OG0003621		g4028.t1
OG0003622		g4029.t1
OG0003623		g4032.t1
OG0003624		g4033.t1
OG0003625		g4035.t1
OG0003626		g4036.t1
OG0003627		g4037.t1
OG0003628		g4039.t1
OG0003629		g4041.t1
OG0003630		g4043.t1
OG0003631		g4047.t1
OG0003632		g4048.t1
OG0003633		g4057.t1
OG0003634		g4063.t1
OG0003635		g4064.t1
OG0003636		g4066.t1
OG0003637		g4067.t1
OG0003638		g4068.t1
OG0003639		g4069.t1
OG0003640		g4076.t1
OG0003641		g4082.t1
OG0003642		g4087.t1
OG0003643		g4088.t1
OG0003644		g4090.t1
OG0003645		g4092.t1
OG0003646		g4094.t1
OG0003647		g4096.t1
OG0003648		g4097.t1
OG0003649		g4102.t1
OG0003650		g4103.t1
OG0003651		g4105.t1
OG0003652		g4108.t1
OG0003653		g4111.t1
OG0003654		g4113.t1
OG0003655		g4124.t1
OG0003656		g4128.t1
OG0003657		g4132.t1
OG0003658		g4135.t1
OG0003659		g4136.t1
OG0003660		g4137.t1
OG0003661		g4138.t1
OG0003662		g4140.t1
OG0003663		g4141.t1
OG0003664		g4144.t1
OG0003665		g4145.t1
OG0003666		g4146.t1
OG0003667		g4150.t1
OG0003668		g4155.t1
OG0003669		g4160.t1
OG0003670		g4166.t1
OG0003671		g4169.t1
OG0003672		g4171.t1
OG0003673		g4174.t1
OG0003674		g4183.t1
OG0003675		g4189.t1
OG0003676		g4192.t1
OG0003677		g4195.t1
OG0003678		g4196.t1
OG0003679		g4197.t1
OG0003680		g4199.t1
OG0003681		g4200.t1
OG0003682		g4205.t1
OG0003683		g4208.t1
OG0003684		g4209.t1
OG0003685		g4212.t1
OG0003686		g4223.t1
OG0003687		g4231.t1
OG0003688		g4236.t1
OG0003689		g4241.t1
OG0003690		g4246.t1
OG0003691		g4257.t1
OG0003692		g4263.t1
OG0003693		g4264.t1
OG0003694		g4265.t1
OG0003695		g4286.t1
OG0003696		g4287.t1
OG0003697		g4291.t1
OG0003698		g4302.t1
OG0003699		g4306.t1
OG0003700		g4312.t1
OG0003701		g4314.t1
OG0003702		g4327.t1
OG0003703		g4340.t1
OG0003704		g4343.t1
OG0003705		g4358.t1
OG0003706		g4360.t1
OG0003707		g4363.t1
OG0003708		g4365.t1
OG0003709		g4367.t1
OG0003710		g4368.t1
OG0003711		g4371.t1
OG0003712		g4373.t1
OG0003713		g4376.t1
OG0003714		g4377.t1
OG0003715		g4379.t1
OG0003716		g4380.t1
OG0003717		g4381.t1
OG0003718		g4382.t1
OG0003719		g4383.t1
OG0003720		g4385.t1
OG0003721		g4387.t1
OG0003722		g4388.t1
OG0003723		g4394.t1
OG0003724		g4395.t1
OG0003725		g4399.t1
OG0003726		g4400.t1
OG0003727		g4401.t1
OG0003728		g4402.t1
OG0003729		g4403.t1
OG0003730		g4406.t1
OG0003731		g4408.t1
OG0003732		g4409.t1
OG0003733		g4411.t1
OG0003734		g4415.t1
OG0003735		g4417.t1
OG0003736		g4419.t1
OG0003737		g4420.t1
OG0003738		g4428.t1
OG0003739		g4430.t1
OG0003740		g4431.t1
OG0003741		g4432.t1
OG0003742		g4435.t1
OG0003743		g4439.t1
OG0003744		g4441.t1
OG0003745		g4442.t1
OG0003746		g4443.t1
OG0003747		g4444.t1
OG0003748		g4448.t1
OG0003749		g4452.t1
OG0003750		g4454.t1
OG0003751		g4455.t1
OG0003752		g4456.t1
OG0003753		g4457.t1
OG0003754		g4461.t1
OG0003755		g4466.t1
OG0003756		g4467.t1
OG0003757		g4468.t1
OG0003758		g4469.t1
OG0003759		g4472.t1
OG0003760		g4473.t1
OG0003761		g4477.t1
OG0003762		g4490.t1
OG0003763		g4491.t1
OG0003764		g4494.t1
OG0003765		g4504.t1
OG0003766		g4508.t1
OG0003767		g4509.t1
OG0003768		g4510.t1
OG0003769		g4512.t1
OG0003770		g4514.t1
OG0003771		g4516.t1
OG0003772		g4522.t1
OG0003773		g4525.t1
OG0003774		g4526.t1
OG0003775		g4528.t1
OG0003776		g4530.t1
OG0003777		g4537.t1
OG0003778		g4538.t1
OG0003779		g4539.t1
OG0003780		g4543.t1
OG0003781		g4544.t1
OG0003782		g4545.t1
OG0003783		g4547.t1
OG0003784		g4552.t1
OG0003785		g4554.t1
OG0003786		g4556.t1
OG0003787		g4558.t1
OG0003788		g4564.t1
OG0003789		g4565.t1
OG0003790		g4573.t1
OG0003791		g4574.t1
OG0003792		g4575.t1
OG0003793		g4576.t1
OG0003794		g4580.t1
OG0003795		g4600.t1
OG0003796		g4603.t1
OG0003797		g4608.t1
OG0003798		g4613.t1
OG0003799		g4615.t1
OG0003800		g4616.t1
OG0003801		g4617.t1
OG0003802		g4618.t1
OG0003803		g4620.t1
OG0003804		g4621.t1
OG0003805		g4622.t1
OG0003806		g4630.t1
OG0003807		g4631.t1
OG0003808		g4637.t1
OG0003809		g4638.t1
OG0003810		g4639.t1
OG0003811		g4640.t1
OG0003812		g4641.t1
OG0003813		g4650.t1
OG0003814		g4656.t1
OG0003815		g4659.t1
OG0003816		g4660.t1
OG0003817		g4661.t1
OG0003818		g4663.t1
OG0003819		g4665.t1
OG0003820		g4666.t1
OG0003821		g4669.t1
OG0003822		g4670.t1
OG0003823		g4671.t1
OG0003824		g4672.t1
OG0003825		g4673.t1
OG0003826		g4676.t1
OG0003827		g4678.t1
OG0003828		g4689.t1
OG0003829		g4691.t1
OG0003830		g4692.t1
OG0003831		g4694.t1
OG0003832		g4695.t1
OG0003833		g4696.t1
OG0003834		g4697.t1
OG0003835		g4700.t1
OG0003836		g4704.t1
OG0003837		g4716.t1
OG0003838		g4717.t1
OG0003839		g4718.t1
OG0003840		g4723.t1
OG0003841		g4724.t1
OG0003842		g4725.t1
OG0003843		g4726.t1
OG0003844		g4727.t1
OG0003845		g4728.t1
OG0003846		g4731.t1
OG0003847		g4732.t1
OG0003848		g4733.t1
OG0003849		g4746.t1
OG0003850		g4748.t1
OG0003851		g4749.t1
OG0003852		g4750.t1
OG0003853		g4755.t1
OG0003854		g4756.t1
OG0003855		g4757.t1
OG0003856		g4763.t1
OG0003857		g4766.t1
OG0003858		g4768.t1
OG0003859		g4769.t1
OG0003860		g4770.t1
OG0003861		g4772.t1
OG0003862		g4773.t1
OG0003863		g4774.t1
OG0003864		g4775.t1
OG0003865		g4778.t1
OG0003866		g4781.t1
OG0003867		g4788.t1
OG0003868		g4789.t1
OG0003869		g4791.t1
OG0003870		g4793.t1
OG0003871		g4795.t1
OG0003872		g4799.t1
OG0003873		g4802.t1
OG0003874		g4803.t1
OG0003875		g4804.t1
OG0003876		g4807.t1
OG0003877		g4808.t1
OG0003878		g4811.t1
OG0003879		g4813.t1
OG0003880		g4815.t1
OG0003881		g4825.t1
OG0003882		g4829.t1
OG0003883		g4838.t1
OG0003884		g4844.t1
OG0003885		g4845.t1
OG0003886		g4853.t1
OG0003887		g4856.t1
OG0003888		g4857.t1
OG0003889		g4858.t1
OG0003890		g4861.t1
OG0003891		g4864.t1
OG0003892		g4866.t1
OG0003893		g4870.t1
OG0003894		g4872.t1
OG0003895		g4874.t1
OG0003896		g4881.t1
OG0003897		g4884.t1
OG0003898		g4887.t1
OG0003899		g4890.t1
OG0003900		g4891.t1
OG0003901		g4893.t1
OG0003902		g4895.t1
OG0003903		g4900.t1
OG0003904		g4901.t1
OG0003905		g4902.t1
OG0003906		g4909.t1
OG0003907		g4910.t1
OG0003908		g4913.t1
OG0003909		g4915.t1
OG0003910		g4916.t1
OG0003911		g4917.t1
OG0003912		g4918.t1
OG0003913		g4920.t1
OG0003914		g4921.t1
OG0003915		g4922.t1
OG0003916		g4927.t1
OG0003917		g4929.t1
OG0003918		g4930.t1
OG0003919		g4932.t1
OG0003920		g4934.t1
OG0003921		g4936.t1
OG0003922		g4943.t1
OG0003923		g4945.t1
OG0003924		g4958.t1
OG0003925		g4959.t1
OG0003926		g4961.t1
OG0003927		g4963.t1
OG0003928		g4965.t1
OG0003929		g4968.t1
OG0003930		g4970.t1
OG0003931		g4971.t1
OG0003932		g4973.t1
OG0003933		g4977.t1
OG0003934		g4978.t1
OG0003935		g4985.t1
OG0003936		g4986.t1
OG0003937		g4987.t1
OG0003938		g4988.t1
OG0003939		g5016.t1
OG0003940		g5022.t1
OG0003941		g5025.t1
OG0003942		g5026.t1
OG0003943		g5027.t1
OG0003944		g5028.t1
OG0003945		g5029.t1
OG0003946		g5031.t1
OG0003947		g5034.t1
OG0003948		g5038.t1
OG0003949		g5040.t1
OG0003950		g5044.t1
OG0003951		g5049.t1
OG0003952		g5051.t1
OG0003953		g5052.t1
OG0003954		g5055.t1
OG0003955		g5056.t1
OG0003956		g5057.t1
OG0003957		g5060.t1
OG0003958		g5061.t1
OG0003959		g5062.t1
OG0003960		g5063.t1
OG0003961		g5064.t1
OG0003962		g5066.t1
OG0003963		g5083.t1
OG0003964		g5088.t1
OG0003965		g5094.t1
OG0003966		g5096.t1
OG0003967		g5097.t1
OG0003968		g5098.t1
OG0003969		g5113.t1
OG0003970		g5114.t1
OG0003971		g5118.t1
OG0003972		g5119.t1
OG0003973		g5128.t1
OG0003974		g5132.t1
OG0003975		g5136.t1
OG0003976		g5137.t1
OG0003977		g5138.t1
OG0003978		g5143.t1
OG0003979		g5147.t1
OG0003980		g5148.t1
OG0003981		g5151.t1
OG0003982		g5158.t1
OG0003983		g5160.t1
OG0003984		g5163.t1
OG0003985		g5164.t1
OG0003986		g5165.t1
OG0003987		g5169.t1
OG0003988		g5173.t1
OG0003989		g5174.t1
OG0003990		g5175.t1
OG0003991		g5177.t1
OG0003992		g5187.t1
OG0003993		g5196.t1
OG0003994		g5197.t1
OG0003995		g5198.t1
OG0003996		g5200.t1
OG0003997		g5203.t1
OG0003998		g5204.t1
OG0003999		g5206.t1
OG0004000		g5209.t1
OG0004001		g5210.t1
OG0004002		g5211.t1
OG0004003		g5214.t1
OG0004004		g5216.t1
OG0004005		g5222.t1
OG0004006		g5224.t1
OG0004007		g5226.t1
OG0004008		g5227.t1
OG0004009		g5231.t1
OG0004010		g5232.t1
OG0004011		g5238.t1
OG0004012		g5241.t1
OG0004013		g5242.t1
OG0004014		g5244.t1
OG0004015		g5246.t1
OG0004016		g5249.t1
OG0004017		g5254.t1
OG0004018		g5269.t1
OG0004019		g5271.t1
OG0004020		g5273.t1
OG0004021		g5274.t1
OG0004022		g5276.t1
OG0004023		g5278.t1
OG0004024		g5282.t1
OG0004025		g5283.t1
OG0004026		g5288.t1
OG0004027		g5291.t1
OG0004028		g5292.t1
OG0004029		g5293.t1
OG0004030		g5294.t1
OG0004031		g5295.t1
OG0004032		g5298.t1
OG0004033		g5301.t1
OG0004034		g5303.t1
OG0004035		g5307.t1
OG0004036		g5308.t1
OG0004037		g5309.t1
OG0004038		g5311.t1
OG0004039		g5312.t1
OG0004040		g5320.t1
OG0004041		g5322.t1
OG0004042		g5325.t1
OG0004043		g5326.t1
OG0004044		g5327.t1
OG0004045		g5328.t1
OG0004046		g5329.t1
OG0004047		g5330.t1
OG0004048		g5344.t1
OG0004049		g5348.t1
OG0004050		g5352.t1
OG0004051		g5354.t1
OG0004052		g5355.t1
OG0004053		g5357.t1
OG0004054		g5359.t1
OG0004055		g5360.t1
OG0004056		g5361.t1
OG0004057		g5362.t1
OG0004058		g5366.t1
OG0004059		g5367.t1
OG0004060		g5371.t1
OG0004061		g5373.t1
OG0004062		g5374.t1
OG0004063		g5375.t1
OG0004064		g5377.t1
OG0004065		g5378.t1
OG0004066		g5381.t1
OG0004067		g5387.t1
OG0004068		g5388.t1
OG0004069		g5390.t1
OG0004070		g5391.t1
OG0004071		g5394.t1
OG0004072		g5397.t1
OG0004073		g5400.t1
OG0004074		g5401.t1
OG0004075		g5407.t1
OG0004076		g5408.t1
OG0004077		g5409.t1
OG0004078		g5417.t1
OG0004079		g5418.t1
OG0004080		g5420.t1
OG0004081		g5421.t1
OG0004082		g5428.t1
OG0004083		g5432.t1
OG0004084		g5433.t1
OG0004085		g5435.t1
OG0004086		g5437.t1
OG0004087		g5439.t1
OG0004088		g5442.t1
OG0004089		g5449.t1
OG0004090		g5456.t1
OG0004091		g5459.t1
OG0004092		g5461.t1
OG0004093		g5470.t1
OG0004094		g5483.t1
OG0004095		g5485.t1
OG0004096		g5487.t1
OG0004097		g5489.t1
OG0004098		g5491.t1
OG0004099		g5493.t1
OG0004100		g5495.t1
OG0004101		g5497.t1
OG0004102		g5499.t1
OG0004103		g5501.t1
OG0004104		g5503.t1
OG0004105		g5504.t1
OG0004106		g5507.t1
OG0004107		g5508.t1
OG0004108		g5509.t1
OG0004109		g5510.t1
OG0004110		g5511.t1
OG0004111		g5514.t1
