Orthogroup	Acinetobacter_baumannii	Mycobacterium_leprae	Mycobacterium_tuberculosis	Neisseria_gonorrhoeae	Pseudomonas_aeruginosa	Salmonella_enterica
OG0000383			g1275.t1		g2735.t1, g3888.t1, g4251.t1	g2374.t1, g4061.t1
OG0000384			g1736.t1, g2318.t1, g2319.t1, g2320.t1		g3385.t1, g856.t1	
OG0000385			g1913.t1, g3452.t1, g3493.t1, g3510.t1, g3512.t1		g1035.t1	
OG0000386			g2004.t1		g3632.t1	g1233.t1, g2002.t1, g2063.t1, g3029.t1
OG0000387			g2302.t1, g2426.t1		g1299.t1, g1334.t1	g1470.t1, g1724.t1
OG0000388			g2423.t1		g1148.t1, g1938.t1, g4315.t1, g5384.t1	g404.t1
OG0000389			g2810.t1		g1583.t1, g2073.t1, g299.t1, g301.t1, g3422.t1	
OG0000390			g2837.t1		g2883.t1, g2907.t1, g431.t1, g956.t1	g2710.t1
OG0000391			g2879.t1		g1234.t1, g2341.t1, g2450.t1, g2464.t1, g4311.t1	
OG0000392			g3030.t1		g1782.t1, g1783.t1, g3488.t1, g3998.t1	g3279.t1
OG0000393			g3090.t1		g1950.t1, g2769.t1	g3844.t1, g779.t1, g904.t1
OG0000394			g3190.t1, g3504.t1, g3521.t1		g4983.t1, g5513.t1	g874.t1
OG0000395			g3288.t1		g137.t1, g225.t1, g302.t1, g4897.t1, g5415.t1	
OG0000396					g1479.t1, g180.t1, g3777.t1, g3779.t1, g417.t1	g1799.t1
OG0000397					g1473.t1, g181.t1, g1848.t1, g3776.t1, g420.t1	g1800.t1
OG0000398					g2358.t1, g2733.t1, g3502.t1, g4071.t1, g451.t1, g4889.t1	
OG0000399					g1920.t1, g2872.t1, g2879.t1, g3926.t1, g480.t1	g796.t1
OG0000400					g3285.t1, g3543.t1, g492.t1	g2775.t1, g3076.t1, g3691.t1
OG0000401					g1940.t1, g2442.t1, g2502.t1, g3862.t1, g4301.t1, g813.t1	
OG0000402					g1239.t1, g1240.t1, g5069.t1, g865.t1	g3224.t1, g82.t1
OG0000403					g1248.t1, g2154.t1, g3292.t1, g3479.t1, g4180.t1, g888.t1	
OG0000404					g3853.t1, g5267.t1, g900.t1	g2948.t1, g3431.t1, g3782.t1
OG0000405					g3221.t1, g951.t1	g1943.t1, g1977.t1, g3664.t1, g547.t1
OG0000406					g1047.t1, g1200.t1, g1643.t1, g1676.t1, g3095.t1	g2192.t1
OG0000407					g1065.t1, g2361.t1	g2703.t1, g3276.t1, g3303.t1, g3559.t1
OG0000408					g1077.t1, g1393.t1, g1976.t1, g2619.t1, g4886.t1	g3308.t1
OG0000409					g1252.t1, g2894.t1, g3197.t1, g4677.t1, g5257.t1	g2613.t1
OG0000410					g1284.t1, g2238.t1, g3937.t1, g5180.t1, g5406.t1	g1686.t1
OG0000411					g1341.t1, g2806.t1, g3100.t1	g2155.t1, g2601.t1, g3005.t1
OG0000412					g1487.t1, g3311.t1, g3335.t1, g4021.t1, g4022.t1	g1503.t1
OG0000413					g1620.t1, g2305.t1, g2518.t1, g4657.t1, g4706.t1, g5349.t1	
OG0000414					g2195.t1, g3557.t1, g4421.t1, g5185.t1, g5496.t1	g747.t1
OG0000415					g2970.t1, g4240.t1, g4796.t1	g187.t1, g548.t1, g706.t1
OG0000416					g5336.t1	g2056.t1, g2130.t1, g2240.t1, g3544.t1, g3545.t1
OG0000417						g169.t1, g193.t1, g194.t1, g23.t1, g3398.t1, g512.t1
OG0000418						g1712.t1, g173.t1, g3528.t1, g3529.t1, g534.t1, g535.t1
OG0000419						g1746.t1, g2413.t1, g2414.t1, g2518.t1, g867.t1, g981.t1
OG0000420						g1902.t1, g1909.t1, g1910.t1, g1918.t1, g2291.t1, g2301.t1
OG0000421						g2459.t1, g2550.t1, g2551.t1, g2567.t1, g3601.t1, g3602.t1
OG0000422	g1.t1	g285.t1	g3374.t1		g4471.t1	g4027.t1
OG0000423	g3.t1	g1791.t1	g558.t1		g2888.t1	g1725.t1
OG0000424	g6.t1	g774.t1	g2682.t1		g5380.t1	g3684.t1
OG0000425	g7.t1	g1361.t1	g2978.t1		g3011.t1	g789.t1
OG0000426	g8.t1	g1360.t1	g2977.t1		g3010.t1	g790.t1
OG0000427	g9.t1	g6.t1	g6.t1		g3230.t1	g2119.t1
OG0000428	g10.t1	g1680.t1	g872.t1		g3229.t1	g910.t1
OG0000429	g11.t1	g1739.t1	g799.t1		g959.t1	g2333.t1
OG0000430	g105.t1, g13.t1				g3171.t1	g2207.t1, g3822.t1
OG0000431	g14.t1	g348.t1	g2555.t1		g982.t1	g1773.t1
OG0000432	g15.t1	g347.t1	g2556.t1		g981.t1	g1774.t1
OG0000433	g16.t1	g1743.t1	g793.t1		g3835.t1	g2395.t1
OG0000434	g22.t1	g459.t1	g2374.t1		g779.t1	g2412.t1
OG0000435	g26.t1	g1161.t1	g2409.t1		g4652.t1	g3074.t1
OG0000436	g27.t1	g1160.t1	g2408.t1		g4651.t1	g301.t1
OG0000437	g40.t1	g1358.t1	g2973.t1		g2667.t1	g1152.t1
OG0000438	g58.t1				g1906.t1, g4224.t1	g2509.t1, g3963.t1
OG0000439	g60.t1	g518.t1	g3295.t1		g4524.t1	g3245.t1
OG0000440	g61.t1	g123.t1	g939.t1		g1609.t1	g680.t1
OG0000441	g62.t1	g122.t1	g938.t1		g1608.t1	g679.t1
OG0000442	g65.t1	g842.t1	g1236.t1		g1605.t1	g677.t1
OG0000443	g67.t1	g1674.t1	g884.t1		g1600.t1	g672.t1
OG0000444	g70.t1	g1162.t1	g2410.t1		g4653.t1	g3077.t1
OG0000445	g75.t1	g1168.t1	g2417.t1		g3907.t1	g4110.t1
OG0000446	g78.t1	g1437.t1	g1479.t1		g458.t1	g467.t1
OG0000447	g91.t1	g1108.t1	g1639.t1		g5425.t1	g3851.t1
OG0000448	g92.t1	g795.t1	g2655.t1		g5423.t1	g3489.t1
OG0000449	g96.t1	g398.t1	g1381.t1		g5422.t1	g3488.t1
OG0000450	g97.t1	g671.t1	g2183.t1		g5108.t1	g3650.t1
OG0000451	g98.t1	g365.t1	g2535.t1		g978.t1	g1780.t1
OG0000452	g103.t1	g996.t1	g1597.t1		g36.t1	g1614.t1
OG0000453	g104.t1	g1667.t1	g892.t1		g3173.t1	g2209.t1
OG0000454	g106.t1	g602.t1	g3200.t1		g4488.t1	g132.t1
OG0000455	g107.t1	g1699.t1	g849.t1		g1760.t1	g2230.t1
OG0000456	g109.t1, g428.t1				g2015.t1, g2329.t1	g164.t1
OG0000457	g110.t1		g2360.t1		g1864.t1, g4211.t1	g2737.t1
OG0000458	g114.t1	g1189.t1	g1153.t1		g5213.t1	g3737.t1
OG0000459	g120.t1	g1630.t1	g1817.t1		g489.t1	g3892.t1
OG0000460	g121.t1	g1085.t1	g1614.t1		g3224.t1	g914.t1
OG0000461	g128.t1	g424.t1	g1426.t1		g560.t1	g2853.t1
OG0000462	g133.t1	g399.t1	g1382.t1		g554.t1	g2871.t1
OG0000463	g134.t1	g957.t1	g1574.t1		g507.t1	g730.t1
OG0000464	g135.t1	g344.t1	g2567.t1		g979.t1	g1778.t1
OG0000465	g137.t1	g1112.t1	g1643.t1		g3596.t1	g3064.t1
OG0000466	g142.t1	g649.t1	g2303.t1		g2752.t1	g2266.t1
OG0000467	g149.t1	g669.t1	g2186.t1		g3904.t1	g2366.t1
OG0000468	g159.t1	g672.t1	g2180.t1		g1296.t1	g1880.t1
OG0000469	g165.t1	g660.t1	g2734.t1		g4831.t1	g3057.t1
OG0000470	g173.t1				g1198.t1, g124.t1	g3375.t1, g3985.t1
OG0000471	g175.t1	g162.t1			g3071.t1	g1205.t1, g1602.t1
OG0000472	g180.t1	g1176.t1	g2429.t1		g1826.t1	g415.t1
OG0000473	g181.t1	g1172.t1	g2424.t1		g1828.t1	g417.t1
OG0000474	g185.t1	g1157.t1	g2396.t1		g4085.t1	g302.t1
OG0000475	g187.t1	g1165.t1	g2414.t1		g3880.t1	g2356.t1
OG0000476	g188.t1	g1247.t1	g2817.t1		g3876.t1	g2353.t1
OG0000477	g189.t1	g360.t1	g2543.t1		g3875.t1	g2352.t1
OG0000478	g191.t1	g1075.t1	g1696.t1		g3872.t1	g2349.t1
OG0000479	g192.t1	g1441.t1	g1475.t1		g1832.t1	g1586.t1
OG0000480	g193.t1	g25.t1	g40.t1		g4065.t1	g606.t1
OG0000481	g195.t1	g1345.t1	g2950.t1		g4784.t1	g3656.t1
OG0000482	g201.t1	g333.t1	g2578.t1		g2789.t1	g1237.t1
OG0000483	g202.t1	g1099.t1	g1628.t1		g2786.t1	g1240.t1
OG0000484	g203.t1	g1103.t1	g1634.t1		g2785.t1	g1241.t1
OG0000485	g204.t1	g1104.t1	g1635.t1		g2784.t1	g1242.t1
OG0000486	g206.t1	g877.t1	g1285.t1		g5340.t1	g3662.t1
OG0000487	g217.t1	g1481.t1	g689.t1		g4345.t1	g3206.t1
OG0000488	g218.t1	g1480.t1	g690.t1		g4344.t1	g3205.t1
OG0000489	g220.t1	g1479.t1	g692.t1		g4342.t1	g3203.t1
OG0000490	g221.t1	g1477.t1	g695.t1		g4339.t1	g3200.t1
OG0000491	g223.t1	g1467.t1	g707.t1		g4330.t1	g3191.t1
OG0000492	g226.t1	g1464.t1	g711.t1		g4326.t1	g3187.t1
OG0000493	g227.t1	g1555.t1	g3410.t1		g4321.t1	g3182.t1
OG0000494	g228.t1	g1553.t1	g3408.t1		g4319.t1	g3180.t1
OG0000495	g232.t1	g809.t1	g1180.t1, g3271.t1		g2760.t1	
OG0000496	g234.t1, g383.t1		g3315.t1		g2759.t1, g3794.t1	
OG0000497	g238.t1	g106.t1	g2418.t1, g2902.t1		g4446.t1	
OG0000498	g247.t1	g1458.t1	g721.t1		g3758.t1	g454.t1
OG0000499	g257.t1	g711.t1	g2129.t1		g4502.t1	g119.t1
OG0000500	g268.t1		g2461.t1		g2287.t1, g3484.t1, g4233.t1	
OG0000501	g270.t1	g376.t1	g2504.t1		g1703.t1	g2226.t1
OG0000502	g274.t1	g1511.t1	g634.t1		g4356.t1	g3866.t1
OG0000503	g277.t1	g1498.t1	g657.t1		g4352.t1	g3870.t1
OG0000504	g278.t1	g1497.t1	g658.t1		g4351.t1	g3871.t1
OG0000505	g285.t1	g425.t1	g1427.t1		g4839.t1	g3810.t1
OG0000506	g294.t1	g1274.t1	g2858.t1		g3817.t1	g2494.t1
OG0000507	g308.t1	g986.t1	g1587.t1		g5237.t1	g1940.t1
OG0000508	g310.t1				g3653.t1, g4112.t1	g1901.t1, g3816.t1
OG0000509	g312.t1				g1220.t1, g2457.t1, g3303.t1	g887.t1
OG0000510	g316.t1		g2443.t1, g52.t1		g4314.t1	g3960.t1
OG0000511	g319.t1	g1096.t1	g1622.t1		g4316.t1	g3959.t1
OG0000512	g323.t1	g502.t1	g3057.t1		g3773.t1	g2825.t1
OG0000513	g325.t1	g274.t1	g3393.t1		g4840.t1	g3067.t1
OG0000514	g326.t1	g291.t1	g3367.t1		g3842.t1	g2341.t1
OG0000515	g328.t1	g1302.t1	g2214.t1		g5110.t1	g148.t1
OG0000516	g330.t1	g719.t1	g2121.t1		g4492.t1	g129.t1
OG0000517	g333.t1	g716.t1	g2124.t1		g4497.t1	g124.t1
OG0000518	g339.t1	g1374.t1	g2992.t1		g5054.t1	g2055.t1
OG0000519	g341.t1	g411.t1	g1406.t1		g4131.t1	g385.t1
OG0000520	g342.t1	g383.t1	g2497.t1		g4130.t1	g386.t1
OG0000521	g343.t1	g278.t1	g3389.t1		g3831.t1	g3617.t1
OG0000522	g347.t1	g1754.t1	g768.t1		g1024.t1	g2321.t1
OG0000523	g350.t1	g1215.t1	g2725.t1		g4850.t1	g62.t1
OG0000524	g352.t1		g190.t1		g358.t1	g3294.t1, g3651.t1
OG0000525	g353.t1	g402.t1	g1396.t1		g18.t1	g3174.t1
OG0000526	g356.t1	g390.t1	g1374.t1		g4847.t1	g65.t1
OG0000527	g359.t1	g507.t1	g3313.t1		g1820.t1	g507.t1
OG0000528	g366.t1	g1491.t1	g673.t1		g4349.t1	g3213.t1
OG0000529	g367.t1	g1492.t1	g672.t1		g4350.t1	g3214.t1
OG0000530	g373.t1	g405.t1	g1398.t1		g617.t1	g3247.t1
OG0000531	g375.t1	g982.t1	g1583.t1		g4533.t1	g1936.t1
OG0000532	g376.t1	g894.t1	g1303.t1		g4535.t1	g3081.t1
OG0000533	g377.t1				g4737.t1, g4738.t1, g4739.t1, g4742.t1	
OG0000534	g382.t1	g1231.t1	g2793.t1		g971.t1	g238.t1
OG0000535	g388.t1	g273.t1	g3394.t1		g4517.t1	g3118.t1
OG0000536	g391.t1	g937.t1	g1526.t1		g4646.t1	g44.t1
OG0000537	g394.t1	g916.t1	g1330.t1		g5436.t1	g3492.t1
OG0000538	g397.t1				g3200.t1, g884.t1	g3953.t1, g931.t1
OG0000539	g398.t1	g1578.t1			g4966.t1, g808.t1	g337.t1
OG0000540	g402.t1	g298.t1	g3352.t1		g3841.t1	g2340.t1
OG0000541	g403.t1	g872.t1	g1280.t1		g5146.t1	g1788.t1
OG0000542	g404.t1	g645.t1	g2301.t1		g3541.t1	g1461.t1
OG0000543	g410.t1				g280.t1, g4719.t1	g2861.t1, g912.t1
OG0000544	g411.t1	g224.t1	g354.t1		g5032.t1	g4060.t1
OG0000545	g415.t1	g769.t1	g2688.t1		g4058.t1	g628.t1
OG0000546	g417.t1	g1234.t1	g2789.t1		g4836.t1	g3062.t1
OG0000547	g418.t1	g1233.t1	g2788.t1		g4835.t1	g3061.t1
OG0000548	g421.t1	g1113.t1	g1644.t1		g5365.t1	g3852.t1
OG0000549	g423.t1	g758.t1	g2702.t1		g2656.t1	g895.t1
OG0000550	g424.t1				g2657.t1, g4252.t1, g861.t1	g893.t1
OG0000551	g432.t1	g207.t1	g1010.t1		g3707.t1	g2742.t1
OG0000552	g437.t1	g1106.t1	g1637.t1		g668.t1	g3850.t1
OG0000553	g446.t1	g767.t1	g2691.t1		g3689.t1	g2623.t1
OG0000554	g448.t1	g1253.t1	g2832.t1		g3725.t1	g214.t1
OG0000555	g449.t1	g1254.t1	g2833.t1		g3726.t1	g213.t1
OG0000556	g450.t1	g202.t1	g1004.t1		g4759.t1	g1663.t1
OG0000557	g452.t1		g1276.t1		g5276.t1	g2594.t1, g3914.t1
OG0000558	g455.t1	g1073.t1	g1694.t1		g3241.t1	g1607.t1
OG0000559	g457.t1	g1276.t1	g2865.t1		g3818.t1	g2495.t1
OG0000560	g460.t1	g192.t1	g995.t1		g3552.t1	g2013.t1
OG0000561	g461.t1	g538.t1	g3268.t1		g4735.t1	g2332.t1
OG0000562	g463.t1		g3104.t1		g2683.t1	g2167.t1, g3988.t1
OG0000563	g480.t1	g944.t1	g1536.t1		g3712.t1	g226.t1
OG0000564	g484.t1	g1535.t1	g1098.t1		g4762.t1	g1667.t1
OG0000565	g485.t1	g1740.t1	g798.t1		g3169.t1	g2205.t1
OG0000566	g487.t1	g234.t1	g412.t1		g387.t1	g3873.t1
OG0000567	g488.t1	g609.t1	g3187.t1		g3226.t1	g911.t1
OG0000568	g494.t1	g1259.t1	g2839.t1		g3727.t1	g212.t1
OG0000569	g495.t1	g1260.t1	g2840.t1		g3728.t1	g211.t1
OG0000570	g497.t1	g664.t1	g2191.t1		g4074.t1	g591.t1
OG0000571	g504.t1	g726.t1	g2194.t1		g5215.t1	g3736.t1
OG0000572	g506.t1	g1759.t1	g760.t1		g4949.t1	g3888.t1
OG0000573	g507.t1	g128.t1	g944.t1		g4948.t1	g3889.t1
OG0000574	g515.t1	g879.t1	g1287.t1		g4754.t1	g1659.t1
OG0000575	g525.t1	g1180.t1	g2434.t1		g3143.t1	g986.t1
OG0000576		g1220.t1, g29.t1, g43.t1	g1779.t1, g282.t1			
OG0000577		g1226.t1, g42.t1	g1762.t1, g283.t1, g3402.t1			
OG0000578		g1599.t1, g75.t1, g76.t1	g128.t1, g1866.t1			
OG0000579		g109.t1, g114.t1, g1874.t1, g78.t1, g970.t1				
OG0000580		g148.t1	g980.t1		g2057.t1	g1638.t1, g1959.t1
OG0000581		g150.t1	g982.t1		g1960.t1	g1086.t1, g1396.t1
OG0000582		g163.t1, g896.t1	g1306.t1, g1307.t1, g1308.t1			
OG0000583		g166.t1	g531.t1		g1400.t1, g4147.t1	g711.t1
OG0000584		g178.t1	g3558.t1		g1696.t1, g3506.t1	g2051.t1
OG0000585		g180.t1	g3556.t1		g3507.t1, g592.t1	g2983.t1
OG0000586		g181.t1	g3555.t1		g4819.t1, g593.t1	g178.t1
OG0000587		g193.t1	g996.t1		g3018.t1, g3635.t1	g1121.t1
OG0000588		g257.t1			g2147.t1, g4596.t1, g499.t1	g664.t1
OG0000589		g258.t1			g2448.t1	g1772.t1, g2657.t1, g2658.t1
OG0000590		g260.t1	g2031.t1		g2446.t1	g1770.t1, g2655.t1
OG0000591		g271.t1	g169.t1, g1940.t1, g3448.t1, g583.t1			
OG0000592		g283.t1	g3377.t1		g3757.t1, g4767.t1	g1703.t1
OG0000593		g300.t1			g1979.t1	g2048.t1, g3582.t1, g3640.t1
OG0000594		g316.t1	g1534.t1, g2474.t1		g4926.t1, g664.t1	
OG0000595		g396.t1	g1379.t1		g3439.t1, g5438.t1	g3498.t1
OG0000596		g404.t1	g1397.t1		g17.t1	g1731.t1, g3175.t1
OG0000597		g437.t1	g1441.t1		g118.t1, g1339.t1	g407.t1
OG0000598		g457.t1, g915.t1	g1329.t1, g2377.t1			g1032.t1
OG0000599		g473.t1	g2340.t1		g426.t1, g5167.t1	g2875.t1
OG0000600		g1678.t1, g501.t1	g3058.t1, g874.t1			g2642.t1
OG0000601		g540.t1	g3266.t1, g530.t1		g3064.t1	g2258.t1
OG0000602		g601.t1	g3201.t1		g4548.t1	g2484.t1, g3095.t1
OG0000603		g620.t1	g3174.t1		g4313.t1	g2154.t1, g553.t1
OG0000604		g637.t1	g2328.t1		g2423.t1, g4855.t1	g644.t1
OG0000605		g642.t1	g2313.t1		g1141.t1, g3103.t1	g203.t1
OG0000606		g670.t1	g2184.t1		g2482.t1, g5315.t1	g2839.t1
OG0000607		g690.t1	g1539.t1, g2158.t1, g841.t1		g1637.t1	
OG0000608		g720.t1	g2120.t1		g1484.t1, g4628.t1	g2481.t1
OG0000609		g730.t1	g1797.t1, g3487.t1		g2282.t1	g642.t1
OG0000610		g1625.t1, g737.t1	g1107.t1, g1824.t1			g1945.t1
OG0000611		g806.t1	g2633.t1, g555.t1		g5211.t1	g1500.t1
OG0000612		g820.t1	g1199.t1		g10.t1, g1208.t1	g3403.t1
OG0000613		g902.t1, g904.t1	g1316.t1		g2193.t1	g3301.t1
OG0000614		g946.t1	g1249.t1, g1548.t1, g3130.t1, g3497.t1			
OG0000615		g955.t1	g1560.t1		g511.t1	g1383.t1, g733.t1
OG0000616		g976.t1	g1540.t1, g2447.t1		g3745.t1	g3941.t1
OG0000617		g985.t1	g1586.t1		g3213.t1, g5239.t1	g1939.t1
OG0000618		g1001.t1	g1602.t1, g2569.t1		g4019.t1	g432.t1
OG0000619		g1021.t1, g1022.t1	g2098.t1, g343.t1			g1480.t1
OG0000620		g1042.t1	g2066.t1		g1279.t1, g1482.t1	g379.t1
OG0000621		g1068.t1	g1683.t1		g5065.t1	g2311.t1, g2962.t1
OG0000622		g1123.t1	g2016.t1, g2782.t1		g2378.t1	g3319.t1
OG0000623		g1142.t1	g2026.t1, g2235.t1		g4062.t1	g624.t1
OG0000624		g1153.t1	g2388.t1, g3173.t1		g1297.t1	g601.t1
OG0000625		g1155.t1	g2390.t1		g4084.t1, g5011.t1	g603.t1
OG0000626		g1190.t1	g1152.t1		g3947.t1	g1476.t1, g1644.t1
OG0000627		g1191.t1	g1151.t1		g3948.t1	g1475.t1, g1645.t1
OG0000628		g1192.t1	g1150.t1		g3949.t1	g1474.t1, g1646.t1
OG0000629		g1202.t1	g1137.t1		g1142.t1, g1212.t1	g1140.t1
OG0000630		g1240.t1	g2799.t1		g120.t1, g2672.t1	g2156.t1
OG0000631		g1244.t1	g2811.t1		g2796.t1, g3729.t1	g210.t1
OG0000632		g1268.t1	g2852.t1		g1321.t1, g780.t1	g2411.t1
OG0000633		g1287.t1, g1288.t1	g2195.t1		g5109.t1	g2978.t1
OG0000634		g1292.t1	g2199.t1		g1618.t1, g4820.t1	g177.t1
OG0000635		g1303.t1	g1175.t1, g2215.t1		g1064.t1	g205.t1
OG0000636		g1327.t1	g2926.t1		g4129.t1	g2652.t1, g387.t1
OG0000637		g1356.t1	g2963.t1		g1545.t1	g2263.t1, g3497.t1
OG0000638		g1375.t1	g2993.t1		g111.t1, g1336.t1	g410.t1
OG0000639		g1381.t1	g3000.t1		g1555.t1, g4984.t1	g3855.t1
OG0000640		g1420.t1	g1706.t1, g2230.t1		g4429.t1	g2312.t1
OG0000641		g1488.t1	g1665.t1, g683.t1		g2022.t1, g518.t1	
OG0000642		g1499.t1	g649.t1		g3275.t1, g4541.t1	g3087.t1
OG0000643		g1527.t1	g427.t1			g1337.t1, g864.t1, g973.t1
OG0000644		g1530.t1	g424.t1		g1139.t1, g19.t1	g3173.t1
OG0000645		g1559.t1	g3414.t1		g5259.t1	g1958.t1, g3667.t1
OG0000646		g1603.t1	g1856.t1		g3602.t1, g4317.t1	g3209.t1
OG0000647		g1606.t1	g2397.t1		g3600.t1, g860.t1	g371.t1
OG0000648		g1618.t1	g1837.t1		g1891.t1	g2919.t1, g716.t1
OG0000649		g1622.t1	g1834.t1, g388.t1		g4623.t1	g1130.t1
OG0000650		g1632.t1	g1812.t1		g2485.t1, g5313.t1	g2837.t1
OG0000651		g1652.t1	g913.t1		g4416.t1, g821.t1	g2249.t1
OG0000652		g1694.t1	g850.t1			g2079.t1, g4112.t1, g838.t1
OG0000653		g1750.t1	g772.t1		g465.t1	g1990.t1, g3643.t1
OG0000654		g1756.t1	g765.t1		g234.t1, g3586.t1, g3587.t1	
OG0000655		g1774.t1	g540.t1		g4374.t1, g456.t1	g3350.t1
OG0000656		g1776.t1	g1533.t1, g3346.t1, g542.t1		g4034.t1	
OG0000657		g1781.t1	g547.t1		g2488.t1, g2742.t1	g1367.t1
OG0000658		g1786.t1	g552.t1		g3281.t1, g4393.t1, g854.t1	
OG0000659		g1797.t1	g561.t1		g4480.t1	g1874.t1, g403.t1
OG0000660		g1824.t1	g48.t1		g384.t1	g2361.t1, g3100.t1
OG0000661			g1709.t1, g1754.t1, g3309.t1, g3310.t1, g60.t1			
OG0000662			g1352.t1, g176.t1, g178.t1, g1947.t1, g200.t1			
OG0000663			g1351.t1, g179.t1, g1948.t1, g2359.t1, g3440.t1			
OG0000664			g191.t1, g954.t1		g1316.t1	g1520.t1, g2809.t1
OG0000665			g265.t1		g2145.t1, g4594.t1, g503.t1	g663.t1
OG0000666			g1235.t1, g270.t1, g2815.t1, g3314.t1			g3321.t1
OG0000667			g296.t1, g3027.t1		g2373.t1, g31.t1	g81.t1
OG0000668			g301.t1		g2054.t1, g3646.t1	g3161.t1, g443.t1
OG0000669			g321.t1		g2056.t1, g3611.t1, g3630.t1	g1944.t1
OG0000670			g1658.t1, g323.t1		g5226.t1	g1573.t1, g3462.t1
OG0000671			g422.t1		g2583.t1, g4254.t1, g5434.t1	g1209.t1
OG0000672			g1039.t1, g479.t1, g933.t1		g5001.t1	g1406.t1
OG0000673			g525.t1		g1495.t1	g2098.t1, g3571.t1, g3983.t1
OG0000674			g1320.t1, g569.t1		g4460.t1, g5013.t1	g937.t1
OG0000675			g2459.t1, g2494.t1, g2566.t1, g3280.t1, g611.t1			
OG0000676			g1230.t1, g2458.t1, g2565.t1, g2820.t1, g654.t1			
OG0000677			g2757.t1, g2759.t1, g3078.t1, g3079.t1, g736.t1			
OG0000678			g834.t1		g3954.t1, g4378.t1	g1650.t1, g2095.t1
OG0000679			g905.t1		g4010.t1, g5393.t1, g5477.t1	g72.t1
OG0000680			g1059.t1, g1473.t1, g2221.t1, g3467.t1, g3505.t1			
OG0000681			g1148.t1		g4485.t1	g1208.t1, g133.t1, g2140.t1
OG0000682			g1324.t1		g647.t1	g2419.t1, g862.t1, g975.t1
OG0000683			g1669.t1		g5331.t1	g3346.t1, g750.t1, g751.t1
OG0000684			g1876.t1		g2155.t1, g2198.t1, g2230.t1	g573.t1
OG0000685			g2037.t1		g2961.t1, g2962.t1	g1888.t1, g1891.t1
OG0000686			g2285.t1		g2567.t1, g4557.t1, g4559.t1	g3141.t1
OG0000687			g2564.t1		g1710.t1, g2900.t1, g4865.t1	g161.t1
OG0000688			g2726.t1		g1444.t1, g253.t1	g3404.t1, g3890.t1
OG0000689			g2727.t1		g3568.t1, g4999.t1, g553.t1	g2126.t1
OG0000690			g2795.t1		g1801.t1, g2652.t1, g517.t1	g3242.t1
OG0000691			g3175.t1		g4248.t1, g4619.t1, g485.t1	g2285.t1
OG0000692			g3293.t1		g2049.t1, g3388.t1, g3761.t1	g3178.t1
OG0000693					g2500.t1, g41.t1, g4625.t1, g4711.t1, g699.t1	
OG0000694					g139.t1, g146.t1, g1537.t1, g3232.t1, g5202.t1	
OG0000695					g140.t1, g1980.t1	g2047.t1, g3638.t1, g3803.t1
OG0000696					g1474.t1, g176.t1, g3775.t1, g421.t1	g1796.t1
OG0000697					g178.t1, g3414.t1, g3778.t1, g419.t1	g1797.t1
OG0000698					g202.t1, g3042.t1, g700.t1, g984.t1	g686.t1
OG0000699					g203.t1, g3041.t1, g701.t1, g985.t1	g2936.t1
OG0000700					g213.t1	g3124.t1, g577.t1, g61.t1, g704.t1
OG0000701					g317.t1, g5171.t1	g1524.t1, g1526.t1, g1824.t1
OG0000702					g2736.t1, g3813.t1, g455.t1, g5473.t1	g1622.t1
OG0000703					g1032.t1, g4049.t1, g481.t1, g4924.t1, g5302.t1	
OG0000704					g1570.t1, g1574.t1, g1884.t1, g4215.t1, g531.t1	
OG0000705					g649.t1	g2417.t1, g865.t1, g977.t1, g978.t1
OG0000706					g2715.t1, g3159.t1, g3160.t1, g683.t1, g686.t1	
OG0000707					g2718.t1, g3163.t1, g4612.t1, g694.t1	g138.t1
OG0000708					g2029.t1, g3946.t1, g4258.t1, g706.t1	g3657.t1
OG0000709					g3595.t1, g5207.t1, g718.t1, g894.t1	g1333.t1
OG0000710					g2517.t1, g4868.t1, g768.t1	g2583.t1, g2955.t1
OG0000711					g1273.t1, g2983.t1, g5253.t1, g904.t1	g2195.t1
OG0000712					g3191.t1, g983.t1, g999.t1	g422.t1, g685.t1
OG0000713					g1968.t1, g993.t1, g995.t1	g3513.t1, g517.t1
OG0000714					g1009.t1, g1010.t1, g3352.t1, g3399.t1	g1112.t1
OG0000715					g1153.t1, g1446.t1, g1928.t1, g3547.t1	g1822.t1
OG0000716					g1251.t1, g2893.t1, g3198.t1, g5258.t1	g2614.t1
OG0000717					g1263.t1, g3471.t1, g4226.t1, g5068.t1	g2963.t1
OG0000718					g1348.t1, g1395.t1, g3396.t1, g3958.t1	g471.t1
OG0000719					g1360.t1, g3932.t1, g4277.t1, g5178.t1	g623.t1
OG0000720					g1365.t1, g1500.t1, g2632.t1, g3671.t1, g4898.t1	
OG0000721					g1371.t1, g1376.t1, g2764.t1, g4730.t1	g3991.t1
OG0000722					g1412.t1, g2009.t1, g2025.t1, g3336.t1, g4816.t1	
OG0000723					g1451.t1, g2564.t1, g2565.t1	g1988.t1, g1989.t1
OG0000724					g1459.t1, g1717.t1	g1318.t1, g1847.t1, g2684.t1
OG0000725					g1773.t1, g3001.t1	g1251.t1, g2488.t1, g696.t1
OG0000726					g1929.t1, g1930.t1, g3398.t1, g4292.t1, g4293.t1	
OG0000727					g1972.t1, g2187.t1, g4318.t1, g4699.t1	g1225.t1
