Orthogroup	Acinetobacter_baumannii	Mycobacterium_leprae	Mycobacterium_tuberculosis	Neisseria_gonorrhoeae	Pseudomonas_aeruginosa	Salmonella_enterica
OG0005254					g3151.t1	
OG0005255					g3155.t1	
OG0005256					g3156.t1	
OG0005257					g3157.t1	
OG0005258					g3174.t1	
OG0005259					g3186.t1	
OG0005260					g3188.t1	
OG0005261					g3193.t1	
OG0005262					g3207.t1	
OG0005263					g3211.t1	
OG0005264					g3214.t1	
OG0005265					g3215.t1	
OG0005266					g3216.t1	
OG0005267					g3222.t1	
OG0005268					g3236.t1	
OG0005269					g3240.t1	
OG0005270					g3252.t1	
OG0005271					g3259.t1	
OG0005272					g3266.t1	
OG0005273					g3270.t1	
OG0005274					g3272.t1	
OG0005275					g3276.t1	
OG0005276					g3277.t1	
OG0005277					g3279.t1	
OG0005278					g3282.t1	
OG0005279					g3284.t1	
OG0005280					g3287.t1	
OG0005281					g3293.t1	
OG0005282					g3294.t1	
OG0005283					g3301.t1	
OG0005284					g3313.t1	
OG0005285					g3314.t1	
OG0005286					g3321.t1	
OG0005287					g3322.t1	
OG0005288					g3323.t1	
OG0005289					g3324.t1	
OG0005290					g3338.t1	
OG0005291					g3339.t1	
OG0005292					g3341.t1	
OG0005293					g3343.t1	
OG0005294					g3350.t1	
OG0005295					g3354.t1	
OG0005296					g3356.t1	
OG0005297					g3357.t1	
OG0005298					g3360.t1	
OG0005299					g3362.t1	
OG0005300					g3371.t1	
OG0005301					g3373.t1	
OG0005302					g3384.t1	
OG0005303					g3389.t1	
OG0005304					g3395.t1	
OG0005305					g3400.t1	
OG0005306					g3401.t1	
OG0005307					g3404.t1	
OG0005308					g3413.t1	
OG0005309					g3416.t1	
OG0005310					g3417.t1	
OG0005311					g3418.t1	
OG0005312					g3420.t1	
OG0005313					g3425.t1	
OG0005314					g3427.t1	
OG0005315					g3428.t1	
OG0005316					g3433.t1	
OG0005317					g3435.t1	
OG0005318					g3436.t1	
OG0005319					g3437.t1	
OG0005320					g3438.t1	
OG0005321					g3440.t1	
OG0005322					g3443.t1	
OG0005323					g3444.t1	
OG0005324					g3445.t1	
OG0005325					g3446.t1	
OG0005326					g3451.t1	
OG0005327					g3458.t1	
OG0005328					g3459.t1	
OG0005329					g3462.t1	
OG0005330					g3465.t1	
OG0005331					g3474.t1	
OG0005332					g3478.t1	
OG0005333					g3481.t1	
OG0005334					g3482.t1	
OG0005335					g3486.t1	
OG0005336					g3496.t1	
OG0005337					g3504.t1	
OG0005338					g3505.t1	
OG0005339					g3508.t1	
OG0005340					g3509.t1	
OG0005341					g3510.t1	
OG0005342					g3519.t1	
OG0005343					g3520.t1	
OG0005344					g3524.t1	
OG0005345					g3525.t1	
OG0005346					g3530.t1	
OG0005347					g3534.t1	
OG0005348					g3539.t1	
OG0005349					g3544.t1	
OG0005350					g3553.t1	
OG0005351					g3554.t1	
OG0005352					g3555.t1	
OG0005353					g3558.t1	
OG0005354					g3566.t1	
OG0005355					g3567.t1	
OG0005356					g3572.t1	
OG0005357					g3573.t1	
OG0005358					g3575.t1	
OG0005359					g3577.t1	
OG0005360					g3580.t1	
OG0005361					g3591.t1	
OG0005362					g3607.t1	
OG0005363					g3612.t1	
OG0005364					g3613.t1	
OG0005365					g3614.t1	
OG0005366					g3615.t1	
OG0005367					g3616.t1	
OG0005368					g3618.t1	
OG0005369					g3619.t1	
OG0005370					g3621.t1	
OG0005371					g3636.t1	
OG0005372					g3644.t1	
OG0005373					g3649.t1	
OG0005374					g3668.t1	
OG0005375					g3674.t1	
OG0005376					g3683.t1	
OG0005377					g3685.t1	
OG0005378					g3686.t1	
OG0005379					g3687.t1	
OG0005380					g3691.t1	
OG0005381					g3719.t1	
OG0005382					g3731.t1	
OG0005383					g3733.t1	
OG0005384					g3734.t1	
OG0005385					g3735.t1	
OG0005386					g3747.t1	
OG0005387					g3756.t1	
OG0005388					g3760.t1	
OG0005389					g3766.t1	
OG0005390					g3768.t1	
OG0005391					g3769.t1	
OG0005392					g3770.t1	
OG0005393					g3781.t1	
OG0005394					g3785.t1	
OG0005395					g3787.t1	
OG0005396					g3788.t1	
OG0005397					g3791.t1	
OG0005398					g3793.t1	
OG0005399					g3795.t1	
OG0005400					g3798.t1	
OG0005401					g3799.t1	
OG0005402					g3801.t1	
OG0005403					g3806.t1	
OG0005404					g3837.t1	
OG0005405					g3843.t1	
OG0005406					g3844.t1	
OG0005407					g3845.t1	
OG0005408					g3847.t1	
OG0005409					g3857.t1	
OG0005410					g3858.t1	
OG0005411					g3859.t1	
OG0005412					g3861.t1	
OG0005413					g3864.t1	
OG0005414					g3866.t1	
OG0005415					g3867.t1	
OG0005416					g3869.t1	
OG0005417					g3878.t1	
OG0005418					g3905.t1	
OG0005419					g3906.t1	
OG0005420					g3908.t1	
OG0005421					g3909.t1	
OG0005422					g3910.t1	
OG0005423					g3911.t1	
OG0005424					g3916.t1	
OG0005425					g3917.t1	
OG0005426					g3922.t1	
OG0005427					g3924.t1	
OG0005428					g3925.t1	
OG0005429					g3929.t1	
OG0005430					g3930.t1	
OG0005431					g3931.t1	
OG0005432					g3933.t1	
OG0005433					g3942.t1	
OG0005434					g3943.t1	
OG0005435					g3944.t1	
OG0005436					g3955.t1	
OG0005437					g3956.t1	
OG0005438					g3959.t1	
OG0005439					g3960.t1	
OG0005440					g3962.t1	
OG0005441					g3969.t1	
OG0005442					g3979.t1	
OG0005443					g3982.t1	
OG0005444					g3983.t1	
OG0005445					g3984.t1	
OG0005446					g3985.t1	
OG0005447					g3986.t1	
OG0005448					g3987.t1	
OG0005449					g4005.t1	
OG0005450					g4020.t1	
OG0005451					g4028.t1	
OG0005452					g4029.t1	
OG0005453					g4032.t1	
OG0005454					g4033.t1	
OG0005455					g4035.t1	
OG0005456					g4036.t1	
OG0005457					g4037.t1	
OG0005458					g4039.t1	
OG0005459					g4041.t1	
OG0005460					g4043.t1	
OG0005461					g4047.t1	
OG0005462					g4057.t1	
OG0005463					g4064.t1	
OG0005464					g4066.t1	
OG0005465					g4068.t1	
OG0005466					g4069.t1	
OG0005467					g4087.t1	
OG0005468					g4088.t1	
OG0005469					g4092.t1	
OG0005470					g4094.t1	
OG0005471					g4096.t1	
OG0005472					g4105.t1	
OG0005473					g4110.t1	
OG0005474					g4111.t1	
OG0005475					g4113.t1	
OG0005476					g4114.t1	
OG0005477					g4124.t1	
OG0005478					g4136.t1	
OG0005479					g4137.t1	
OG0005480					g4138.t1	
OG0005481					g4140.t1	
OG0005482					g4141.t1	
OG0005483					g4144.t1	
OG0005484					g4146.t1	
OG0005485					g4148.t1	
OG0005486					g4155.t1	
OG0005487					g4158.t1	
OG0005488					g4166.t1	
OG0005489					g4167.t1	
OG0005490					g4169.t1	
OG0005491					g4174.t1	
OG0005492					g4183.t1	
OG0005493					g4189.t1	
OG0005494					g4192.t1	
OG0005495					g4195.t1	
OG0005496					g4197.t1	
OG0005497					g4198.t1	
OG0005498					g4199.t1	
OG0005499					g4200.t1	
OG0005500					g4212.t1	
OG0005501					g4222.t1	
OG0005502					g4223.t1	
OG0005503					g4231.t1	
OG0005504					g4245.t1	
OG0005505					g4246.t1	
OG0005506					g4257.t1	
OG0005507					g4264.t1	
OG0005508					g4265.t1	
OG0005509					g4287.t1	
OG0005510					g4302.t1	
OG0005511					g4304.t1	
OG0005512					g4306.t1	
OG0005513					g4312.t1	
OG0005514					g4360.t1	
OG0005515					g4368.t1	
OG0005516					g4371.t1	
OG0005517					g4373.t1	
OG0005518					g4376.t1	
OG0005519					g4377.t1	
OG0005520					g4379.t1	
OG0005521					g4380.t1	
OG0005522					g4381.t1	
OG0005523					g4382.t1	
OG0005524					g4383.t1	
OG0005525					g4385.t1	
OG0005526					g4387.t1	
OG0005527					g4388.t1	
OG0005528					g4395.t1	
OG0005529					g4399.t1	
OG0005530					g4400.t1	
OG0005531					g4401.t1	
OG0005532					g4402.t1	
OG0005533					g4403.t1	
OG0005534					g4406.t1	
OG0005535					g4408.t1	
OG0005536					g4409.t1	
OG0005537					g4417.t1	
OG0005538					g4419.t1	
OG0005539					g4428.t1	
OG0005540					g4430.t1	
OG0005541					g4431.t1	
OG0005542					g4439.t1	
OG0005543					g4442.t1	
OG0005544					g4443.t1	
OG0005545					g4444.t1	
OG0005546					g4448.t1	
OG0005547					g4452.t1	
OG0005548					g4454.t1	
OG0005549					g4455.t1	
OG0005550					g4456.t1	
OG0005551					g4457.t1	
OG0005552					g4461.t1	
OG0005553					g4466.t1	
OG0005554					g4467.t1	
OG0005555					g4469.t1	
OG0005556					g4473.t1	
OG0005557					g4490.t1	
OG0005558					g4509.t1	
OG0005559					g4514.t1	
OG0005560					g4516.t1	
OG0005561					g4522.t1	
OG0005562					g4525.t1	
OG0005563					g4537.t1	
OG0005564					g4544.t1	
OG0005565					g4554.t1	
OG0005566					g4556.t1	
OG0005567					g4558.t1	
OG0005568					g4573.t1	
OG0005569					g4574.t1	
OG0005570					g4575.t1	
OG0005571					g4576.t1	
OG0005572					g4580.t1	
OG0005573					g4600.t1	
OG0005574					g4603.t1	
OG0005575					g4608.t1	
OG0005576					g4616.t1	
OG0005577					g4617.t1	
OG0005578					g4618.t1	
OG0005579					g4620.t1	
OG0005580					g4621.t1	
OG0005581					g4622.t1	
OG0005582					g4631.t1	
OG0005583					g4637.t1	
OG0005584					g4638.t1	
OG0005585					g4639.t1	
OG0005586					g4640.t1	
OG0005587					g4641.t1	
OG0005588					g4650.t1	
OG0005589					g4656.t1	
OG0005590					g4659.t1	
OG0005591					g4661.t1	
OG0005592					g4663.t1	
OG0005593					g4665.t1	
OG0005594					g4666.t1	
OG0005595					g4670.t1	
OG0005596					g4672.t1	
OG0005597					g4676.t1	
OG0005598					g4678.t1	
OG0005599					g4689.t1	
OG0005600					g4694.t1	
OG0005601					g4696.t1	
OG0005602					g4697.t1	
OG0005603					g4707.t1	
OG0005604					g4714.t1	
OG0005605					g4716.t1	
OG0005606					g4717.t1	
OG0005607					g4723.t1	
OG0005608					g4724.t1	
OG0005609					g4725.t1	
OG0005610					g4726.t1	
OG0005611					g4727.t1	
OG0005612					g4728.t1	
OG0005613					g4731.t1	
OG0005614					g4732.t1	
OG0005615					g4733.t1	
OG0005616					g4743.t1	
OG0005617					g4746.t1	
OG0005618					g4750.t1	
OG0005619					g4756.t1	
OG0005620					g4763.t1	
OG0005621					g4766.t1	
OG0005622					g4768.t1	
OG0005623					g4769.t1	
OG0005624					g4770.t1	
OG0005625					g4772.t1	
OG0005626					g4773.t1	
OG0005627					g4774.t1	
OG0005628					g4775.t1	
OG0005629					g4789.t1	
OG0005630					g4793.t1	
OG0005631					g4795.t1	
OG0005632					g4799.t1	
OG0005633					g4802.t1	
OG0005634					g4803.t1	
OG0005635					g4804.t1	
OG0005636					g4808.t1	
OG0005637					g4815.t1	
OG0005638					g4845.t1	
OG0005639					g4864.t1	
OG0005640					g4866.t1	
OG0005641					g4870.t1	
OG0005642					g4872.t1	
OG0005643					g4874.t1	
OG0005644					g4881.t1	
OG0005645					g4887.t1	
OG0005646					g4888.t1	
OG0005647					g4890.t1	
OG0005648					g4891.t1	
OG0005649					g4893.t1	
OG0005650					g4909.t1	
OG0005651					g4910.t1	
OG0005652					g4911.t1	
OG0005653					g4913.t1	
OG0005654					g4915.t1	
OG0005655					g4917.t1	
OG0005656					g4918.t1	
OG0005657					g4920.t1	
OG0005658					g4922.t1	
OG0005659					g4929.t1	
OG0005660					g4930.t1	
OG0005661					g4932.t1	
OG0005662					g4936.t1	
OG0005663					g4943.t1	
OG0005664					g4945.t1	
OG0005665					g4958.t1	
OG0005666					g4963.t1	
OG0005667					g4965.t1	
OG0005668					g4969.t1	
OG0005669					g4971.t1	
OG0005670					g4972.t1	
OG0005671					g4974.t1	
OG0005672					g4977.t1	
OG0005673					g4978.t1	
OG0005674					g4985.t1	
OG0005675					g4986.t1	
OG0005676					g4988.t1	
OG0005677					g5016.t1	
OG0005678					g5027.t1	
OG0005679					g5034.t1	
OG0005680					g5049.t1	
OG0005681					g5052.t1	
OG0005682					g5055.t1	
OG0005683					g5057.t1	
OG0005684					g5060.t1	
OG0005685					g5066.t1	
OG0005686					g5088.t1	
OG0005687					g5094.t1	
OG0005688					g5096.t1	
OG0005689					g5097.t1	
OG0005690					g5119.t1	
OG0005691					g5128.t1	
OG0005692					g5136.t1	
OG0005693					g5137.t1	
OG0005694					g5138.t1	
OG0005695					g5143.t1	
OG0005696					g5147.t1	
OG0005697					g5151.t1	
OG0005698					g5158.t1	
OG0005699					g5163.t1	
OG0005700					g5169.t1	
OG0005701					g5177.t1	
OG0005702					g5187.t1	
OG0005703					g5197.t1	
OG0005704					g5198.t1	
OG0005705					g5200.t1	
OG0005706					g5204.t1	
OG0005707					g5209.t1	
OG0005708					g5210.t1	
OG0005709					g5216.t1	
OG0005710					g5222.t1	
OG0005711					g5232.t1	
OG0005712					g5238.t1	
OG0005713					g5242.t1	
OG0005714					g5249.t1	
OG0005715					g5254.t1	
OG0005716					g5282.t1	
OG0005717					g5287.t1	
OG0005718					g5288.t1	
OG0005719					g5291.t1	
OG0005720					g5308.t1	
OG0005721					g5312.t1	
OG0005722					g5320.t1	
OG0005723					g5322.t1	
OG0005724					g5326.t1	
OG0005725					g5329.t1	
OG0005726					g5330.t1	
OG0005727					g5352.t1	
OG0005728					g5354.t1	
OG0005729					g5355.t1	
OG0005730					g5366.t1	
OG0005731					g5367.t1	
OG0005732					g5371.t1	
OG0005733					g5373.t1	
OG0005734					g5375.t1	
OG0005735					g5378.t1	
OG0005736					g5397.t1	
OG0005737					g5400.t1	
OG0005738					g5420.t1	
OG0005739					g5432.t1	
OG0005740					g5435.t1	
OG0005741					g5442.t1	
OG0005742					g5461.t1	
OG0005743					g5470.t1	
OG0005744					g5483.t1	
OG0005745					g5487.t1	
OG0005746					g5488.t1	
OG0005747					g5491.t1	
OG0005748					g5493.t1	
OG0005749					g5495.t1	
OG0005750					g5497.t1	
OG0005751					g5499.t1	
OG0005752					g5502.t1	
OG0005753					g5503.t1	
OG0005754					g5504.t1	
OG0005755					g5507.t1	
OG0005756					g5508.t1	
OG0005757					g5509.t1	
OG0005758					g5510.t1	
OG0005759					g5514.t1	
OG0005760						g8.t1
OG0005761						g9.t1
OG0005762						g10.t1
OG0005763						g14.t1
OG0005764						g15.t1
OG0005765						g17.t1
OG0005766						g18.t1
OG0005767						g38.t1
OG0005768						g39.t1
OG0005769						g48.t1
OG0005770						g55.t1
OG0005771						g63.t1
OG0005772						g79.t1
OG0005773						g96.t1
OG0005774						g98.t1
OG0005775						g99.t1
OG0005776						g103.t1
OG0005777						g106.t1
OG0005778						g131.t1
OG0005779						g135.t1
OG0005780						g143.t1
OG0005781						g144.t1
OG0005782						g151.t1
OG0005783						g152.t1
OG0005784						g153.t1
OG0005785						g155.t1
OG0005786						g158.t1
OG0005787						g162.t1
OG0005788						g188.t1
OG0005789						g196.t1
OG0005790						g200.t1
OG0005791						g206.t1
OG0005792						g207.t1
OG0005793						g220.t1
OG0005794						g230.t1
OG0005795						g232.t1
OG0005796						g233.t1
OG0005797						g236.t1
OG0005798						g237.t1
OG0005799						g240.t1
OG0005800						g248.t1
OG0005801						g260.t1
OG0005802						g264.t1
OG0005803						g270.t1
OG0005804						g272.t1
OG0005805						g274.t1
OG0005806						g280.t1
OG0005807						g281.t1
OG0005808						g284.t1
OG0005809						g287.t1
OG0005810						g294.t1
OG0005811						g295.t1
OG0005812						g296.t1
OG0005813						g298.t1
OG0005814						g299.t1
OG0005815						g305.t1
OG0005816						g308.t1
OG0005817						g309.t1
OG0005818						g318.t1
OG0005819						g328.t1
OG0005820						g329.t1
OG0005821						g332.t1
OG0005822						g342.t1
OG0005823						g345.t1
OG0005824						g347.t1
OG0005825						g348.t1
OG0005826						g352.t1
OG0005827						g357.t1
OG0005828						g358.t1
OG0005829						g359.t1
OG0005830						g363.t1
OG0005831						g380.t1
OG0005832						g382.t1
OG0005833						g394.t1
OG0005834						g413.t1
OG0005835						g437.t1
OG0005836						g440.t1
OG0005837						g446.t1
OG0005838						g447.t1
OG0005839						g457.t1
OG0005840						g459.t1
OG0005841						g462.t1
OG0005842						g463.t1
OG0005843						g465.t1
OG0005844						g475.t1
OG0005845						g478.t1
OG0005846						g494.t1
OG0005847						g495.t1
OG0005848						g496.t1
OG0005849						g503.t1
OG0005850						g504.t1
OG0005851						g506.t1
OG0005852						g515.t1
OG0005853						g516.t1
OG0005854						g520.t1
OG0005855						g524.t1
OG0005856						g525.t1
OG0005857						g531.t1
OG0005858						g540.t1
OG0005859						g556.t1
OG0005860						g575.t1
OG0005861						g585.t1
OG0005862						g586.t1
OG0005863						g590.t1
OG0005864						g605.t1
OG0005865						g611.t1
OG0005866						g617.t1
OG0005867						g618.t1
OG0005868						g630.t1
OG0005869						g639.t1
OG0005870						g641.t1
OG0005871						g646.t1
OG0005872						g648.t1
OG0005873						g650.t1
OG0005874						g658.t1
OG0005875						g665.t1
OG0005876						g666.t1
OG0005877						g671.t1
OG0005878						g683.t1
OG0005879						g684.t1
OG0005880						g687.t1
OG0005881						g688.t1
OG0005882						g695.t1
OG0005883						g708.t1
OG0005884						g712.t1
OG0005885						g713.t1
OG0005886						g715.t1
OG0005887						g721.t1
OG0005888						g726.t1
OG0005889						g744.t1
OG0005890						g745.t1
OG0005891						g749.t1
OG0005892						g753.t1
OG0005893						g754.t1
OG0005894						g763.t1
OG0005895						g769.t1
OG0005896						g774.t1
OG0005897						g776.t1
OG0005898						g782.t1
OG0005899						g788.t1
OG0005900						g800.t1
OG0005901						g805.t1
OG0005902						g806.t1
OG0005903						g807.t1
OG0005904						g809.t1
OG0005905						g814.t1
OG0005906						g818.t1
OG0005907						g820.t1
OG0005908						g821.t1
OG0005909						g824.t1
OG0005910						g826.t1
OG0005911						g827.t1
OG0005912						g828.t1
OG0005913						g830.t1
OG0005914						g831.t1
OG0005915						g832.t1
OG0005916						g833.t1
OG0005917						g834.t1
OG0005918						g835.t1
OG0005919						g837.t1
OG0005920						g839.t1
OG0005921						g840.t1
OG0005922						g845.t1
OG0005923						g852.t1
OG0005924						g868.t1
OG0005925						g871.t1
OG0005926						g875.t1
OG0005927						g876.t1
OG0005928						g877.t1
OG0005929						g922.t1
OG0005930						g923.t1
OG0005931						g925.t1
OG0005932						g926.t1
OG0005933						g927.t1
OG0005934						g928.t1
OG0005935						g929.t1
OG0005936						g939.t1
OG0005937						g945.t1
OG0005938						g954.t1
OG0005939						g982.t1
OG0005940						g984.t1
OG0005941						g988.t1
OG0005942						g994.t1
OG0005943						g997.t1
OG0005944						g998.t1
OG0005945						g1000.t1
OG0005946						g1003.t1
OG0005947						g1004.t1
OG0005948						g1005.t1
OG0005949						g1007.t1
OG0005950						g1009.t1
OG0005951						g1015.t1
OG0005952						g1016.t1
OG0005953						g1017.t1
OG0005954						g1033.t1
OG0005955						g1035.t1
OG0005956						g1039.t1
OG0005957						g1040.t1
OG0005958						g1042.t1
OG0005959						g1047.t1
OG0005960						g1049.t1
OG0005961						g1051.t1
OG0005962						g1056.t1
OG0005963						g1058.t1
OG0005964						g1059.t1
OG0005965						g1060.t1
OG0005966						g1061.t1
OG0005967						g1062.t1
OG0005968						g1063.t1
OG0005969						g1064.t1
OG0005970						g1065.t1
OG0005971						g1069.t1
OG0005972						g1073.t1
OG0005973						g1079.t1
OG0005974						g1080.t1
OG0005975						g1083.t1
OG0005976						g1090.t1
OG0005977						g1091.t1
OG0005978						g1092.t1
OG0005979						g1107.t1
OG0005980						g1125.t1
OG0005981						g1126.t1
OG0005982						g1127.t1
OG0005983						g1129.t1
OG0005984						g1141.t1
OG0005985						g1145.t1
OG0005986						g1146.t1
OG0005987						g1157.t1
OG0005988						g1160.t1
OG0005989						g1161.t1
OG0005990						g1162.t1
OG0005991						g1163.t1
OG0005992						g1164.t1
OG0005993						g1167.t1
OG0005994						g1169.t1
OG0005995						g1171.t1
OG0005996						g1172.t1
OG0005997						g1173.t1
OG0005998						g1175.t1
OG0005999						g1179.t1
OG0006000						g1180.t1
OG0006001						g1182.t1
OG0006002						g1183.t1
OG0006003						g1187.t1
OG0006004						g1188.t1
OG0006005						g1193.t1
OG0006006						g1207.t1
OG0006007						g1216.t1
OG0006008						g1219.t1
OG0006009						g1220.t1
OG0006010						g1221.t1
OG0006011						g1224.t1
OG0006012						g1226.t1
OG0006013						g1228.t1
OG0006014						g1230.t1
OG0006015						g1231.t1
OG0006016						g1232.t1
OG0006017						g1234.t1
OG0006018						g1235.t1
OG0006019						g1250.t1
OG0006020						g1262.t1
OG0006021						g1269.t1
OG0006022						g1271.t1
OG0006023						g1286.t1
OG0006024						g1290.t1
OG0006025						g1293.t1
OG0006026						g1295.t1
OG0006027						g1298.t1
OG0006028						g1299.t1
OG0006029						g1301.t1
OG0006030						g1302.t1
OG0006031						g1303.t1
OG0006032						g1305.t1
OG0006033						g1306.t1
OG0006034						g1308.t1
OG0006035						g1309.t1
OG0006036						g1311.t1
OG0006037						g1312.t1
OG0006038						g1313.t1
OG0006039						g1316.t1
OG0006040						g1317.t1
OG0006041						g1328.t1
OG0006042						g1338.t1
OG0006043						g1356.t1
OG0006044						g1361.t1
OG0006045						g1365.t1
OG0006046						g1377.t1
OG0006047						g1378.t1
OG0006048						g1379.t1
OG0006049						g1395.t1
OG0006050						g1397.t1
OG0006051						g1401.t1
OG0006052						g1402.t1
OG0006053						g1404.t1
OG0006054						g1413.t1
OG0006055						g1421.t1
OG0006056						g1422.t1
OG0006057						g1425.t1
OG0006058						g1433.t1
OG0006059						g1437.t1
OG0006060						g1439.t1
OG0006061						g1443.t1
OG0006062						g1444.t1
OG0006063						g1445.t1
OG0006064						g1447.t1
OG0006065						g1449.t1
OG0006066						g1451.t1
OG0006067						g1456.t1
OG0006068						g1457.t1
OG0006069						g1459.t1
OG0006070						g1460.t1
OG0006071						g1467.t1
OG0006072						g1479.t1
OG0006073						g1482.t1
OG0006074						g1487.t1
OG0006075						g1488.t1
OG0006076						g1489.t1
OG0006077						g1490.t1
OG0006078						g1491.t1
OG0006079						g1495.t1
OG0006080						g1499.t1
OG0006081						g1501.t1
OG0006082						g1502.t1
OG0006083						g1507.t1
OG0006084						g1509.t1
OG0006085						g1511.t1
OG0006086						g1513.t1
OG0006087						g1523.t1
OG0006088						g1528.t1
OG0006089						g1529.t1
OG0006090						g1538.t1
OG0006091						g1539.t1
OG0006092						g1540.t1
OG0006093						g1551.t1
OG0006094						g1555.t1
OG0006095						g1556.t1
OG0006096						g1558.t1
OG0006097						g1559.t1
OG0006098						g1565.t1
OG0006099						g1567.t1
OG0006100						g1571.t1
OG0006101						g1572.t1
OG0006102						g1574.t1
OG0006103						g1575.t1
OG0006104						g1576.t1
OG0006105						g1577.t1
OG0006106						g1584.t1
OG0006107						g1585.t1
OG0006108						g1587.t1
OG0006109						g1590.t1
OG0006110						g1592.t1
OG0006111						g1595.t1
OG0006112						g1596.t1
OG0006113						g1597.t1
OG0006114						g1600.t1
OG0006115						g1603.t1
OG0006116						g1616.t1
OG0006117						g1620.t1
OG0006118						g1623.t1
OG0006119						g1625.t1
OG0006120						g1626.t1
OG0006121						g1627.t1
OG0006122						g1636.t1
OG0006123						g1652.t1
OG0006124						g1653.t1
OG0006125						g1657.t1
OG0006126						g1665.t1
OG0006127						g1668.t1
OG0006128						g1677.t1
OG0006129						g1688.t1
OG0006130						g1692.t1
OG0006131						g1693.t1
OG0006132						g1702.t1
OG0006133						g1706.t1
OG0006134						g1715.t1
OG0006135						g1720.t1
OG0006136						g1721.t1
OG0006137						g1722.t1
OG0006138						g1729.t1
OG0006139						g1732.t1
OG0006140						g1733.t1
OG0006141						g1735.t1
OG0006142						g1736.t1
OG0006143						g1737.t1
OG0006144						g1739.t1
OG0006145						g1740.t1
OG0006146						g1743.t1
OG0006147						g1744.t1
OG0006148						g1745.t1
OG0006149						g1748.t1
OG0006150						g1752.t1
OG0006151						g1753.t1
OG0006152						g1754.t1
OG0006153						g1755.t1
OG0006154						g1760.t1
OG0006155						g1768.t1
OG0006156						g1775.t1
OG0006157						g1776.t1
OG0006158						g1779.t1
OG0006159						g1783.t1
OG0006160						g1786.t1
OG0006161						g1787.t1
OG0006162						g1790.t1
OG0006163						g1791.t1
OG0006164						g1803.t1
OG0006165						g1804.t1
OG0006166						g1810.t1
OG0006167						g1811.t1
OG0006168						g1813.t1
OG0006169						g1816.t1
OG0006170						g1817.t1
OG0006171						g1821.t1
OG0006172						g1827.t1
OG0006173						g1829.t1
OG0006174						g1833.t1
OG0006175						g1835.t1
OG0006176						g1853.t1
OG0006177						g1854.t1
OG0006178						g1855.t1
OG0006179						g1857.t1
OG0006180						g1860.t1
OG0006181						g1861.t1
OG0006182						g1862.t1
OG0006183						g1863.t1
OG0006184						g1864.t1
OG0006185						g1867.t1
OG0006186						g1868.t1
OG0006187						g1870.t1
OG0006188						g1873.t1
OG0006189						g1875.t1
OG0006190						g1878.t1
OG0006191						g1885.t1
OG0006192						g1886.t1
OG0006193						g1887.t1
OG0006194						g1889.t1
OG0006195						g1904.t1
OG0006196						g1906.t1
OG0006197						g1911.t1
OG0006198						g1912.t1
OG0006199						g1922.t1
OG0006200						g1923.t1
OG0006201						g1924.t1
OG0006202						g1925.t1
OG0006203						g1927.t1
OG0006204						g1930.t1
OG0006205						g1946.t1
OG0006206						g1947.t1
OG0006207						g1951.t1
OG0006208						g1952.t1
OG0006209						g1960.t1
OG0006210						g1962.t1
OG0006211						g1963.t1
OG0006212						g1968.t1
OG0006213						g1973.t1
OG0006214						g1991.t1
OG0006215						g1993.t1
OG0006216						g1994.t1
OG0006217						g1995.t1
OG0006218						g1997.t1
OG0006219						g1999.t1
OG0006220						g2005.t1
OG0006221						g2006.t1
OG0006222						g2007.t1
OG0006223						g2010.t1
OG0006224						g2011.t1
OG0006225						g2020.t1
OG0006226						g2023.t1
OG0006227						g2024.t1
OG0006228						g2026.t1
OG0006229						g2043.t1
OG0006230						g2050.t1
OG0006231						g2053.t1
OG0006232						g2065.t1
OG0006233						g2066.t1
OG0006234						g2076.t1
OG0006235						g2081.t1
OG0006236						g2083.t1
OG0006237						g2086.t1
OG0006238						g2087.t1
OG0006239						g2089.t1
OG0006240						g2091.t1
OG0006241						g2092.t1
OG0006242						g2112.t1
OG0006243						g2131.t1
OG0006244						g2132.t1
OG0006245						g2134.t1
OG0006246						g2138.t1
OG0006247						g2139.t1
OG0006248						g2141.t1
OG0006249						g2157.t1
OG0006250						g2159.t1
OG0006251						g2175.t1
OG0006252						g2177.t1
OG0006253						g2178.t1
OG0006254						g2179.t1
OG0006255						g2182.t1
OG0006256						g2184.t1
OG0006257						g2191.t1
OG0006258						g2200.t1
OG0006259						g2201.t1
OG0006260						g2214.t1
OG0006261						g2216.t1
OG0006262						g2218.t1
OG0006263						g2219.t1
OG0006264						g2222.t1
OG0006265						g2223.t1
OG0006266						g2225.t1
OG0006267						g2228.t1
OG0006268						g2232.t1
OG0006269						g2236.t1
OG0006270						g2237.t1
OG0006271						g2239.t1
OG0006272						g2241.t1
OG0006273						g2245.t1
OG0006274						g2248.t1
OG0006275						g2250.t1
OG0006276						g2256.t1
OG0006277						g2275.t1
OG0006278						g2283.t1
OG0006279						g2284.t1
OG0006280						g2288.t1
OG0006281						g2289.t1
OG0006282						g2295.t1
OG0006283						g2298.t1
OG0006284						g2303.t1
OG0006285						g2304.t1
OG0006286						g2310.t1
OG0006287						g2318.t1
OG0006288						g2319.t1
OG0006289						g2322.t1
OG0006290						g2338.t1
OG0006291						g2339.t1
OG0006292						g2348.t1
OG0006293						g2362.t1
OG0006294						g2364.t1
OG0006295						g2365.t1
OG0006296						g2378.t1
OG0006297						g2379.t1
OG0006298						g2380.t1
