Orthogroup	Mycobacterium_tuberculosis	Salmonella_enterica
OG0000893	g1331.t1	g2884.t1
OG0000894	g1340.t1, g1886.t1	
OG0000895	g1370.t1, g1641.t1	
OG0000896	g1371.t1	g488.t1
OG0000897	g1374.t1	g65.t1
OG0000898	g1379.t1	g3498.t1
OG0000899	g1381.t1	g3488.t1
OG0000900	g1382.t1	g2871.t1
OG0000901	g1385.t1	g1010.t1
OG0000902	g1387.t1, g2512.t1	
OG0000903	g1388.t1, g2511.t1	
OG0000904	g1392.t1	g3824.t1
OG0000905	g1393.t1, g1395.t1	
OG0000906	g1394.t1	g1415.t1
OG0000907	g1398.t1	g3247.t1
OG0000908	g1399.t1	g384.t1
OG0000909	g1402.t1	g1323.t1
OG0000910	g1406.t1	g385.t1
OG0000911	g1407.t1, g2953.t1	
OG0000912	g1410.t1	g1819.t1
OG0000913	g1411.t1	g3097.t1
OG0000914	g1412.t1	g736.t1
OG0000915	g1425.t1	g1197.t1
OG0000916	g1426.t1	g2853.t1
OG0000917	g1427.t1	g3810.t1
OG0000918	g1435.t1	g635.t1
OG0000919	g1437.t1	g1765.t1
OG0000920	g1441.t1	g407.t1
OG0000921	g1444.t1	g3950.t1
OG0000922	g1449.t1, g2146.t1	
OG0000923	g1451.t1	g1272.t1
OG0000924	g1452.t1	g1274.t1
OG0000925	g1453.t1	g1273.t1
OG0000926	g1454.t1	g1275.t1
OG0000927	g1455.t1	g2372.t1
OG0000928	g1461.t1	g2472.t1
OG0000929	g1466.t1	g1599.t1
OG0000930	g1471.t1, g3116.t1	
OG0000931	g1474.t1	g1114.t1
OG0000932	g1475.t1	g1586.t1
OG0000933	g1476.t1	g455.t1
OG0000934	g1496.t1	g3670.t1
OG0000935	g1503.t1	g1970.t1
OG0000936	g1504.t1	g1969.t1
OG0000937	g1505.t1, g2903.t1	
OG0000938	g1508.t1, g1511.t1	
OG0000939	g1509.t1, g3430.t1	
OG0000940	g1515.t1, g1517.t1	
OG0000941	g1526.t1	g44.t1
OG0000942	g1529.t1	g45.t1
OG0000943	g1530.t1	g2482.t1
OG0000944	g1531.t1	g1154.t1
OG0000945	g1532.t1, g2437.t1	
OG0000946	g1534.t1, g2474.t1	
OG0000947	g1542.t1	g4040.t1
OG0000948	g1543.t1	g4039.t1
OG0000949	g1544.t1	g4038.t1
OG0000950	g1552.t1	g1455.t1
OG0000951	g1553.t1	g1454.t1
OG0000952	g1554.t1	g1453.t1
OG0000953	g1558.t1	g729.t1
OG0000954	g1563.t1, g2613.t1	
OG0000955	g1564.t1, g2614.t1	
OG0000956	g1565.t1, g2615.t1	
OG0000957	g1574.t1	g730.t1
OG0000958	g1578.t1	g692.t1
OG0000959	g1579.t1	g2464.t1
OG0000960	g1580.t1	g141.t1
OG0000961	g1583.t1	g1936.t1
OG0000962	g1584.t1	g1937.t1
OG0000963	g1585.t1	g1938.t1
OG0000964	g1587.t1	g1940.t1
OG0000965	g1589.t1	g1941.t1
OG0000966	g1590.t1	g1942.t1
OG0000967	g1591.t1	g1654.t1
OG0000968	g1593.t1	g1610.t1
OG0000969	g1595.t1	g1612.t1
OG0000970	g1596.t1	g1613.t1
OG0000971	g1597.t1	g1614.t1
OG0000972	g1598.t1	g2788.t1
OG0000973	g1601.t1	g1280.t1
OG0000974	g1605.t1	g892.t1
OG0000975	g1614.t1	g914.t1
OG0000976	g1615.t1	g136.t1
OG0000977	g1617.t1	g734.t1
OG0000978	g1619.t1	g1527.t1
OG0000979	g1622.t1	g3959.t1
OG0000980	g1623.t1, g2698.t1	
OG0000981	g1626.t1	g1238.t1
OG0000982	g1627.t1	g1239.t1
OG0000983	g1628.t1	g1240.t1
OG0000984	g1629.t1	g3501.t1
OG0000985	g1633.t1, g3387.t1	
OG0000986	g1634.t1	g1241.t1
OG0000987	g1635.t1	g1242.t1
OG0000988	g1637.t1	g3850.t1
OG0000989	g1639.t1	g3851.t1
OG0000990	g1642.t1	g3134.t1
OG0000991	g1643.t1	g3064.t1
OG0000992	g1644.t1	g3852.t1
OG0000993	g1672.t1	g1345.t1
OG0000994	g1675.t1	g632.t1
OG0000995	g1678.t1	g2500.t1
OG0000996	g1682.t1	g2743.t1
OG0000997	g1684.t1	g2828.t1
OG0000998	g1690.t1	g1664.t1
OG0000999	g1694.t1	g1607.t1
OG0001000	g1695.t1	g913.t1
OG0001001	g1696.t1	g2349.t1
OG0001002	g1721.t1, g2596.t1	
OG0001003	g1727.t1	g2823.t1
OG0001004	g1729.t1, g3316.t1	
OG0001005	g1746.t1, g1990.t1	
OG0001006	g1748.t1	g2603.t1
OG0001007	g1761.t1	g3277.t1
OG0001008	g1790.t1	g3521.t1
OG0001009	g1806.t1	g2838.t1
OG0001010	g1812.t1	g2837.t1
OG0001011	g1817.t1	g3892.t1
OG0001012	g1823.t1	g137.t1
OG0001013	g1824.t1	g1945.t1
OG0001014	g1842.t1	g1462.t1
OG0001015	g1844.t1	g3786.t1
OG0001016	g1856.t1	g3209.t1
OG0001017	g1863.t1, g2729.t1	
OG0001018	g1865.t1	g1176.t1
OG0001019	g1876.t1	g573.t1
OG0001020	g1877.t1	g3756.t1
OG0001021	g1879.t1	g1067.t1
OG0001022	g1888.t1	g3836.t1
OG0001023	g1890.t1, g1891.t1	
OG0001024	g1908.t1	g2803.t1
OG0001025	g1911.t1	g1569.t1
OG0001026	g1916.t1, g3213.t1	
OG0001027	g1928.t1, g2048.t1	
OG0001028	g1935.t1	g2745.t1
OG0001029	g1955.t1, g2986.t1	
OG0001030	g1961.t1	g2848.t1
OG0001031	g1965.t1, g3140.t1	
OG0001032	g1966.t1, g3139.t1	
OG0001033	g1967.t1, g2752.t1	
OG0001034	g1992.t1, g2481.t1	
OG0001035	g1993.t1, g2278.t1	
OG0001036	g1997.t1, g3133.t1	
OG0001037	g2000.t1	g3791.t1
OG0001038	g2013.t1	g3316.t1
OG0001039	g2015.t1	g3318.t1
OG0001040	g2018.t1	g1200.t1
OG0001041	g2029.t1	g3702.t1
OG0001042	g2036.t1	g1897.t1
OG0001043	g2037.t1	g1891.t1
OG0001044	g2041.t1	g1890.t1
OG0001045	g2042.t1	g1893.t1
OG0001046	g2043.t1	g1895.t1
OG0001047	g2063.t1	g3710.t1
OG0001048	g2064.t1	g3708.t1
OG0001049	g2066.t1	g379.t1
OG0001050	g2067.t1, g2082.t1	
OG0001051	g2080.t1	g3821.t1
OG0001052	g2086.t1, g2344.t1	
OG0001053	g2091.t1	g1935.t1
OG0001054	g2094.t1	g3897.t1
OG0001055	g2095.t1, g2671.t1	
OG0001056	g2106.t1	g2982.t1
OG0001057	g2110.t1	g987.t1
OG0001058	g2111.t1	g728.t1
OG0001059	g2116.t1, g2878.t1	
OG0001060	g2119.t1	g2881.t1
OG0001061	g2120.t1	g2481.t1
OG0001062	g2121.t1	g129.t1
OG0001063	g2123.t1	g125.t1
OG0001064	g2124.t1	g124.t1
OG0001065	g2126.t1	g122.t1
OG0001066	g2127.t1	g121.t1
OG0001067	g2128.t1	g120.t1
OG0001068	g2129.t1	g119.t1
OG0001069	g2136.t1	g116.t1
OG0001070	g2137.t1	g115.t1
OG0001071	g2149.t1, g2393.t1	
OG0001072	g2165.t1	g409.t1
OG0001073	g2174.t1	g631.t1
OG0001074	g2180.t1	g1880.t1
OG0001075	g2181.t1	g1881.t1
OG0001076	g2183.t1	g3650.t1
OG0001077	g2184.t1	g2839.t1
OG0001078	g2186.t1	g2366.t1
OG0001079	g2189.t1	g2193.t1
OG0001080	g2190.t1	g593.t1
OG0001081	g2191.t1	g591.t1
OG0001082	g2194.t1	g3736.t1
OG0001083	g2195.t1	g2978.t1
OG0001084	g2196.t1, g2810.t1	
OG0001085	g2199.t1	g177.t1
OG0001086	g2205.t1	g602.t1
OG0001087	g2206.t1	g3246.t1
OG0001088	g2209.t1	g1898.t1
OG0001089	g2214.t1	g148.t1
OG0001090	g2216.t1	g1113.t1
OG0001091	g2226.t1	g1998.t1
OG0001092	g2240.t1, g3479.t1	
OG0001093	g2243.t1	g3563.t1
OG0001094	g2256.t1, g2433.t1	
OG0001095	g2257.t1	g3972.t1
OG0001096	g2258.t1	g3794.t1
OG0001097	g2260.t1	g2363.t1
OG0001098	g2267.t1	g1195.t1
OG0001099	g2268.t1	g453.t1
OG0001100	g2272.t1, g3458.t1	
OG0001101	g2276.t1	g2377.t1
OG0001102	g2279.t1	g2549.t1
OG0001103	g2285.t1	g3141.t1
OG0001104	g2290.t1, g3212.t1	
OG0001105	g2294.t1	g934.t1
OG0001106	g2301.t1	g1461.t1
OG0001107	g2303.t1	g2266.t1
OG0001108	g2304.t1	g3458.t1
OG0001109	g2307.t1	g2776.t1
OG0001110	g2312.t1	g2987.t1
OG0001111	g2313.t1	g203.t1
OG0001112	g2328.t1	g644.t1
OG0001113	g2330.t1	g216.t1
OG0001114	g2335.t1	g625.t1
OG0001115	g2336.t1	g626.t1
OG0001116	g2337.t1	g627.t1
OG0001117	g2340.t1	g2875.t1
OG0001118	g2345.t1	g545.t1
OG0001119	g2352.t1	g554.t1
OG0001120	g2357.t1	g2885.t1
OG0001121	g2361.t1	g2736.t1
OG0001122	g2363.t1	g3313.t1
OG0001123	g2367.t1	g2277.t1
OG0001124	g2368.t1	g2278.t1
OG0001125	g2369.t1	g2279.t1
OG0001126	g2374.t1	g2412.t1
OG0001127	g2377.t1	g1032.t1
OG0001128	g2381.t1	g42.t1
OG0001129	g2384.t1	g421.t1
OG0001130	g2389.t1	g600.t1
OG0001131	g2390.t1	g603.t1
OG0001132	g2396.t1	g302.t1
OG0001133	g2397.t1	g371.t1
OG0001134	g2408.t1	g301.t1
OG0001135	g2409.t1	g3074.t1
OG0001136	g2410.t1	g3077.t1
OG0001137	g2411.t1	g3078.t1
OG0001138	g2414.t1	g2356.t1
OG0001139	g2416.t1	g2208.t1
OG0001140	g2417.t1	g4110.t1
OG0001141	g2418.t1, g2902.t1	
OG0001142	g2424.t1	g417.t1
OG0001143	g2428.t1	g416.t1
OG0001144	g2429.t1	g415.t1
OG0001145	g2431.t1	g670.t1
OG0001146	g2434.t1	g986.t1
OG0001147	g2442.t1	g4116.t1
OG0001148	g2463.t1	g2899.t1
OG0001149	g2464.t1	g2898.t1
OG0001150	g2468.t1	g1261.t1
OG0001151	g2469.t1, g3501.t1	
OG0001152	g2476.t1	g4047.t1
OG0001153	g2486.t1	g2325.t1
OG0001154	g2488.t1	g2406.t1
OG0001155	g2497.t1	g386.t1
OG0001156	g2498.t1	g4032.t1
OG0001157	g2502.t1	g3250.t1
OG0001158	g2503.t1	g3251.t1
OG0001159	g2504.t1	g2226.t1
OG0001160	g2517.t1	g1118.t1
OG0001161	g2518.t1	g2878.t1
OG0001162	g2519.t1	g2621.t1
OG0001163	g2521.t1, g2522.t1	
OG0001164	g2523.t1	g897.t1
OG0001165	g2528.t1, g3199.t1	
OG0001166	g2535.t1	g1780.t1
OG0001167	g2538.t1	g2320.t1
OG0001168	g2543.t1	g2352.t1
OG0001169	g2544.t1	g930.t1
OG0001170	g2546.t1	g3500.t1
OG0001171	g2547.t1	g449.t1
OG0001172	g2549.t1	g377.t1
OG0001173	g2550.t1	g376.t1
OG0001174	g2552.t1	g2591.t1
OG0001175	g2555.t1	g1773.t1
OG0001176	g2556.t1	g1774.t1
OG0001177	g2557.t1	g1777.t1
OG0001178	g2564.t1	g161.t1
OG0001179	g2567.t1	g1778.t1
OG0001180	g2569.t1	g432.t1
OG0001181	g2571.t1	g1344.t1
OG0001182	g2578.t1	g1237.t1
OG0001183	g2582.t1, g2585.t1	
OG0001184	g2595.t1	g3282.t1
OG0001185	g2603.t1	g2595.t1
OG0001186	g2628.t1	g3120.t1
OG0001187	g2632.t1	g1198.t1
OG0001188	g2636.t1	g3880.t1
OG0001189	g2639.t1	g1700.t1
OG0001190	g2649.t1	g3176.t1
OG0001191	g2655.t1	g3489.t1
OG0001192	g2659.t1	g2376.t1
OG0001193	g2662.t1	g1442.t1
OG0001194	g2670.t1	g3854.t1
OG0001195	g2675.t1	g383.t1
OG0001196	g2677.t1	g3943.t1
OG0001197	g2679.t1	g3000.t1
OG0001198	g2681.t1	g4056.t1
OG0001199	g2682.t1	g3684.t1
OG0001200	g2683.t1	g4054.t1
OG0001201	g2688.t1	g628.t1
OG0001202	g2691.t1	g2623.t1
OG0001203	g2699.t1	g836.t1
OG0001204	g2701.t1	g2779.t1
OG0001205	g2702.t1	g895.t1
OG0001206	g2716.t1	g84.t1
OG0001207	g2717.t1	g2787.t1
OG0001208	g2723.t1	g1041.t1
OG0001209	g2725.t1	g62.t1
OG0001210	g2730.t1	g427.t1
OG0001211	g2733.t1	g2782.t1
OG0001212	g2734.t1	g3057.t1
OG0001213	g2736.t1	g3058.t1
OG0001214	g2737.t1	g43.t1
OG0001215	g2744.t1	g3059.t1
OG0001216	g2745.t1	g542.t1
OG0001217	g2774.t1, g2777.t1	
OG0001218	g2783.t1	g3317.t1
OG0001219	g2785.t1	g3944.t1
OG0001220	g2787.t1	g3060.t1
OG0001221	g2788.t1	g3061.t1
OG0001222	g2789.t1	g3062.t1
OG0001223	g2790.t1	g3063.t1
OG0001224	g2795.t1	g3242.t1
OG0001225	g2796.t1	g1899.t1
OG0001226	g2797.t1	g1606.t1
OG0001227	g2799.t1	g2156.t1
OG0001228	g2803.t1	g3358.t1
OG0001229	g2804.t1	g2582.t1
OG0001230	g2806.t1	g2649.t1
OG0001231	g2811.t1	g210.t1
OG0001232	g2817.t1	g2353.t1
OG0001233	g2818.t1	g218.t1
OG0001234	g2819.t1	g215.t1
OG0001235	g2822.t1, g2825.t1	
OG0001236	g2829.t1	g2355.t1
OG0001237	g2831.t1	g217.t1
OG0001238	g2832.t1	g214.t1
OG0001239	g2833.t1	g213.t1
OG0001240	g2837.t1	g1340.t1
OG0001241	g2839.t1	g212.t1
OG0001242	g2840.t1	g211.t1
OG0001243	g2844.t1	g2990.t1
OG0001244	g2845.t1	g3172.t1
OG0001245	g2846.t1	g3647.t1
OG0001246	g2847.t1	g3040.t1
OG0001247	g2848.t1	g3767.t1
OG0001248	g2851.t1	g225.t1
OG0001249	g2852.t1	g2411.t1
OG0001250	g2853.t1	g2491.t1
OG0001251	g2855.t1	g2492.t1
OG0001252	g2856.t1	g2493.t1
OG0001253	g2858.t1	g2494.t1
OG0001254	g2865.t1	g2495.t1
OG0001255	g2867.t1	g209.t1
OG0001256	g2868.t1	g2391.t1
OG0001257	g2869.t1	g431.t1
OG0001258	g2870.t1	g3332.t1
OG0001259	g2872.t1	g1011.t1
OG0001260	g2874.t1	g3484.t1
OG0001261	g2876.t1	g2410.t1
OG0001262	g2887.t1, g2888.t1	
OG0001263	g2893.t1, g3381.t1	
OG0001264	g2905.t1	g1972.t1
OG0001265	g2906.t1, g3383.t1	
OG0001266	g2912.t1	g1642.t1
OG0001267	g2914.t1	g3483.t1
OG0001268	g2915.t1	g3333.t1
OG0001269	g2920.t1	g2942.t1
OG0001270	g2922.t1	g3502.t1
OG0001271	g2925.t1	g2470.t1
OG0001272	g2931.t1	g3459.t1
OG0001273	g2933.t1	g2335.t1
OG0001274	g2936.t1	g107.t1
OG0001275	g2937.t1	g108.t1
OG0001276	g2942.t1	g1695.t1
OG0001277	g2943.t1	g109.t1
OG0001278	g2948.t1	g469.t1
OG0001279	g2950.t1	g3656.t1
OG0001280	g2951.t1	g113.t1
OG0001281	g2952.t1	g112.t1
OG0001282	g2959.t1	g3792.t1
OG0001283	g2973.t1	g1152.t1
OG0001284	g2974.t1	g2373.t1
OG0001285	g2977.t1	g790.t1
OG0001286	g2978.t1	g789.t1
OG0001287	g2992.t1	g2055.t1
OG0001288	g2993.t1	g410.t1
OG0001289	g2998.t1	g2607.t1
OG0001290	g3001.t1	g2606.t1
OG0001291	g3002.t1	g2605.t1
OG0001292	g3003.t1	g2604.t1
OG0001293	g3016.t1	g803.t1
OG0001294	g3018.t1	g649.t1
OG0001295	g3023.t1	g1184.t1
OG0001296	g3043.t1	g1858.t1
OG0001297	g3046.t1	g4094.t1
OG0001298	g3052.t1	g2505.t1
OG0001299	g3053.t1	g3330.t1
OG0001300	g3054.t1	g3331.t1
OG0001301	g3064.t1	g740.t1
OG0001302	g3066.t1	g2397.t1
OG0001303	g3072.t1, g3281.t1	
OG0001304	g3098.t1	g2172.t1
OG0001305	g3099.t1	g2171.t1
OG0001306	g3101.t1	g2170.t1
OG0001307	g3102.t1	g2169.t1
OG0001308	g3103.t1	g2168.t1
OG0001309	g3104.t1	g2167.t1
OG0001310	g3105.t1	g2166.t1
OG0001311	g3107.t1	g2164.t1
OG0001312	g3108.t1	g2163.t1
OG0001313	g3109.t1	g2162.t1
OG0001314	g3110.t1	g2161.t1
OG0001315	g3111.t1	g2160.t1
OG0001316	g3114.t1, g3476.t1	
OG0001317	g3124.t1	g647.t1
OG0001318	g3154.t1	g3879.t1
OG0001319	g3160.t1	g434.t1
OG0001320	g3173.t1	g601.t1
OG0001321	g3175.t1	g2285.t1
OG0001322	g3183.t1	g2463.t1
OG0001323	g3186.t1	g983.t1
OG0001324	g3187.t1	g911.t1
OG0001325	g3188.t1	g4046.t1
OG0001326	g3210.t1	g2634.t1
OG0001327	g3214.t1	g1362.t1
OG0001328	g3216.t1	g1965.t1
OG0001329	g3225.t1	g1957.t1
OG0001330	g3234.t1	g499.t1
OG0001331	g3235.t1	g498.t1
OG0001332	g3238.t1	g3861.t1
OG0001333	g3249.t1	g894.t1
OG0001334	g3250.t1	g1516.t1
OG0001335	g3264.t1, g3265.t1	
OG0001336	g3266.t1	g2258.t1
OG0001337	g3268.t1	g2332.t1
OG0001338	g3273.t1	g1359.t1
OG0001339	g3275.t1	g2041.t1
OG0001340	g3278.t1	g675.t1
OG0001341	g3279.t1	g676.t1
OG0001342	g3283.t1	g739.t1
OG0001343	g3291.t1	g634.t1
OG0001344	g3293.t1	g3178.t1
OG0001345	g3294.t1	g3369.t1
OG0001346	g3295.t1	g3245.t1
OG0001347	g3304.t1, g3312.t1	
OG0001348	g3313.t1	g507.t1
OG0001349	g3317.t1	g2579.t1
OG0001350	g3321.t1	g3454.t1
OG0001351	g3331.t1	g3754.t1
OG0001352	g3337.t1	g47.t1
OG0001353	g3338.t1, g3354.t1	
OG0001354	g3339.t1, g3364.t1	
OG0001355	g3352.t1	g2340.t1
OG0001356	g3361.t1	g538.t1
OG0001357	g3374.t1	g4027.t1
OG0001358	g3375.t1	g2985.t1
OG0001359	g3377.t1	g1703.t1
OG0001360	g3378.t1	g4051.t1
OG0001361	g3386.t1	g4050.t1
OG0001362	g3389.t1	g3617.t1
OG0001363	g3390.t1, g3431.t1	
OG0001364	g3393.t1	g3067.t1
OG0001365	g3394.t1	g3118.t1
OG0001366	g3395.t1	g3119.t1
OG0001367	g3407.t1	g2211.t1
OG0001368	g3408.t1	g3180.t1
OG0001369	g3409.t1	g3181.t1
OG0001370	g3410.t1	g3182.t1
OG0001371	g3411.t1	g3184.t1
OG0001372	g3415.t1	g1955.t1
OG0001373	g3425.t1	g2477.t1
OG0001374	g3438.t1	g1806.t1
OG0001375	g3453.t1, g3494.t1	
OG0001376	g3463.t1, g3465.t1	
OG0001377	g3466.t1	g68.t1
OG0001378	g3475.t1	g67.t1
OG0001379	g3486.t1	g1028.t1
OG0001380	g3516.t1	g1478.t1
OG0001381	g3517.t1	g1021.t1
OG0001382	g3524.t1	g1471.t1
OG0001383	g3529.t1	g4063.t1
OG0001384	g3530.t1	g502.t1
OG0001385	g3531.t1	g2719.t1
OG0001386	g3532.t1	g2720.t1
OG0001387	g3538.t1	g166.t1
OG0001388	g3539.t1	g2891.t1
OG0001389	g3550.t1	g175.t1
OG0001390	g3551.t1	g176.t1
OG0001391	g3555.t1	g178.t1
OG0001392	g3556.t1	g2983.t1
OG0001393	g3557.t1	g3068.t1
OG0001394	g3558.t1	g2051.t1
OG0001395	g3559.t1	g3069.t1
OG0001396		g5.t1, g936.t1
OG0001397		g17.t1, g228.t1
OG0001398		g19.t1, g343.t1
OG0001399		g1037.t1, g27.t1
OG0001400		g1066.t1, g28.t1
OG0001401		g2259.t1, g33.t1
OG0001402		g36.t1, g3833.t1
OG0001403		g3221.t1, g46.t1
OG0001404		g56.t1, g582.t1
OG0001405		g57.t1, g581.t1
OG0001406		g58.t1, g580.t1
OG0001407		g579.t1, g59.t1
OG0001408		g578.t1, g60.t1
OG0001409		g2812.t1, g66.t1
OG0001410		g1260.t1, g71.t1
OG0001411		g1258.t1, g73.t1
OG0001412		g1257.t1, g74.t1
OG0001413		g1255.t1, g76.t1
OG0001414		g158.t1, g88.t1
OG0001415		g104.t1, g397.t1
OG0001416		g133.t1, g1708.t1
OG0001417		g139.t1, g2880.t1
OG0001418		g140.t1, g2786.t1
OG0001419		g142.t1, g869.t1
OG0001420		g147.t1, g3452.t1
OG0001421		g156.t1, g609.t1
OG0001422		g157.t1, g2707.t1
OG0001423		g165.t1, g297.t1
OG0001424		g174.t1, g285.t1
OG0001425		g179.t1, g2981.t1
OG0001426		g200.t1, g3496.t1
OG0001427		g221.t1, g223.t1
OG0001428		g222.t1, g995.t1
OG0001429		g241.t1, g476.t1
OG0001430		g242.t1, g478.t1
OG0001431		g243.t1, g477.t1
OG0001432		g1336.t1, g245.t1
OG0001433		g1801.t1, g269.t1
OG0001434		g277.t1, g278.t1
OG0001435		g2568.t1, g281.t1
OG0001436		g292.t1, g3052.t1
OG0001437		g2571.t1, g303.t1
OG0001438		g1907.t1, g304.t1
OG0001439		g320.t1, g4029.t1
OG0001440		g1441.t1, g373.t1
OG0001441		g3082.t1, g414.t1
OG0001442		g418.t1, g996.t1
OG0001443		g422.t1, g685.t1
OG0001444		g2276.t1, g426.t1
OG0001445		g3967.t1, g435.t1
OG0001446		g1357.t1, g439.t1
OG0001447		g1120.t1, g450.t1
OG0001448		g2705.t1, g484.t1
OG0001449		g3513.t1, g517.t1
OG0001450		g3402.t1, g528.t1
OG0001451		g3362.t1, g530.t1
OG0001452		g3956.t1, g537.t1
OG0001453		g2576.t1, g544.t1
OG0001454		g1781.t1, g555.t1
OG0001455		g2827.t1, g565.t1
OG0001456		g567.t1, g893.t1
OG0001457		g2943.t1, g576.t1
OG0001458		g613.t1, g615.t1
OG0001459		g614.t1, g616.t1
OG0001460		g2829.t1, g645.t1
OG0001461		g2937.t1, g686.t1
OG0001462		g2936.t1, g687.t1
OG0001463		g2862.t1, g723.t1
OG0001464		g1383.t1, g733.t1
OG0001465		g2542.t1, g759.t1
OG0001466		g3564.t1, g804.t1
OG0001467		g1141.t1, g810.t1
OG0001468		g1142.t1, g813.t1
OG0001469		g825.t1, g938.t1
OG0001470		g2444.t1, g829.t1
OG0001471		g841.t1, g953.t1
OG0001472		g848.t1, g961.t1
OG0001473		g850.t1, g963.t1
OG0001474		g851.t1, g964.t1
OG0001475		g2580.t1, g878.t1
OG0001476		g3518.t1, g886.t1
OG0001477		g2735.t1, g905.t1
OG0001478		g3241.t1, g907.t1
OG0001479		g3953.t1, g931.t1
OG0001480		g2458.t1, g940.t1
OG0001481		g2457.t1, g941.t1
OG0001482		g2455.t1, g943.t1
OG0001483		g2454.t1, g944.t1
OG0001484		g2453.t1, g946.t1
OG0001485		g2451.t1, g947.t1
OG0001486		g2450.t1, g948.t1
OG0001487		g2449.t1, g949.t1
OG0001488		g2447.t1, g951.t1
OG0001489		g2446.t1, g952.t1
OG0001490		g2416.t1, g979.t1
OG0001491		g1008.t1, g990.t1
OG0001492		g1729.t1, g992.t1
OG0001493		g1730.t1, g993.t1
OG0001494		g1050.t1, g3111.t1
OG0001495		g1052.t1, g3781.t1
OG0001496		g1070.t1, g1514.t1
OG0001497		g1071.t1, g3380.t1
OG0001498		g1072.t1, g3567.t1
OG0001499		g1077.t1, g1513.t1
OG0001500		g1101.t1, g3422.t1
OG0001501		g1106.t1, g3408.t1
OG0001502		g1131.t1, g1341.t1
OG0001503		g1136.t1, g1138.t1
OG0001504		g1178.t1, g1691.t1
OG0001505		g1181.t1, g1680.t1
OG0001506		g1206.t1, g1678.t1
OG0001507		g1215.t1, g3790.t1
OG0001508		g1223.t1, g4001.t1
OG0001509		g1247.t1, g2070.t1
OG0001510		g1248.t1, g3372.t1
OG0001511		g1271.t1, g2371.t1
OG0001512		g1278.t1, g1279.t1
OG0001513		g1281.t1, g1932.t1
OG0001514		g1283.t1, g3310.t1
OG0001515		g1304.t1, g2679.t1
OG0001516		g1310.t1, g2664.t1
OG0001517		g1322.t1, g1878.t1
OG0001518		g1329.t1, g3785.t1
OG0001519		g1346.t1, g2271.t1
OG0001520		g1350.t1, g1355.t1
OG0001521		g1353.t1, g1917.t1
OG0001522		g1385.t1, g2022.t1
OG0001523		g1387.t1, g2024.t1
OG0001524		g1407.t1, g3355.t1
OG0001525		g1410.t1, g2953.t1
OG0001526		g1416.t1, g1634.t1
OG0001527		g1426.t1, g1674.t1
OG0001528		g1427.t1, g1673.t1
OG0001529		g1430.t1, g1671.t1
OG0001530		g1463.t1, g3763.t1
OG0001531		g1492.t1, g2908.t1
OG0001532		g1497.t1, g3772.t1
OG0001533		g1547.t1, g2228.t1
OG0001534		g1549.t1, g3232.t1
OG0001535		g1588.t1, g4062.t1
OG0001536		g1604.t1, g2433.t1
OG0001537		g1637.t1, g2598.t1
OG0001538		g1679.t1, g3364.t1
OG0001539		g1690.t1, g2971.t1
OG0001540		g1701.t1, g2796.t1
OG0001541		g1738.t1, g2545.t1
OG0001542		g1742.t1, g1751.t1
OG0001543		g1763.t1, g3586.t1
OG0001544		g1769.t1, g4088.t1
OG0001545		g1805.t1, g3352.t1
OG0001546		g1809.t1, g1812.t1
OG0001547		g1814.t1, g3054.t1
OG0001548		g1830.t1, g2572.t1
OG0001549		g1834.t1, g3423.t1
OG0001550		g1837.t1, g3339.t1
OG0001551		g1850.t1, g2682.t1
OG0001552		g1852.t1, g4034.t1
OG0001553		g1871.t1, g2566.t1
OG0001554		g1876.t1, g3703.t1
OG0001555		g1901.t1, g3816.t1
OG0001556		g1903.t1, g2292.t1
OG0001557		g1905.t1, g1908.t1
OG0001558		g1913.t1, g2300.t1
OG0001559		g1919.t1, g2306.t1
OG0001560		g1920.t1, g2305.t1
OG0001561		g1946.t1, g1964.t1
OG0001562		g1948.t1, g1966.t1
OG0001563		g1976.t1, g3466.t1
OG0001564		g2001.t1, g3797.t1
OG0001565		g2014.t1, g2015.t1
OG0001566		g2039.t1, g3974.t1
OG0001567		g2040.t1, g3975.t1
OG0001568		g2058.t1, g2200.t1
OG0001569		g2099.t1, g3572.t1
OG0001570		g2100.t1, g3573.t1
OG0001571		g2101.t1, g3574.t1
OG0001572		g2102.t1, g3575.t1
OG0001573		g2103.t1, g3576.t1
OG0001574		g2104.t1, g3580.t1
OG0001575		g2140.t1, g2189.t1
OG0001576		g2199.t1, g2711.t1
OG0001577		g2251.t1, g2337.t1
OG0001578		g2252.t1, g2253.t1
OG0001579		g2302.t1, g2307.t1
OG0001580		g2311.t1, g2962.t1
OG0001581		g2344.t1, g2345.t1
OG0001582		g2381.t1, g2810.t1
OG0001583		g2479.t1, g3165.t1
OG0001584		g2506.t1, g3964.t1
OG0001585		g2509.t1, g3963.t1
OG0001586		g2510.t1, g3913.t1
OG0001587		g2511.t1, g3915.t1
OG0001588		g2512.t1, g3916.t1
OG0001589		g2514.t1, g3918.t1
OG0001590		g2515.t1, g3919.t1
OG0001591		g2516.t1, g2573.t1
OG0001592		g2520.t1, g3907.t1
OG0001593		g2521.t1, g3908.t1
OG0001594		g2522.t1, g3909.t1
OG0001595		g2523.t1, g3912.t1
OG0001596		g2541.t1, g3248.t1
OG0001597		g2557.t1, g2626.t1
OG0001598		g2558.t1, g2628.t1
OG0001599		g2559.t1, g2627.t1
