Orthogroup	Mycobacterium_leprae	Salmonella_enterica
OG0001044		g1223.t1, g4001.t1
OG0001045		g1248.t1, g3372.t1
OG0001046		g1271.t1, g2371.t1
OG0001047		g1276.t1, g2774.t1
OG0001048		g1278.t1, g1279.t1
OG0001049		g1283.t1, g3310.t1
OG0001050		g1304.t1, g2679.t1
OG0001051		g1310.t1, g2664.t1
OG0001052		g1322.t1, g1878.t1
OG0001053		g1346.t1, g2271.t1
OG0001054		g1350.t1, g1355.t1
OG0001055		g1387.t1, g2024.t1
OG0001056		g1407.t1, g3355.t1
OG0001057		g1410.t1, g2953.t1
OG0001058		g1416.t1, g1634.t1
OG0001059		g1427.t1, g1673.t1
OG0001060		g1430.t1, g1671.t1
OG0001061		g1463.t1, g3763.t1
OG0001062		g1465.t1, g3765.t1
OG0001063		g1475.t1, g1645.t1
OG0001064		g1476.t1, g1644.t1
OG0001065		g1485.t1, g3149.t1
OG0001066		g1520.t1, g2809.t1
OG0001067		g1547.t1, g2228.t1
OG0001068		g1556.t1, g1569.t1
OG0001069		g1588.t1, g4062.t1
OG0001070		g1604.t1, g2433.t1
OG0001071		g1637.t1, g2598.t1
OG0001072		g1679.t1, g3364.t1
OG0001073		g1690.t1, g2971.t1
OG0001074		g1731.t1, g3175.t1
OG0001075		g1738.t1, g2545.t1
OG0001076		g1742.t1, g1751.t1
OG0001077		g1763.t1, g3586.t1
OG0001078		g1769.t1, g4088.t1
OG0001079		g1805.t1, g3352.t1
OG0001080		g1809.t1, g1812.t1
OG0001081		g1814.t1, g3054.t1
OG0001082		g1830.t1, g2572.t1
OG0001083		g1837.t1, g3339.t1
OG0001084		g1850.t1, g2682.t1
OG0001085		g1871.t1, g2566.t1
OG0001086		g1876.t1, g3703.t1
OG0001087		g1884.t1, g2858.t1
OG0001088		g1901.t1, g3816.t1
OG0001089		g1903.t1, g2292.t1
OG0001090		g1905.t1, g1908.t1
OG0001091		g1913.t1, g2300.t1
OG0001092		g1915.t1, g2299.t1
OG0001093		g1919.t1, g2306.t1
OG0001094		g1920.t1, g2305.t1
OG0001095		g1944.t1, g3666.t1
OG0001096		g1946.t1, g1964.t1
OG0001097		g1948.t1, g1966.t1
OG0001098		g1974.t1, g3478.t1
OG0001099		g2001.t1, g3797.t1
OG0001100		g2014.t1, g2015.t1
OG0001101		g2039.t1, g3974.t1
OG0001102		g2040.t1, g3975.t1
OG0001103		g2099.t1, g3572.t1
OG0001104		g2100.t1, g3573.t1
OG0001105		g2101.t1, g3574.t1
OG0001106		g2102.t1, g3575.t1
OG0001107		g2103.t1, g3576.t1
OG0001108		g2104.t1, g3580.t1
OG0001109		g2166.t1, g2644.t1
OG0001110		g2171.t1, g2641.t1
OG0001111		g2199.t1, g2711.t1
OG0001112		g2252.t1, g2253.t1
OG0001113		g2311.t1, g2962.t1
OG0001114		g2344.t1, g2345.t1
OG0001115		g2374.t1, g4061.t1
OG0001116		g2381.t1, g2810.t1
OG0001117		g2479.t1, g3165.t1
OG0001118		g2506.t1, g3964.t1
OG0001119		g2509.t1, g3963.t1
OG0001120		g2510.t1, g3913.t1
OG0001121		g2511.t1, g3915.t1
OG0001122		g2512.t1, g3916.t1
OG0001123		g2514.t1, g3918.t1
OG0001124		g2515.t1, g3919.t1
OG0001125		g2516.t1, g2573.t1
OG0001126		g2520.t1, g3907.t1
OG0001127		g2521.t1, g3908.t1
OG0001128		g2522.t1, g3909.t1
OG0001129		g2523.t1, g3912.t1
OG0001130		g2541.t1, g3248.t1
OG0001131		g2557.t1, g2626.t1
OG0001132		g2558.t1, g2628.t1
OG0001133		g2559.t1, g2627.t1
OG0001134		g2660.t1, g2811.t1
OG0001135		g2712.t1, g3713.t1
OG0001136		g2725.t1, g2736.t1
OG0001137		g2750.t1, g2751.t1
OG0001138		g2764.t1, g3549.t1
OG0001139		g2819.t1, g4013.t1
OG0001140		g2835.t1, g3532.t1
OG0001141		g2939.t1, g3002.t1
OG0001142		g2954.t1, g3995.t1
OG0001143		g2964.t1, g4069.t1
OG0001144		g2970.t1, g3727.t1
OG0001145		g3028.t1, g3537.t1
OG0001146		g3033.t1, g3541.t1
OG0001147		g3219.t1, g4089.t1
OG0001148		g3278.t1, g3297.t1
OG0001149		g3283.t1, g3284.t1
OG0001150		g3319.t1, g3935.t1
OG0001151		g3326.t1, g3328.t1
OG0001152		g3344.t1, g3605.t1
OG0001153		g3404.t1, g3890.t1
OG0001154		g3413.t1, g4015.t1
OG0001155		g3435.t1, g4081.t1
OG0001156		g3442.t1, g3525.t1
OG0001157		g3476.t1, g3477.t1
OG0001158		g3607.t1, g3971.t1
OG0001159		g3768.t1, g3769.t1
