Orthogroup	Mycobacterium_leprae	Salmonella_enterica
OG0003296		g3092.t1
OG0003297		g3094.t1
OG0003298		g3099.t1
OG0003299		g3101.t1
OG0003300		g3103.t1
OG0003301		g3106.t1
OG0003302		g3107.t1
OG0003303		g3108.t1
OG0003304		g3115.t1
OG0003305		g3117.t1
OG0003306		g3121.t1
OG0003307		g3137.t1
OG0003308		g3141.t1
OG0003309		g3142.t1
OG0003310		g3145.t1
OG0003311		g3146.t1
OG0003312		g3150.t1
OG0003313		g3151.t1
OG0003314		g3154.t1
OG0003315		g3156.t1
OG0003316		g3159.t1
OG0003317		g3164.t1
OG0003318		g3167.t1
OG0003319		g3171.t1
OG0003320		g3172.t1
OG0003321		g3177.t1
OG0003322		g3179.t1
OG0003323		g3185.t1
OG0003324		g3188.t1
OG0003325		g3201.t1
OG0003326		g3204.t1
OG0003327		g3208.t1
OG0003328		g3210.t1
OG0003329		g3215.t1
OG0003330		g3216.t1
OG0003331		g3217.t1
OG0003332		g3218.t1
OG0003333		g3220.t1
OG0003334		g3222.t1
OG0003335		g3226.t1
OG0003336		g3227.t1
OG0003337		g3228.t1
OG0003338		g3229.t1
OG0003339		g3230.t1
OG0003340		g3231.t1
OG0003341		g3236.t1
OG0003342		g3240.t1
OG0003343		g3244.t1
OG0003344		g3249.t1
OG0003345		g3253.t1
OG0003346		g3254.t1
OG0003347		g3255.t1
OG0003348		g3256.t1
OG0003349		g3258.t1
OG0003350		g3259.t1
OG0003351		g3260.t1
OG0003352		g3261.t1
OG0003353		g3262.t1
OG0003354		g3263.t1
OG0003355		g3264.t1
OG0003356		g3266.t1
OG0003357		g3268.t1
OG0003358		g3269.t1
OG0003359		g3271.t1
OG0003360		g3274.t1
OG0003361		g3275.t1
OG0003362		g3277.t1
OG0003363		g3280.t1
OG0003364		g3281.t1
OG0003365		g3287.t1
OG0003366		g3290.t1
OG0003367		g3291.t1
OG0003368		g3298.t1
OG0003369		g3302.t1
OG0003370		g3304.t1
OG0003371		g3308.t1
OG0003372		g3311.t1
OG0003373		g3312.t1
OG0003374		g3313.t1
OG0003375		g3314.t1
OG0003376		g3320.t1
OG0003377		g3321.t1
OG0003378		g3327.t1
OG0003379		g3329.t1
OG0003380		g3334.t1
OG0003381		g3335.t1
OG0003382		g3336.t1
OG0003383		g3340.t1
OG0003384		g3341.t1
OG0003385		g3345.t1
OG0003386		g3351.t1
OG0003387		g3354.t1
OG0003388		g3357.t1
OG0003389		g3365.t1
OG0003390		g3366.t1
OG0003391		g3371.t1
OG0003392		g3374.t1
OG0003393		g3377.t1
OG0003394		g3378.t1
OG0003395		g3379.t1
OG0003396		g3381.t1
OG0003397		g3382.t1
OG0003398		g3383.t1
OG0003399		g3384.t1
OG0003400		g3385.t1
OG0003401		g3386.t1
OG0003402		g3394.t1
OG0003403		g3410.t1
OG0003404		g3411.t1
OG0003405		g3414.t1
OG0003406		g3415.t1
OG0003407		g3416.t1
OG0003408		g3417.t1
OG0003409		g3418.t1
OG0003410		g3420.t1
OG0003411		g3429.t1
OG0003412		g3438.t1
OG0003413		g3441.t1
OG0003414		g3446.t1
OG0003415		g3447.t1
OG0003416		g3448.t1
OG0003417		g3449.t1
OG0003418		g3450.t1
OG0003419		g3451.t1
OG0003420		g3460.t1
OG0003421		g3463.t1
OG0003422		g3464.t1
OG0003423		g3465.t1
OG0003424		g3469.t1
OG0003425		g3472.t1
OG0003426		g3474.t1
OG0003427		g3475.t1
OG0003428		g3479.t1
OG0003429		g3482.t1
OG0003430		g3485.t1
OG0003431		g3486.t1
OG0003432		g3487.t1
OG0003433		g3490.t1
OG0003434		g3491.t1
OG0003435		g3493.t1
OG0003436		g3495.t1
OG0003437		g3499.t1
OG0003438		g3503.t1
OG0003439		g3504.t1
OG0003440		g3506.t1
OG0003441		g3509.t1
OG0003442		g3511.t1
OG0003443		g3512.t1
OG0003444		g3514.t1
OG0003445		g3516.t1
OG0003446		g3519.t1
OG0003447		g3520.t1
OG0003448		g3521.t1
OG0003449		g3522.t1
OG0003450		g3524.t1
OG0003451		g3531.t1
OG0003452		g3534.t1
OG0003453		g3543.t1
OG0003454		g3548.t1
OG0003455		g3552.t1
OG0003456		g3554.t1
OG0003457		g3555.t1
OG0003458		g3556.t1
OG0003459		g3562.t1
OG0003460		g3568.t1
OG0003461		g3577.t1
OG0003462		g3581.t1
OG0003463		g3587.t1
OG0003464		g3597.t1
OG0003465		g3598.t1
OG0003466		g3599.t1
OG0003467		g3600.t1
OG0003468		g3615.t1
OG0003469		g3624.t1
OG0003470		g3626.t1
OG0003471		g3628.t1
OG0003472		g3629.t1
OG0003473		g3630.t1
OG0003474		g3633.t1
OG0003475		g3634.t1
OG0003476		g3635.t1
OG0003477		g3636.t1
OG0003478		g3637.t1
OG0003479		g3646.t1
OG0003480		g3649.t1
OG0003481		g3653.t1
OG0003482		g3654.t1
OG0003483		g3665.t1
OG0003484		g3669.t1
OG0003485		g3671.t1
OG0003486		g3672.t1
OG0003487		g3673.t1
OG0003488		g3674.t1
OG0003489		g3676.t1
OG0003490		g3677.t1
OG0003491		g3678.t1
OG0003492		g3679.t1
OG0003493		g3680.t1
OG0003494		g3681.t1
OG0003495		g3682.t1
OG0003496		g3683.t1
OG0003497		g3685.t1
OG0003498		g3686.t1
OG0003499		g3687.t1
OG0003500		g3690.t1
OG0003501		g3692.t1
OG0003502		g3693.t1
OG0003503		g3697.t1
OG0003504		g3704.t1
OG0003505		g3706.t1
OG0003506		g3709.t1
OG0003507		g3712.t1
OG0003508		g3720.t1
OG0003509		g3721.t1
OG0003510		g3722.t1
OG0003511		g3723.t1
OG0003512		g3724.t1
OG0003513		g3725.t1
OG0003514		g3726.t1
OG0003515		g3728.t1
OG0003516		g3730.t1
OG0003517		g3731.t1
OG0003518		g3733.t1
OG0003519		g3739.t1
OG0003520		g3741.t1
OG0003521		g3742.t1
OG0003522		g3743.t1
OG0003523		g3744.t1
OG0003524		g3748.t1
OG0003525		g3749.t1
OG0003526		g3750.t1
OG0003527		g3755.t1
OG0003528		g3756.t1
OG0003529		g3757.t1
OG0003530		g3758.t1
OG0003531		g3759.t1
OG0003532		g3762.t1
OG0003533		g3767.t1
OG0003534		g3770.t1
OG0003535		g3771.t1
OG0003536		g3773.t1
OG0003537		g3775.t1
OG0003538		g3776.t1
OG0003539		g3780.t1
OG0003540		g3786.t1
OG0003541		g3787.t1
OG0003542		g3789.t1
OG0003543		g3798.t1
OG0003544		g3799.t1
OG0003545		g3800.t1
OG0003546		g3802.t1
OG0003547		g3807.t1
OG0003548		g3808.t1
OG0003549		g3809.t1
OG0003550		g3811.t1
OG0003551		g3812.t1
OG0003552		g3813.t1
OG0003553		g3817.t1
OG0003554		g3819.t1
OG0003555		g3820.t1
OG0003556		g3822.t1
OG0003557		g3826.t1
OG0003558		g3828.t1
OG0003559		g3832.t1
OG0003560		g3835.t1
OG0003561		g3837.t1
OG0003562		g3856.t1
OG0003563		g3860.t1
OG0003564		g3864.t1
OG0003565		g3872.t1
OG0003566		g3874.t1
OG0003567		g3878.t1
OG0003568		g3881.t1
OG0003569		g3882.t1
OG0003570		g3884.t1
OG0003571		g3885.t1
OG0003572		g3891.t1
OG0003573		g3894.t1
OG0003574		g3895.t1
OG0003575		g3898.t1
OG0003576		g3899.t1
OG0003577		g3900.t1
OG0003578		g3901.t1
OG0003579		g3902.t1
OG0003580		g3903.t1
OG0003581		g3904.t1
OG0003582		g3905.t1
OG0003583		g3910.t1
OG0003584		g3914.t1
OG0003585		g3917.t1
OG0003586		g3920.t1
OG0003587		g3921.t1
OG0003588		g3922.t1
OG0003589		g3923.t1
OG0003590		g3924.t1
OG0003591		g3925.t1
OG0003592		g3928.t1
OG0003593		g3929.t1
OG0003594		g3930.t1
OG0003595		g3931.t1
OG0003596		g3932.t1
OG0003597		g3934.t1
OG0003598		g3937.t1
OG0003599		g3938.t1
OG0003600		g3939.t1
OG0003601		g3940.t1
OG0003602		g3942.t1
OG0003603		g3944.t1
OG0003604		g3945.t1
OG0003605		g3946.t1
OG0003606		g3947.t1
OG0003607		g3948.t1
OG0003608		g3949.t1
OG0003609		g3951.t1
OG0003610		g3954.t1
OG0003611		g3955.t1
OG0003612		g3957.t1
OG0003613		g3958.t1
OG0003614		g3960.t1
OG0003615		g3961.t1
OG0003616		g3966.t1
OG0003617		g3977.t1
OG0003618		g3979.t1
OG0003619		g3980.t1
OG0003620		g3982.t1
OG0003621		g3989.t1
OG0003622		g3990.t1
OG0003623		g3991.t1
OG0003624		g3992.t1
OG0003625		g4011.t1
OG0003626		g4012.t1
OG0003627		g4014.t1
OG0003628		g4018.t1
OG0003629		g4022.t1
OG0003630		g4025.t1
OG0003631		g4030.t1
OG0003632		g4031.t1
OG0003633		g4033.t1
OG0003634		g4035.t1
OG0003635		g4036.t1
OG0003636		g4037.t1
OG0003637		g4038.t1
OG0003638		g4039.t1
OG0003639		g4040.t1
OG0003640		g4043.t1
OG0003641		g4045.t1
OG0003642		g4049.t1
OG0003643		g4053.t1
OG0003644		g4055.t1
OG0003645		g4059.t1
OG0003646		g4064.t1
OG0003647		g4065.t1
OG0003648		g4066.t1
OG0003649		g4067.t1
OG0003650		g4068.t1
OG0003651		g4073.t1
OG0003652		g4074.t1
OG0003653		g4076.t1
OG0003654		g4084.t1
OG0003655		g4085.t1
OG0003656		g4086.t1
OG0003657		g4091.t1
OG0003658		g4092.t1
OG0003659		g4093.t1
OG0003660		g4094.t1
OG0003661		g4097.t1
OG0003662		g4098.t1
OG0003663		g4100.t1
OG0003664		g4101.t1
OG0003665		g4102.t1
OG0003666		g4103.t1
OG0003667		g4105.t1
OG0003668		g4107.t1
OG0003669		g4108.t1
OG0003670		g4109.t1
OG0003671		g4111.t1
OG0003672		g4114.t1
OG0003673		g4115.t1
