Orthogroup	Pseudomonas_aeruginosa	Salmonella_enterica
OG0000616	g1219.t1, g2319.t1	g3606.t1
OG0000617	g1224.t1, g4107.t1	g2210.t1
OG0000618	g1225.t1	g3012.t1, g3306.t1
OG0000619	g1232.t1, g2044.t1	g110.t1
OG0000620	g1261.t1, g3473.t1, g4225.t1	
OG0000621	g1279.t1, g1482.t1	g379.t1
OG0000622	g1291.t1, g5290.t1	g536.t1
OG0000623	g1292.t1, g4606.t1	g1898.t1
OG0000624	g1310.t1, g5050.t1	g2363.t1
OG0000625	g1329.t1, g2862.t1	g400.t1
OG0000626	g1347.t1, g1519.t1, g5454.t1	
OG0000627	g1355.t1	g2887.t1, g3359.t1
OG0000628	g1378.t1, g2617.t1	g766.t1
OG0000629	g1379.t1, g5396.t1	g1322.t1
OG0000630	g1393.t1, g4886.t1	g3308.t1
OG0000631	g1435.t1, g2107.t1, g5195.t1	
OG0000632	g1440.t1, g3678.t1	g2473.t1
OG0000633	g1442.t1, g1997.t1	g773.t1
OG0000634	g1445.t1, g4919.t1	g3520.t1
OG0000635	g1457.t1, g5334.t1	g1845.t1
OG0000636	g1464.t1, g1488.t1	g1793.t1
OG0000637	g1475.t1, g5048.t1	g1802.t1
OG0000638	g1484.t1, g4628.t1	g2481.t1
OG0000639	g1490.t1	g2103.t1, g3576.t1
OG0000640	g1491.t1	g2102.t1, g3575.t1
OG0000641	g1492.t1	g2101.t1, g3574.t1
OG0000642	g1493.t1	g2100.t1, g3573.t1
OG0000643	g1494.t1	g2099.t1, g3572.t1
OG0000644	g1496.t1	g2097.t1, g3570.t1
OG0000645	g1497.t1	g2096.t1, g3569.t1
OG0000646	g1505.t1, g5243.t1	g2589.t1
OG0000647	g1543.t1, g4364.t1	g364.t1
OG0000648	g1545.t1	g2263.t1, g3497.t1
OG0000649	g1561.t1	g3732.t1, g3740.t1
OG0000650	g1609.t1	g494.t1, g680.t1
OG0000651	g1610.t1, g2004.t1	g368.t1
OG0000652	g1618.t1, g4820.t1	g177.t1
OG0000653	g1638.t1	g1268.t1, g557.t1
OG0000654	g1645.t1, g2692.t1	g1266.t1
OG0000655	g1657.t1	g2669.t1, g653.t1
OG0000656	g1669.t1, g2240.t1	g1485.t1
OG0000657	g1671.t1, g3329.t1	g3903.t1
OG0000658	g1696.t1, g3506.t1	g2051.t1
OG0000659	g1699.t1, g3856.t1, g4030.t1	
OG0000660	g1704.t1, g2102.t1	g2384.t1
OG0000661	g1708.t1, g2177.t1, g2210.t1	
OG0000662	g1726.t1	g1314.t1, g2689.t1
OG0000663	g1753.t1, g1754.t1, g5021.t1	
OG0000664	g1755.t1, g2931.t1, g5020.t1	
OG0000665	g1796.t1, g1902.t1	g1545.t1
OG0000666	g1811.t1, g3258.t1, g3824.t1	
OG0000667	g1812.t1, g4410.t1	g1550.t1
OG0000668	g1827.t1, g3392.t1	g416.t1
OG0000669	g1834.t1, g2094.t1	g2074.t1
OG0000670	g1835.t1, g2093.t1	g2073.t1
OG0000671	g1838.t1, g3080.t1	g250.t1
OG0000672	g1842.t1	g1757.t1, g254.t1
OG0000673	g1858.t1, g3032.t1	g1604.t1
OG0000674	g1861.t1, g2677.t1, g5121.t1	
OG0000675	g1867.t1, g3879.t1	g2355.t1
OG0000676	g1870.t1, g3106.t1	g2889.t1
OG0000677	g1891.t1	g2919.t1, g716.t1
OG0000678	g1898.t1, g3025.t1	g1115.t1
OG0000679	g1903.t1	g2506.t1, g3964.t1
OG0000680	g1912.t1, g2678.t1	g2172.t1
OG0000681	g1931.t1, g2901.t1, g4294.t1	
OG0000682	g1932.t1, g4295.t1	g555.t1
OG0000683	g1983.t1	g3550.t1, g3752.t1
OG0000684	g1999.t1, g4206.t1	g1027.t1
OG0000685	g2014.t1, g4792.t1	g2579.t1
OG0000686	g2015.t1, g2329.t1	g164.t1
OG0000687	g2028.t1	g3956.t1, g537.t1
OG0000688	g2041.t1, g2508.t1	g2035.t1
OG0000689	g2057.t1	g1638.t1, g1959.t1
OG0000690	g2105.t1, g4348.t1	g3212.t1
OG0000691	g2120.t1, g2550.t1, g2554.t1	
OG0000692	g2138.t1, g4752.t1	g780.t1
OG0000693	g2143.t1, g5399.t1	g873.t1
OG0000694	g2165.t1, g5386.t1	g316.t1
OG0000695	g2183.t1	g3278.t1, g3297.t1
OG0000696	g2197.t1, g3755.t1	g1782.t1
OG0000697	g2200.t1	g1453.t1, g3300.t1
OG0000698	g2212.t1, g3531.t1	g1504.t1
OG0000699	g2258.t1, g2546.t1	g2136.t1
OG0000700	g2261.t1, g3902.t1	g4074.t1
OG0000701	g2262.t1, g2353.t1	g3533.t1
OG0000702	g2280.t1, g4648.t1	g1089.t1
OG0000703	g2286.t1, g3485.t1, g4232.t1	
OG0000704	g2287.t1, g3484.t1, g4233.t1	
OG0000705	g2295.t1, g4170.t1	g1022.t1
OG0000706	g2300.t1, g2384.t1	g3026.t1
OG0000707	g2301.t1, g4003.t1	g3293.t1
OG0000708	g2307.t1, g3709.t1	g2743.t1
OG0000709	g2312.t1, g5212.t1	g3969.t1
OG0000710	g2316.t1, g4436.t1	g2595.t1
OG0000711	g2330.t1, g3248.t1, g4178.t1	
OG0000712	g2336.t1, g2758.t1, g3693.t1	
OG0000713	g2378.t1	g3319.t1, g3935.t1
OG0000714	g2390.t1	g243.t1, g477.t1
OG0000715	g2446.t1	g1770.t1, g2655.t1
OG0000716	g2447.t1	g1771.t1, g713.t1
OG0000717	g2455.t1	g1679.t1, g3364.t1
OG0000718	g2460.t1, g2511.t1, g5427.t1	
OG0000719	g2477.t1, g5036.t1	g4057.t1
OG0000720	g2478.t1, g5035.t1	g4058.t1
OG0000721	g2482.t1, g5315.t1	g2839.t1
OG0000722	g2484.t1, g4688.t1	g2385.t1
OG0000723	g2485.t1, g5313.t1	g2837.t1
OG0000724	g2488.t1, g2742.t1	g1367.t1
OG0000725	g2491.t1	g2576.t1, g544.t1
OG0000726	g2521.t1, g2989.t1	g1132.t1
OG0000727	g2530.t1, g3594.t1	g323.t1
OG0000728	g2535.t1, g3353.t1, g4698.t1	
OG0000729	g2536.t1, g3839.t1	g2397.t1
OG0000730	g2574.t1, g3723.t1	g217.t1
OG0000731	g2586.t1, g5471.t1	g3291.t1
OG0000732	g2661.t1, g2750.t1	g883.t1
OG0000733	g2679.t1	g2171.t1, g2641.t1
OG0000734	g2680.t1	g2170.t1, g2643.t1
OG0000735	g2684.t1	g2166.t1, g2644.t1
OG0000736	g2706.t1, g4983.t1	g2386.t1
OG0000737	g2734.t1, g4623.t1	g1130.t1
OG0000738	g2735.t1, g4251.t1	g4061.t1
OG0000739	g2761.t1, g4869.t1	g325.t1
OG0000740	g2811.t1, g2938.t1	g2807.t1
OG0000741	g2855.t1	g2308.t1, g6.t1
OG0000742	g2859.t1, g3302.t1	g2234.t1
OG0000743	g2860.t1, g5284.t1, g5431.t1	
OG0000744	g2922.t1, g3346.t1, g4184.t1	
OG0000745	g2923.t1, g3836.t1	g2396.t1
OG0000746	g2972.t1, g4797.t1	g1244.t1
OG0000747	g2991.t1, g4194.t1	g1417.t1
OG0000748	g3003.t1, g4690.t1	g2068.t1
OG0000749	g3010.t1, g5502.t1	g790.t1
OG0000750	g3018.t1, g3635.t1	g1121.t1
OG0000751	g3050.t1, g4884.t1	g3315.t1
OG0000752	g3055.t1, g3559.t1	g1355.t1
OG0000753	g3056.t1, g3564.t1	g1350.t1
OG0000754	g3058.t1, g3562.t1	g1352.t1
OG0000755	g3071.t1	g1205.t1, g1602.t1
OG0000756	g3082.t1	g2126.t1, g989.t1
OG0000757	g3088.t1, g3991.t1	g781.t1
OG0000758	g3089.t1, g3992.t1	g738.t1
OG0000759	g3099.t1, g5389.t1	g431.t1
OG0000760	g3142.t1, g3490.t1, g4000.t1	
OG0000761	g3182.t1	g108.t1, g307.t1
OG0000762	g3192.t1, g3243.t1	g1763.t1
OG0000763	g3206.t1, g4500.t1	g121.t1
OG0000764	g3208.t1, g3210.t1	g1967.t1
OG0000765	g3213.t1, g5239.t1	g1939.t1
OG0000766	g3241.t1	g1607.t1, g3901.t1
OG0000767	g3242.t1, g4935.t1	g2189.t1
OG0000768	g3268.t1	g1215.t1, g3790.t1
OG0000769	g3274.t1, g4540.t1	g3086.t1
OG0000770	g3320.t1, g5230.t1	g1726.t1
OG0000771	g3381.t1, g3382.t1, g3448.t1	
OG0000772	g3439.t1, g5438.t1	g3498.t1
OG0000773	g3460.t1, g3744.t1, g4115.t1	
OG0000774	g3461.t1, g3743.t1, g4116.t1	
OG0000775	g3468.t1, g5333.t1	g3348.t1
OG0000776	g3500.t1	g2039.t1, g3974.t1
OG0000777	g3560.t1	g1354.t1, g1540.t1
OG0000778	g3561.t1	g1353.t1, g1917.t1
OG0000779	g3590.t1, g3647.t1	g326.t1
OG0000780	g3646.t1	g3161.t1, g443.t1
OG0000781	g3667.t1, g3821.t1	g3370.t1
OG0000782	g3672.t1, g4324.t1	g3185.t1
OG0000783	g3674.t1, g5131.t1	g3104.t1
OG0000784	g3718.t1	g221.t1, g3618.t1
OG0000785	g3739.t1	g1275.t1, g2773.t1
OG0000786	g3811.t1, g5116.t1	g1684.t1
OG0000787	g3828.t1	g292.t1, g3052.t1
OG0000788	g3831.t1	g3617.t1, g531.t1
OG0000789	g3842.t1	g137.t1, g2341.t1
OG0000790	g3872.t1	g2349.t1, g3600.t1
OG0000791	g3875.t1, g5033.t1	g2352.t1
OG0000792	g3897.t1	g1441.t1, g373.t1
OG0000793	g3941.t1	g2516.t1, g2573.t1
OG0000794	g3947.t1	g1476.t1, g1644.t1
OG0000795	g3948.t1	g1475.t1, g1645.t1
OG0000796	g3949.t1	g1474.t1, g1646.t1
OG0000797	g3950.t1	g1473.t1, g1647.t1
OG0000798	g3964.t1	g1388.t1, g2021.t1
OG0000799	g3967.t1	g1385.t1, g2022.t1
OG0000800	g3996.t1, g4059.t1	g627.t1
OG0000801	g4048.t1	g1876.t1, g3703.t1
OG0000802	g4055.t1, g4167.t1	g197.t1
OG0000803	g4061.t1, g5464.t1	g625.t1
OG0000804	g4078.t1, g4570.t1	g596.t1
OG0000805	g4081.t1	g1789.t1, g598.t1
OG0000806	g4084.t1, g5011.t1	g603.t1
OG0000807	g4097.t1	g2199.t1, g2711.t1
OG0000808	g4122.t1	g2183.t1, g390.t1
OG0000809	g4129.t1	g2652.t1, g387.t1
OG0000810	g4148.t1, g5260.t1	g1957.t1
OG0000811	g4202.t1, g4203.t1	g1024.t1
OG0000812	g4260.t1, g4882.t1	g924.t1
OG0000813	g4300.t1, g4478.t1	g412.t1
OG0000814	g4313.t1	g2154.t1, g553.t1
OG0000815	g4415.t1	g3129.t1, g698.t1
OG0000816	g4460.t1, g5013.t1	g937.t1
OG0000817	g4486.t1, g4513.t1	g3116.t1
OG0000818	g4493.t1, g5139.t1	g128.t1
OG0000819	g4511.t1, g4830.t1	g3042.t1
OG0000820	g4551.t1	g3098.t1, g3536.t1
OG0000821	g4591.t1	g1629.t1, g3388.t1
OG0000822	g4602.t1	g3847.t1, g768.t1
OG0000823	g4604.t1, g5379.t1	g2799.t1
OG0000824	g4669.t1	g294.t1, g3282.t1
OG0000825	g4674.t1	g1206.t1, g1678.t1
OG0000826	g4692.t1	g4113.t1, g558.t1
OG0000827	g4734.t1	g165.t1, g297.t1
OG0000828	g4778.t1	g1730.t1, g993.t1
OG0000829	g4779.t1, g4780.t1	g992.t1
OG0000830	g4782.t1, g4976.t1	g3150.t1
OG0000831	g4840.t1	g1947.t1, g3067.t1
OG0000832	g4851.t1	g1034.t1, g12.t1
OG0000833	g4852.t1	g11.t1, g617.t1
OG0000834	g4900.t1	g3442.t1, g3525.t1
OG0000835	g4902.t1	g1463.t1, g3763.t1
OG0000836	g4903.t1	g1464.t1, g3764.t1
OG0000837	g4904.t1	g1465.t1, g3765.t1
OG0000838	g4912.t1	g3911.t1, g518.t1
OG0000839	g5024.t1, g5404.t1	g1685.t1
OG0000840	g5031.t1	g1588.t1, g4062.t1
OG0000841	g5041.t1	g2286.t1, g2778.t1
OG0000842	g5103.t1, g5104.t1	g3479.t1
OG0000843	g5107.t1	g3470.t1, g3481.t1
OG0000844	g5117.t1	g4044.t1, g444.t1
OG0000845	g5174.t1	g1070.t1, g1514.t1
OG0000846	g5182.t1, g5183.t1, g5184.t1	
OG0000847	g5189.t1, g5194.t1	g727.t1
OG0000848	g5191.t1, g5479.t1	g2609.t1
OG0000849	g5192.t1, g5199.t1	g2610.t1
OG0000850	g5225.t1	g2604.t1, g3461.t1
OG0000851	g5294.t1	g2069.t1, g799.t1
OG0000852	g5324.t1	g2842.t1, g3719.t1
OG0000853	g5342.t1	g2336.t1, g3659.t1
OG0000854	g5412.t1	g1068.t1, g2475.t1
OG0000855	g5452.t1, g5453.t1	g2634.t1
OG0000856	g5462.t1	g2387.t1, g366.t1
OG0000857	g5463.t1	g1991.t1, g367.t1
OG0000858		g16.t1, g30.t1, g3517.t1
OG0000859		g3507.t1, g3747.t1, g40.t1
OG0000860		g4005.t1, g50.t1, g584.t1
OG0000861		g4006.t1, g51.t1, g583.t1
OG0000862		g3125.t1, g52.t1, g703.t1
OG0000863		g3127.t1, g54.t1, g700.t1
OG0000864		g1401.t1, g207.t1, g3993.t1
OG0000865		g1053.t1, g3112.t1, g327.t1
OG0000866		g3272.t1, g3523.t1, g445.t1
OG0000867		g1714.t1, g3526.t1, g532.t1
OG0000868		g1713.t1, g3527.t1, g533.t1
OG0000869		g3292.t1, g3838.t1, g560.t1
OG0000870		g3025.t1, g607.t1, g608.t1
OG0000871		g1591.t1, g3551.t1, g798.t1
OG0000872		g2185.t1, g4077.t1, g816.t1
OG0000873		g2186.t1, g4078.t1, g817.t1
OG0000874		g4048.t1, g819.t1, g822.t1
OG0000875		g2079.t1, g4112.t1, g838.t1
OG0000876		g1747.t1, g846.t1, g959.t1
OG0000877		g2436.t1, g847.t1, g960.t1
OG0000878		g2434.t1, g849.t1, g962.t1
OG0000879		g2428.t1, g853.t1, g965.t1
OG0000880		g2426.t1, g854.t1, g966.t1
OG0000881		g2425.t1, g855.t1, g967.t1
OG0000882		g2424.t1, g856.t1, g968.t1
OG0000883		g2423.t1, g857.t1, g969.t1
OG0000884		g1337.t1, g864.t1, g973.t1
OG0000885		g1750.t1, g2456.t1, g942.t1
OG0000886		g1014.t1, g2442.t1, g955.t1
OG0000887		g2440.t1, g2528.t1, g957.t1
OG0000888		g1158.t1, g2085.t1, g985.t1
OG0000889		g1284.t1, g3309.t1, g3641.t1
OG0000890		g1424.t1, g2648.t1, g2922.t1
OG0000891		g1428.t1, g2650.t1, g2921.t1
OG0000892		g1431.t1, g1670.t1, g2925.t1
OG0000893		g1432.t1, g1669.t1, g2928.t1
OG0000894		g1434.t1, g1688.t1, g2868.t1
OG0000895		g1446.t1, g1877.t1, g2694.t1
OG0000896		g1505.t1, g3034.t1, g3540.t1
OG0000897		g1506.t1, g3035.t1, g3539.t1
OG0000898		g1635.t1, g1915.t1, g2299.t1
OG0000899		g2000.t1, g2257.t1, g2894.t1
OG0000900		g2150.t1, g2750.t1, g2751.t1
OG0000901		g2217.t1, g2556.t1, g3080.t1
OG0000902		g2343.t1, g3243.t1, g3515.t1
OG0000903		g2561.t1, g3434.t1, g4080.t1
OG0000904		g2696.t1, g3412.t1, g4016.t1
OG0000905		g2864.t1, g3109.t1, g3428.t1
OG0000906		g2917.t1, g2965.t1, g4070.t1
OG0000907		g3360.t1, g4004.t1, g4023.t1
OG0000908		g3409.t1, g3535.t1, g3761.t1
OG0000909	g1.t1	g3596.t1
OG0000910	g2.t1	g3595.t1
OG0000911	g3.t1	g3594.t1
OG0000912	g4.t1	g3593.t1
OG0000913	g6.t1	g244.t1
OG0000914	g8.t1	g3414.t1
OG0000915	g9.t1	g3415.t1
OG0000916	g13.t1	g3340.t1
OG0000917	g16.t1	g3176.t1
OG0000918	g18.t1	g3174.t1
OG0000919	g21.t1	g3172.t1
OG0000920	g24.t1	g2287.t1
OG0000921	g25.t1	g3168.t1
OG0000922	g36.t1	g1614.t1
OG0000923	g37.t1	g1613.t1
OG0000924	g2498.t1, g42.t1	
OG0000925	g1169.t1, g43.t1	
OG0000926	g52.t1, g53.t1	
OG0000927	g58.t1	g3320.t1
OG0000928	g63.t1, g871.t1	
OG0000929	g66.t1, g67.t1	
OG0000930	g73.t1	g3222.t1
OG0000931	g1687.t1, g86.t1	
OG0000932	g91.t1	g259.t1
OG0000933	g92.t1	g258.t1
OG0000934	g99.t1	g276.t1
OG0000935	g107.t1, g2087.t1	
OG0000936	g133.t1	g3992.t1
OG0000937	g134.t1	g2592.t1
OG0000938	g143.t1	g566.t1
OG0000939	g148.t1, g149.t1	
OG0000940	g151.t1, g4273.t1	
OG0000941	g152.t1	g1359.t1
OG0000942	g156.t1	g1517.t1
OG0000943	g164.t1, g1770.t1	
OG0000944	g171.t1	g3720.t1
OG0000945	g1758.t1, g191.t1	
OG0000946	g198.t1	g1373.t1
OG0000947	g200.t1	g1374.t1
OG0000948	g233.t1	g2477.t1
OG0000949	g236.t1, g4571.t1	
OG0000950	g241.t1	g1054.t1
OG0000951	g248.t1	g1263.t1
OG0000952	g249.t1, g4940.t1	
OG0000953	g261.t1	g884.t1
OG0000954	g262.t1	g885.t1
OG0000955	g1525.t1, g263.t1	
OG0000956	g272.t1	g2603.t1
OG0000957	g1434.t1, g290.t1	
OG0000958	g318.t1	g1826.t1
OG0000959	g320.t1	g2846.t1
OG0000960	g322.t1	g1695.t1
OG0000961	g334.t1	g2847.t1
OG0000962	g336.t1, g338.t1	
OG0000963	g346.t1	g2788.t1
OG0000964	g347.t1	g2787.t1
OG0000965	g353.t1, g354.t1	
OG0000966	g355.t1	g84.t1
OG0000967	g356.t1	g2190.t1
OG0000968	g359.t1	g1008.t1
OG0000969	g362.t1	g3484.t1
OG0000970	g367.t1	g2405.t1
OG0000971	g368.t1	g3483.t1
OG0000972	g374.t1	g3228.t1
OG0000973	g376.t1	g3333.t1
OG0000974	g380.t1	g3331.t1
OG0000975	g381.t1	g3330.t1
OG0000976	g382.t1	g3329.t1
OG0000977	g384.t1	g3100.t1
OG0000978	g385.t1	g2770.t1
OG0000979	g386.t1	g3874.t1
OG0000980	g387.t1	g3873.t1
OG0000981	g388.t1	g2890.t1
OG0000982	g392.t1	g2885.t1
OG0000983	g393.t1	g2884.t1
OG0000984	g398.t1	g2883.t1
OG0000985	g399.t1	g2882.t1
OG0000986	g400.t1	g355.t1
OG0000987	g401.t1	g2881.t1
OG0000988	g405.t1, g837.t1	
OG0000989	g411.t1	g2878.t1
OG0000990	g412.t1	g2877.t1
OG0000991	g430.t1	g1077.t1
OG0000992	g437.t1	g3835.t1
OG0000993	g444.t1	g3108.t1
OG0000994	g445.t1	g3107.t1
OG0000995	g446.t1	g2045.t1
OG0000996	g450.t1	g492.t1
OG0000997	g461.t1	g1544.t1
OG0000998	g3326.t1, g464.t1	
OG0000999	g470.t1	g1992.t1
OG0001000	g474.t1	g3443.t1
OG0001001	g489.t1	g3892.t1
OG0001002	g493.t1	g3726.t1
OG0001003	g494.t1	g714.t1
OG0001004	g495.t1	g2476.t1
OG0001005	g496.t1	g3274.t1
OG0001006	g504.t1, g505.t1	
OG0001007	g507.t1	g730.t1
OG0001008	g508.t1	g731.t1
OG0001009	g509.t1	g3273.t1
OG0001010	g537.t1	g2270.t1
OG0001011	g4453.t1, g545.t1	
OG0001012	g547.t1	g3556.t1
OG0001013	g550.t1	g3004.t1
OG0001014	g554.t1	g2871.t1
OG0001015	g560.t1	g2853.t1
OG0001016	g568.t1	g2997.t1
OG0001017	g586.t1	g2988.t1
OG0001018	g587.t1	g2987.t1
OG0001019	g589.t1	g2986.t1
OG0001020	g590.t1	g2985.t1
OG0001021	g591.t1	g2984.t1
OG0001022	g592.t1	g2983.t1
OG0001023	g594.t1	g2981.t1
OG0001024	g596.t1	g1687.t1
OG0001025	g597.t1	g1191.t1
OG0001026	g598.t1	g1192.t1
OG0001027	g599.t1	g3288.t1
OG0001028	g601.t1	g86.t1
OG0001029	g602.t1	g87.t1
OG0001030	g604.t1	g89.t1
OG0001031	g605.t1	g90.t1
OG0001032	g617.t1	g3247.t1
OG0001033	g621.t1, g920.t1	
OG0001034	g627.t1	g2522.t1
OG0001035	g632.t1	g2514.t1
OG0001036	g633.t1	g3917.t1
OG0001037	g636.t1	g2530.t1
OG0001038	g637.t1	g2510.t1
OG0001039	g638.t1	g843.t1
OG0001040	g651.t1, g653.t1	
OG0001041	g657.t1	g1612.t1
OG0001042	g660.t1	g160.t1
OG0001043	g668.t1	g3850.t1
OG0001044	g671.t1	g199.t1
OG0001045	g672.t1	g1342.t1
OG0001046	g3158.t1, g688.t1	
OG0001047	g1927.t1, g710.t1	
OG0001048	g719.t1	g3047.t1
OG0001049	g735.t1	g2549.t1
OG0001050	g741.t1	g2078.t1
OG0001051	g2217.t1, g751.t1	
OG0001052	g761.t1	g2470.t1
OG0001053	g764.t1	g2586.t1
OG0001054	g770.t1	g2832.t1
OG0001055	g771.t1	g2831.t1
OG0001056	g773.t1	g2464.t1
OG0001057	g775.t1	g2462.t1
OG0001058	g777.t1	g2460.t1
OG0001059	g779.t1	g2412.t1
OG0001060	g782.t1	g2410.t1
OG0001061	g783.t1	g2409.t1
OG0001062	g784.t1	g2408.t1
OG0001063	g785.t1	g2407.t1
OG0001064	g786.t1	g1785.t1
OG0001065	g787.t1	g1784.t1
OG0001066	g794.t1	g1045.t1
OG0001067	g804.t1	g339.t1
OG0001068	g807.t1	g338.t1
OG0001069	g816.t1	g1195.t1
OG0001070	g819.t1	g869.t1
OG0001071	g848.t1	g2180.t1
OG0001072	g849.t1	g3221.t1
OG0001073	g3385.t1, g856.t1	
OG0001074	g858.t1	g2265.t1
OG0001075	g864.t1	g228.t1
OG0001076	g3408.t1, g867.t1	
OG0001077	g869.t1	g414.t1
OG0001078	g870.t1	g1076.t1
OG0001079	g2740.t1, g876.t1	
OG0001080	g881.t1	g1343.t1
OG0001081	g882.t1	g235.t1
OG0001082	g883.t1	g2027.t1
OG0001083	g891.t1	g793.t1
OG0001084	g893.t1	g791.t1
OG0001085	g5266.t1, g899.t1	
OG0001086	g912.t1	g1212.t1
OG0001087	g913.t1	g1213.t1
OG0001088	g915.t1	g1214.t1
OG0001089	g916.t1	g872.t1
OG0001090	g919.t1	g2620.t1
OG0001091	g928.t1	g2016.t1
OG0001092	g929.t1	g787.t1
OG0001093	g930.t1	g3636.t1
OG0001094	g931.t1	g1530.t1
OG0001095	g937.t1	g2084.t1
OG0001096	g940.t1	g1537.t1
OG0001097	g947.t1	g2746.t1
OG0001098	g948.t1	g2744.t1
OG0001099	g950.t1	g3900.t1
OG0001100	g958.t1	g2334.t1
OG0001101	g959.t1	g2333.t1
OG0001102	g961.t1	g2330.t1
OG0001103	g963.t1	g1041.t1
OG0001104	g964.t1	g2329.t1
OG0001105	g969.t1	g1011.t1
OG0001106	g971.t1	g238.t1
OG0001107	g4172.t1, g972.t1	
OG0001108	g975.t1	g3220.t1
OG0001109	g977.t1	g765.t1
OG0001110	g978.t1	g1780.t1
OG0001111	g979.t1	g1778.t1
OG0001112	g980.t1	g1777.t1
OG0001113	g981.t1	g1774.t1
OG0001114	g982.t1	g1773.t1
OG0001115	g987.t1	g689.t1
OG0001116	g989.t1	g691.t1
OG0001117	g990.t1	g2741.t1
OG0001118	g991.t1	g423.t1
OG0001119	g1969.t1, g992.t1	
OG0001120	g1000.t1, g2852.t1	
OG0001121	g1012.t1	g1610.t1
OG0001122	g1015.t1	g692.t1
OG0001123	g1018.t1	g2327.t1
OG0001124	g1019.t1	g2325.t1
OG0001125	g1024.t1	g2321.t1
OG0001126	g1045.t1	g3704.t1
OG0001127	g1051.t1	g3496.t1
OG0001128	g1064.t1	g205.t1
OG0001129	g1068.t1	g1341.t1
OG0001130	g1076.t1	g426.t1
OG0001131	g1080.t1	g1184.t1
OG0001132	g1091.t1, g2805.t1	
OG0001133	g1092.t1	g1093.t1
OG0001134	g1093.t1	g1094.t1
OG0001135	g1094.t1	g1095.t1
OG0001136	g1095.t1	g1096.t1
OG0001137	g1096.t1	g1097.t1
OG0001138	g1097.t1	g1098.t1
OG0001139	g1098.t1	g1099.t1
OG0001140	g1099.t1	g1100.t1
OG0001141	g1101.t1	g1102.t1
OG0001142	g1102.t1	g1103.t1
OG0001143	g1109.t1	g1831.t1
OG0001144	g1110.t1	g1832.t1
OG0001145	g1115.t1	g1838.t1
OG0001146	g1116.t1	g1839.t1
OG0001147	g1117.t1	g1840.t1
OG0001148	g1118.t1	g1841.t1
OG0001149	g1120.t1	g1843.t1
OG0001150	g1127.t1	g795.t1
OG0001151	g1131.t1	g1154.t1
OG0001152	g1137.t1	g2490.t1
OG0001153	g1138.t1	g2489.t1
OG0001154	g1157.t1	g491.t1
OG0001155	g1161.t1, g1587.t1	
OG0001156	g1166.t1	g273.t1
OG0001157	g1168.t1, g2462.t1	
OG0001158	g1176.t1	g1717.t1
OG0001159	g1177.t1	g2317.t1
OG0001160	g1179.t1	g2776.t1
OG0001161	g1180.t1	g542.t1
OG0001162	g1182.t1, g1807.t1	
OG0001163	g1183.t1, g4221.t1	
OG0001164	g1188.t1	g2105.t1
OG0001165	g1190.t1	g2109.t1
OG0001166	g1191.t1	g2107.t1
OG0001167	g1194.t1	g1149.t1
OG0001168	g1204.t1	g2873.t1
OG0001169	g1207.t1	g1543.t1
OG0001170	g1215.t1, g1418.t1	
OG0001171	g1227.t1	g1411.t1
OG0001172	g1237.t1	g2777.t1
OG0001173	g1268.t1, g2260.t1	
OG0001174	g1270.t1, g1285.t1	
OG0001175	g1282.t1, g2237.t1	
OG0001176	g1288.t1	g3858.t1
OG0001177	g1289.t1	g1606.t1
OG0001178	g1290.t1	g1899.t1
OG0001179	g1294.t1	g1883.t1
OG0001180	g1295.t1	g1882.t1
OG0001181	g1296.t1	g1880.t1
OG0001182	g1297.t1	g601.t1
OG0001183	g1298.t1	g1881.t1
OG0001184	g1299.t1	g1470.t1
OG0001185	g1311.t1, g1711.t1	
OG0001186	g1312.t1	g1700.t1
OG0001187	g1313.t1	g1696.t1
OG0001188	g1314.t1	g1055.t1
OG0001189	g1316.t1	g2809.t1
OG0001190	g1317.t1	g1694.t1
OG0001191	g1322.t1	g1758.t1
OG0001192	g1325.t1	g291.t1
OG0001193	g1328.t1	g399.t1
OG0001194	g1331.t1	g2701.t1
OG0001195	g1332.t1	g2700.t1
OG0001196	g1335.t1	g411.t1
OG0001197	g1338.t1	g408.t1
OG0001198	g1345.t1	g1236.t1
OG0001199	g1351.t1, g2003.t1	
OG0001200	g1358.t1	g621.t1
OG0001201	g1363.t1, g1977.t1	
OG0001202	g1367.t1, g1372.t1	
OG0001203	g1370.t1	g2611.t1
OG0001204	g1377.t1	g1553.t1
OG0001205	g1384.t1	g3236.t1
OG0001206	g1391.t1	g2213.t1
OG0001207	g1392.t1	g3894.t1
OG0001208	g1401.t1	g668.t1
OG0001209	g1402.t1	g669.t1
OG0001210	g1409.t1	g2723.t1
OG0001211	g1447.t1, g3546.t1	
OG0001212	g1454.t1	g448.t1
OG0001213	g1456.t1	g1844.t1
OG0001214	g1458.t1	g1846.t1
OG0001215	g1460.t1	g1848.t1
OG0001216	g1461.t1	g1849.t1
OG0001217	g1462.t1	g1850.t1
OG0001218	g1463.t1	g1851.t1
OG0001219	g1467.t1	g1792.t1
OG0001220	g1470.t1	g1828.t1
OG0001221	g1472.t1	g1794.t1
OG0001222	g1481.t1	g1347.t1
OG0001223	g1498.t1	g3984.t1
OG0001224	g1507.t1	g2296.t1
OG0001225	g1518.t1	g483.t1
OG0001226	g1530.t1	g481.t1
OG0001227	g1533.t1	g2911.t1
