Orthogroup	Mycobacterium_tuberculosis	Pseudomonas_aeruginosa
OG0003904		g2173.t1
OG0003905		g2174.t1
OG0003906		g2175.t1
OG0003907		g2178.t1
OG0003908		g2181.t1
OG0003909		g2182.t1
OG0003910		g2184.t1
OG0003911		g2185.t1
OG0003912		g2188.t1
OG0003913		g2189.t1
OG0003914		g2196.t1
OG0003915		g2201.t1
OG0003916		g2205.t1
OG0003917		g2207.t1
OG0003918		g2208.t1
OG0003919		g2209.t1
OG0003920		g2211.t1
OG0003921		g2213.t1
OG0003922		g2214.t1
OG0003923		g2215.t1
OG0003924		g2216.t1
OG0003925		g2220.t1
OG0003926		g2222.t1
OG0003927		g2224.t1
OG0003928		g2226.t1
OG0003929		g2227.t1
OG0003930		g2228.t1
OG0003931		g2229.t1
OG0003932		g2231.t1
OG0003933		g2233.t1
OG0003934		g2236.t1
OG0003935		g2244.t1
OG0003936		g2248.t1
OG0003937		g2251.t1
OG0003938		g2254.t1
OG0003939		g2259.t1
OG0003940		g2264.t1
OG0003941		g2265.t1
OG0003942		g2266.t1
OG0003943		g2267.t1
OG0003944		g2269.t1
OG0003945		g2270.t1
OG0003946		g2273.t1
OG0003947		g2274.t1
OG0003948		g2275.t1
OG0003949		g2276.t1
OG0003950		g2277.t1
OG0003951		g2278.t1
OG0003952		g2279.t1
OG0003953		g2281.t1
OG0003954		g2283.t1
OG0003955		g2284.t1
OG0003956		g2290.t1
OG0003957		g2292.t1
OG0003958		g2293.t1
OG0003959		g2299.t1
OG0003960		g2303.t1
OG0003961		g2308.t1
OG0003962		g2313.t1
OG0003963		g2319.t1
OG0003964		g2321.t1
OG0003965		g2326.t1
OG0003966		g2327.t1
OG0003967		g2332.t1
OG0003968		g2337.t1
OG0003969		g2339.t1
OG0003970		g2348.t1
OG0003971		g2350.t1
OG0003972		g2352.t1
OG0003973		g2360.t1
OG0003974		g2362.t1
OG0003975		g2363.t1
OG0003976		g2370.t1
OG0003977		g2371.t1
OG0003978		g2376.t1
OG0003979		g2382.t1
OG0003980		g2398.t1
OG0003981		g2404.t1
OG0003982		g2413.t1
OG0003983		g2414.t1
OG0003984		g2416.t1
OG0003985		g2419.t1
OG0003986		g2420.t1
OG0003987		g2431.t1
OG0003988		g2435.t1
OG0003989		g2441.t1
OG0003990		g2443.t1
OG0003991		g2444.t1
OG0003992		g2445.t1
OG0003993		g2448.t1
OG0003994		g2449.t1
OG0003995		g2453.t1
OG0003996		g2454.t1
OG0003997		g2455.t1
OG0003998		g2466.t1
OG0003999		g2468.t1
OG0004000		g2473.t1
OG0004001		g2475.t1
OG0004002		g2476.t1
OG0004003		g2480.t1
OG0004004		g2481.t1
OG0004005		g2490.t1
OG0004006		g2491.t1
OG0004007		g2492.t1
OG0004008		g2496.t1
OG0004009		g2499.t1
OG0004010		g2501.t1
OG0004011		g2507.t1
OG0004012		g2514.t1
OG0004013		g2520.t1
OG0004014		g2522.t1
OG0004015		g2523.t1
OG0004016		g2524.t1
OG0004017		g2533.t1
OG0004018		g2538.t1
OG0004019		g2539.t1
OG0004020		g2540.t1
OG0004021		g2541.t1
OG0004022		g2543.t1
OG0004023		g2552.t1
OG0004024		g2562.t1
OG0004025		g2574.t1
OG0004026		g2576.t1
OG0004027		g2577.t1
OG0004028		g2578.t1
OG0004029		g2579.t1
OG0004030		g2580.t1
OG0004031		g2582.t1
OG0004032		g2588.t1
OG0004033		g2597.t1
OG0004034		g2599.t1
OG0004035		g2600.t1
OG0004036		g2602.t1
OG0004037		g2605.t1
OG0004038		g2609.t1
OG0004039		g2610.t1
OG0004040		g2611.t1
OG0004041		g2616.t1
OG0004042		g2620.t1
OG0004043		g2623.t1
OG0004044		g2634.t1
OG0004045		g2643.t1
OG0004046		g2644.t1
OG0004047		g2645.t1
OG0004048		g2646.t1
OG0004049		g2647.t1
OG0004050		g2648.t1
OG0004051		g2649.t1
OG0004052		g2651.t1
OG0004053		g2653.t1
OG0004054		g2655.t1
OG0004055		g2658.t1
OG0004056		g2659.t1
OG0004057		g2660.t1
OG0004058		g2661.t1
OG0004059		g2664.t1
OG0004060		g2668.t1
OG0004061		g2671.t1
OG0004062		g2672.t1
OG0004063		g2673.t1
OG0004064		g2674.t1
OG0004065		g2676.t1
OG0004066		g2694.t1
OG0004067		g2696.t1
OG0004068		g2701.t1
OG0004069		g2702.t1
OG0004070		g2703.t1
OG0004071		g2704.t1
OG0004072		g2705.t1
OG0004073		g2708.t1
OG0004074		g2710.t1
OG0004075		g2711.t1
OG0004076		g2712.t1
OG0004077		g2713.t1
OG0004078		g2714.t1
OG0004079		g2716.t1
OG0004080		g2720.t1
OG0004081		g2724.t1
OG0004082		g2726.t1
OG0004083		g2732.t1
OG0004084		g2737.t1
OG0004085		g2738.t1
OG0004086		g2742.t1
OG0004087		g2745.t1
OG0004088		g2746.t1
OG0004089		g2748.t1
OG0004090		g2762.t1
OG0004091		g2763.t1
OG0004092		g2766.t1
OG0004093		g2767.t1
OG0004094		g2768.t1
OG0004095		g2769.t1
OG0004096		g2770.t1
OG0004097		g2771.t1
OG0004098		g2772.t1
OG0004099		g2773.t1
OG0004100		g2774.t1
OG0004101		g2775.t1
OG0004102		g2776.t1
OG0004103		g2777.t1
OG0004104		g2778.t1
OG0004105		g2779.t1
OG0004106		g2781.t1
OG0004107		g2791.t1
OG0004108		g2792.t1
OG0004109		g2793.t1
OG0004110		g2797.t1
OG0004111		g2798.t1
OG0004112		g2799.t1
OG0004113		g2800.t1
OG0004114		g2803.t1
OG0004115		g2804.t1
OG0004116		g2807.t1
OG0004117		g2808.t1
OG0004118		g2809.t1
OG0004119		g2813.t1
OG0004120		g2818.t1
OG0004121		g2819.t1
OG0004122		g2820.t1
OG0004123		g2822.t1
OG0004124		g2824.t1
OG0004125		g2825.t1
OG0004126		g2828.t1
OG0004127		g2830.t1
OG0004128		g2831.t1
OG0004129		g2832.t1
OG0004130		g2833.t1
OG0004131		g2834.t1
OG0004132		g2836.t1
OG0004133		g2837.t1
OG0004134		g2838.t1
OG0004135		g2839.t1
OG0004136		g2840.t1
OG0004137		g2841.t1
OG0004138		g2842.t1
OG0004139		g2843.t1
OG0004140		g2848.t1
OG0004141		g2849.t1
OG0004142		g2850.t1
OG0004143		g2851.t1
OG0004144		g2856.t1
OG0004145		g2858.t1
OG0004146		g2863.t1
OG0004147		g2864.t1
OG0004148		g2865.t1
OG0004149		g2866.t1
OG0004150		g2867.t1
OG0004151		g2870.t1
OG0004152		g2875.t1
OG0004153		g2876.t1
OG0004154		g2878.t1
OG0004155		g2880.t1
OG0004156		g2881.t1
OG0004157		g2887.t1
OG0004158		g2889.t1
OG0004159		g2890.t1
OG0004160		g2897.t1
OG0004161		g2903.t1
OG0004162		g2911.t1
OG0004163		g2912.t1
OG0004164		g2913.t1
OG0004165		g2914.t1
OG0004166		g2916.t1
OG0004167		g2918.t1
OG0004168		g2919.t1
OG0004169		g2921.t1
OG0004170		g2926.t1
OG0004171		g2927.t1
OG0004172		g2929.t1
OG0004173		g2930.t1
OG0004174		g2932.t1
OG0004175		g2934.t1
OG0004176		g2941.t1
OG0004177		g2945.t1
OG0004178		g2946.t1
OG0004179		g2952.t1
OG0004180		g2953.t1
OG0004181		g2956.t1
OG0004182		g2961.t1
OG0004183		g2966.t1
OG0004184		g2968.t1
OG0004185		g2973.t1
OG0004186		g2977.t1
OG0004187		g2985.t1
OG0004188		g2986.t1
OG0004189		g2993.t1
OG0004190		g2995.t1
OG0004191		g2999.t1
OG0004192		g3004.t1
OG0004193		g3005.t1
OG0004194		g3006.t1
OG0004195		g3009.t1
OG0004196		g3012.t1
OG0004197		g3013.t1
OG0004198		g3014.t1
OG0004199		g3015.t1
OG0004200		g3019.t1
OG0004201		g3021.t1
OG0004202		g3028.t1
OG0004203		g3029.t1
OG0004204		g3030.t1
OG0004205		g3034.t1
OG0004206		g3038.t1
OG0004207		g3039.t1
OG0004208		g3040.t1
OG0004209		g3043.t1
OG0004210		g3044.t1
OG0004211		g3048.t1
OG0004212		g3049.t1
OG0004213		g3052.t1
OG0004214		g3053.t1
OG0004215		g3057.t1
OG0004216		g3059.t1
OG0004217		g3063.t1
OG0004218		g3068.t1
OG0004219		g3069.t1
OG0004220		g3070.t1
OG0004221		g3071.t1
OG0004222		g3072.t1
OG0004223		g3075.t1
OG0004224		g3076.t1
OG0004225		g3078.t1
OG0004226		g3079.t1
OG0004227		g3081.t1
OG0004228		g3082.t1
OG0004229		g3090.t1
OG0004230		g3092.t1
OG0004231		g3093.t1
OG0004232		g3096.t1
OG0004233		g3101.t1
OG0004234		g3102.t1
OG0004235		g3107.t1
OG0004236		g3109.t1
OG0004237		g3111.t1
OG0004238		g3112.t1
OG0004239		g3113.t1
OG0004240		g3114.t1
OG0004241		g3117.t1
OG0004242		g3118.t1
OG0004243		g3120.t1
OG0004244		g3121.t1
OG0004245		g3122.t1
OG0004246		g3123.t1
OG0004247		g3124.t1
OG0004248		g3125.t1
OG0004249		g3129.t1
OG0004250		g3132.t1
OG0004251		g3134.t1
OG0004252		g3135.t1
OG0004253		g3136.t1
OG0004254		g3140.t1
OG0004255		g3144.t1
OG0004256		g3145.t1
OG0004257		g3146.t1
OG0004258		g3149.t1
OG0004259		g3150.t1
OG0004260		g3151.t1
OG0004261		g3155.t1
OG0004262		g3156.t1
OG0004263		g3157.t1
OG0004264		g3167.t1
OG0004265		g3170.t1
OG0004266		g3171.t1
OG0004267		g3174.t1
OG0004268		g3177.t1
OG0004269		g3178.t1
OG0004270		g3186.t1
OG0004271		g3187.t1
OG0004272		g3188.t1
OG0004273		g3193.t1
OG0004274		g3202.t1
OG0004275		g3207.t1
OG0004276		g3209.t1
OG0004277		g3211.t1
OG0004278		g3214.t1
OG0004279		g3215.t1
OG0004280		g3216.t1
OG0004281		g3222.t1
OG0004282		g3228.t1
OG0004283		g3231.t1
OG0004284		g3235.t1
OG0004285		g3238.t1
OG0004286		g3240.t1
OG0004287		g3246.t1
OG0004288		g3247.t1
OG0004289		g3252.t1
OG0004290		g3255.t1
OG0004291		g3256.t1
OG0004292		g3259.t1
OG0004293		g3263.t1
OG0004294		g3264.t1
OG0004295		g3265.t1
OG0004296		g3266.t1
OG0004297		g3268.t1
OG0004298		g3270.t1
OG0004299		g3272.t1
OG0004300		g3273.t1
OG0004301		g3276.t1
OG0004302		g3277.t1
OG0004303		g3279.t1
OG0004304		g3282.t1
OG0004305		g3284.t1
OG0004306		g3287.t1
OG0004307		g3293.t1
OG0004308		g3294.t1
OG0004309		g3295.t1
OG0004310		g3298.t1
OG0004311		g3301.t1
OG0004312		g3306.t1
OG0004313		g3308.t1
OG0004314		g3313.t1
OG0004315		g3314.t1
OG0004316		g3321.t1
OG0004317		g3322.t1
OG0004318		g3323.t1
OG0004319		g3324.t1
OG0004320		g3328.t1
OG0004321		g3332.t1
OG0004322		g3338.t1
OG0004323		g3339.t1
OG0004324		g3340.t1
OG0004325		g3341.t1
OG0004326		g3343.t1
OG0004327		g3350.t1
OG0004328		g3354.t1
OG0004329		g3356.t1
OG0004330		g3357.t1
OG0004331		g3360.t1
OG0004332		g3362.t1
OG0004333		g3371.t1
OG0004334		g3373.t1
OG0004335		g3383.t1
OG0004336		g3384.t1
OG0004337		g3389.t1
OG0004338		g3395.t1
OG0004339		g3401.t1
OG0004340		g3404.t1
OG0004341		g3413.t1
OG0004342		g3416.t1
OG0004343		g3417.t1
OG0004344		g3418.t1
OG0004345		g3419.t1
OG0004346		g3420.t1
OG0004347		g3425.t1
OG0004348		g3427.t1
OG0004349		g3428.t1
OG0004350		g3433.t1
OG0004351		g3435.t1
OG0004352		g3436.t1
OG0004353		g3437.t1
OG0004354		g3438.t1
OG0004355		g3440.t1
OG0004356		g3443.t1
OG0004357		g3444.t1
OG0004358		g3445.t1
OG0004359		g3446.t1
OG0004360		g3451.t1
OG0004361		g3453.t1
OG0004362		g3454.t1
OG0004363		g3457.t1
OG0004364		g3458.t1
OG0004365		g3459.t1
OG0004366		g3462.t1
OG0004367		g3465.t1
OG0004368		g3469.t1
OG0004369		g3474.t1
OG0004370		g3478.t1
OG0004371		g3480.t1
OG0004372		g3481.t1
OG0004373		g3482.t1
OG0004374		g3487.t1
OG0004375		g3496.t1
OG0004376		g3500.t1
OG0004377		g3504.t1
OG0004378		g3505.t1
OG0004379		g3508.t1
OG0004380		g3509.t1
OG0004381		g3510.t1
OG0004382		g3519.t1
OG0004383		g3520.t1
OG0004384		g3522.t1
OG0004385		g3523.t1
OG0004386		g3524.t1
OG0004387		g3525.t1
OG0004388		g3533.t1
OG0004389		g3534.t1
OG0004390		g3538.t1
OG0004391		g3539.t1
OG0004392		g3544.t1
OG0004393		g3553.t1
OG0004394		g3554.t1
OG0004395		g3555.t1
OG0004396		g3558.t1
OG0004397		g3563.t1
OG0004398		g3565.t1
OG0004399		g3566.t1
OG0004400		g3567.t1
OG0004401		g3572.t1
OG0004402		g3573.t1
OG0004403		g3575.t1
OG0004404		g3577.t1
OG0004405		g3580.t1
OG0004406		g3581.t1
OG0004407		g3591.t1
OG0004408		g3598.t1
OG0004409		g3599.t1
OG0004410		g3601.t1
OG0004411		g3607.t1
OG0004412		g3610.t1
OG0004413		g3612.t1
OG0004414		g3613.t1
OG0004415		g3614.t1
OG0004416		g3615.t1
OG0004417		g3616.t1
OG0004418		g3618.t1
OG0004419		g3619.t1
OG0004420		g3621.t1
OG0004421		g3626.t1
OG0004422		g3628.t1
OG0004423		g3629.t1
OG0004424		g3631.t1
OG0004425		g3636.t1
OG0004426		g3644.t1
OG0004427		g3649.t1
OG0004428		g3657.t1
OG0004429		g3673.t1
OG0004430		g3675.t1
OG0004431		g3683.t1
OG0004432		g3684.t1
OG0004433		g3685.t1
OG0004434		g3687.t1
OG0004435		g3691.t1
OG0004436		g3692.t1
OG0004437		g3696.t1
OG0004438		g3697.t1
OG0004439		g3698.t1
OG0004440		g3700.t1
OG0004441		g3703.t1
OG0004442		g3704.t1
OG0004443		g3706.t1
OG0004444		g3708.t1
OG0004445		g3710.t1
OG0004446		g3711.t1
OG0004447		g3715.t1
OG0004448		g3719.t1
OG0004449		g3733.t1
OG0004450		g3734.t1
OG0004451		g3735.t1
OG0004452		g3736.t1
OG0004453		g3746.t1
OG0004454		g3747.t1
OG0004455		g3752.t1
OG0004456		g3753.t1
OG0004457		g3756.t1
OG0004458		g3759.t1
OG0004459		g3760.t1
OG0004460		g3762.t1
OG0004461		g3766.t1
OG0004462		g3768.t1
OG0004463		g3769.t1
OG0004464		g3770.t1
OG0004465		g3781.t1
OG0004466		g3784.t1
OG0004467		g3785.t1
OG0004468		g3787.t1
OG0004469		g3788.t1
OG0004470		g3791.t1
OG0004471		g3793.t1
OG0004472		g3795.t1
OG0004473		g3796.t1
OG0004474		g3797.t1
OG0004475		g3798.t1
OG0004476		g3799.t1
OG0004477		g3800.t1
OG0004478		g3801.t1
OG0004479		g3802.t1
OG0004480		g3803.t1
OG0004481		g3806.t1
OG0004482		g3807.t1
OG0004483		g3826.t1
OG0004484		g3828.t1
OG0004485		g3833.t1
OG0004486		g3837.t1
OG0004487		g3843.t1
OG0004488		g3844.t1
OG0004489		g3845.t1
OG0004490		g3847.t1
OG0004491		g3852.t1
OG0004492		g3857.t1
OG0004493		g3858.t1
OG0004494		g3859.t1
OG0004495		g3861.t1
OG0004496		g3864.t1
OG0004497		g3866.t1
OG0004498		g3867.t1
OG0004499		g3869.t1
OG0004500		g3874.t1
OG0004501		g3877.t1
OG0004502		g3878.t1
OG0004503		g3881.t1
OG0004504		g3884.t1
OG0004505		g3885.t1
OG0004506		g3890.t1
OG0004507		g3892.t1
OG0004508		g3895.t1
OG0004509		g3896.t1
OG0004510		g3897.t1
OG0004511		g3905.t1
OG0004512		g3906.t1
OG0004513		g3908.t1
OG0004514		g3909.t1
OG0004515		g3910.t1
OG0004516		g3911.t1
OG0004517		g3913.t1
OG0004518		g3914.t1
OG0004519		g3916.t1
OG0004520		g3917.t1
OG0004521		g3922.t1
OG0004522		g3923.t1
OG0004523		g3924.t1
OG0004524		g3925.t1
OG0004525		g3928.t1
OG0004526		g3929.t1
OG0004527		g3930.t1
OG0004528		g3931.t1
OG0004529		g3933.t1
OG0004530		g3934.t1
OG0004531		g3938.t1
OG0004532		g3941.t1
OG0004533		g3942.t1
OG0004534		g3943.t1
OG0004535		g3944.t1
OG0004536		g3955.t1
OG0004537		g3956.t1
OG0004538		g3959.t1
OG0004539		g3960.t1
OG0004540		g3962.t1
OG0004541		g3965.t1
OG0004542		g3969.t1
OG0004543		g3979.t1
OG0004544		g3980.t1
OG0004545		g3982.t1
OG0004546		g3983.t1
OG0004547		g3984.t1
OG0004548		g3985.t1
OG0004549		g3986.t1
OG0004550		g3987.t1
OG0004551		g3988.t1
OG0004552		g3989.t1
OG0004553		g3990.t1
OG0004554		g4005.t1
OG0004555		g4020.t1
OG0004556		g4028.t1
OG0004557		g4029.t1
OG0004558		g4032.t1
OG0004559		g4033.t1
OG0004560		g4034.t1
OG0004561		g4035.t1
OG0004562		g4036.t1
OG0004563		g4037.t1
OG0004564		g4039.t1
OG0004565		g4041.t1
OG0004566		g4043.t1
OG0004567		g4045.t1
OG0004568		g4047.t1
OG0004569		g4048.t1
OG0004570		g4057.t1
OG0004571		g4063.t1
OG0004572		g4064.t1
OG0004573		g4066.t1
OG0004574		g4067.t1
OG0004575		g4068.t1
OG0004576		g4069.t1
OG0004577		g4076.t1
OG0004578		g4082.t1
OG0004579		g4087.t1
OG0004580		g4088.t1
OG0004581		g4092.t1
OG0004582		g4094.t1
OG0004583		g4096.t1
OG0004584		g4097.t1
OG0004585		g4102.t1
OG0004586		g4103.t1
OG0004587		g4105.t1
OG0004588		g4108.t1
OG0004589		g4109.t1
OG0004590		g4111.t1
OG0004591		g4113.t1
OG0004592		g4114.t1
OG0004593		g4121.t1
OG0004594		g4124.t1
OG0004595		g4128.t1
OG0004596		g4132.t1
OG0004597		g4136.t1
OG0004598		g4137.t1
OG0004599		g4138.t1
OG0004600		g4140.t1
OG0004601		g4141.t1
OG0004602		g4144.t1
OG0004603		g4145.t1
OG0004604		g4146.t1
OG0004605		g4148.t1
OG0004606		g4150.t1
OG0004607		g4155.t1
OG0004608		g4158.t1
OG0004609		g4160.t1
OG0004610		g4166.t1
OG0004611		g4167.t1
OG0004612		g4169.t1
OG0004613		g4174.t1
OG0004614		g4177.t1
OG0004615		g4183.t1
OG0004616		g4189.t1
OG0004617		g4191.t1
OG0004618		g4192.t1
OG0004619		g4195.t1
OG0004620		g4196.t1
OG0004621		g4197.t1
OG0004622		g4198.t1
OG0004623		g4199.t1
OG0004624		g4200.t1
OG0004625		g4205.t1
OG0004626		g4209.t1
OG0004627		g4212.t1
OG0004628		g4222.t1
OG0004629		g4223.t1
OG0004630		g4231.t1
OG0004631		g4236.t1
OG0004632		g4241.t1
OG0004633		g4245.t1
OG0004634		g4246.t1
OG0004635		g4257.t1
OG0004636		g4263.t1
OG0004637		g4264.t1
OG0004638		g4265.t1
OG0004639		g4286.t1
OG0004640		g4287.t1
OG0004641		g4302.t1
OG0004642		g4304.t1
OG0004643		g4306.t1
OG0004644		g4312.t1
OG0004645		g4322.t1
OG0004646		g4358.t1
OG0004647		g4360.t1
OG0004648		g4368.t1
OG0004649		g4371.t1
OG0004650		g4373.t1
OG0004651		g4376.t1
OG0004652		g4377.t1
OG0004653		g4379.t1
OG0004654		g4380.t1
OG0004655		g4381.t1
OG0004656		g4382.t1
OG0004657		g4383.t1
OG0004658		g4385.t1
OG0004659		g4387.t1
OG0004660		g4388.t1
OG0004661		g4393.t1
OG0004662		g4395.t1
OG0004663		g4399.t1
OG0004664		g4400.t1
OG0004665		g4401.t1
OG0004666		g4402.t1
OG0004667		g4403.t1
OG0004668		g4406.t1
OG0004669		g4408.t1
OG0004670		g4409.t1
OG0004671		g4411.t1
OG0004672		g4412.t1
OG0004673		g4415.t1
OG0004674		g4417.t1
OG0004675		g4419.t1
OG0004676		g4428.t1
OG0004677		g4430.t1
OG0004678		g4431.t1
OG0004679		g4435.t1
OG0004680		g4436.t1
OG0004681		g4439.t1
OG0004682		g4440.t1
OG0004683		g4441.t1
OG0004684		g4442.t1
OG0004685		g4443.t1
OG0004686		g4444.t1
OG0004687		g4448.t1
OG0004688		g4452.t1
OG0004689		g4454.t1
OG0004690		g4455.t1
OG0004691		g4456.t1
OG0004692		g4457.t1
OG0004693		g4461.t1
OG0004694		g4466.t1
OG0004695		g4467.t1
OG0004696		g4468.t1
OG0004697		g4469.t1
OG0004698		g4473.t1
OG0004699		g4490.t1
OG0004700		g4491.t1
OG0004701		g4494.t1
OG0004702		g4504.t1
OG0004703		g4508.t1
OG0004704		g4509.t1
OG0004705		g4512.t1
OG0004706		g4514.t1
OG0004707		g4516.t1
OG0004708		g4522.t1
OG0004709		g4525.t1
OG0004710		g4526.t1
OG0004711		g4530.t1
OG0004712		g4537.t1
OG0004713		g4538.t1
OG0004714		g4544.t1
OG0004715		g4545.t1
OG0004716		g4547.t1
OG0004717		g4552.t1
OG0004718		g4554.t1
OG0004719		g4556.t1
OG0004720		g4558.t1
OG0004721		g4564.t1
OG0004722		g4565.t1
OG0004723		g4573.t1
OG0004724		g4574.t1
OG0004725		g4575.t1
OG0004726		g4576.t1
OG0004727		g4580.t1
OG0004728		g4600.t1
OG0004729		g4603.t1
OG0004730		g4608.t1
OG0004731		g4613.t1
OG0004732		g4615.t1
OG0004733		g4616.t1
OG0004734		g4617.t1
OG0004735		g4618.t1
OG0004736		g4620.t1
OG0004737		g4621.t1
OG0004738		g4622.t1
OG0004739		g4630.t1
OG0004740		g4631.t1
OG0004741		g4637.t1
OG0004742		g4638.t1
OG0004743		g4639.t1
OG0004744		g4640.t1
OG0004745		g4641.t1
OG0004746		g4650.t1
OG0004747		g4656.t1
OG0004748		g4659.t1
OG0004749		g4660.t1
OG0004750		g4661.t1
OG0004751		g4663.t1
OG0004752		g4665.t1
OG0004753		g4666.t1
OG0004754		g4670.t1
OG0004755		g4671.t1
OG0004756		g4672.t1
OG0004757		g4673.t1
OG0004758		g4676.t1
OG0004759		g4678.t1
OG0004760		g4689.t1
OG0004761		g4691.t1
OG0004762		g4694.t1
OG0004763		g4696.t1
OG0004764		g4697.t1
OG0004765		g4707.t1
OG0004766		g4716.t1
OG0004767		g4717.t1
OG0004768		g4723.t1
OG0004769		g4724.t1
OG0004770		g4725.t1
OG0004771		g4726.t1
OG0004772		g4727.t1
OG0004773		g4728.t1
OG0004774		g4731.t1
OG0004775		g4732.t1
OG0004776		g4733.t1
OG0004777		g4746.t1
OG0004778		g4748.t1
OG0004779		g4749.t1
OG0004780		g4750.t1
OG0004781		g4756.t1
OG0004782		g4757.t1
OG0004783		g4763.t1
OG0004784		g4766.t1
OG0004785		g4768.t1
OG0004786		g4769.t1
OG0004787		g4770.t1
OG0004788		g4772.t1
OG0004789		g4773.t1
OG0004790		g4774.t1
OG0004791		g4775.t1
OG0004792		g4778.t1
OG0004793		g4781.t1
OG0004794		g4788.t1
OG0004795		g4789.t1
OG0004796		g4793.t1
OG0004797		g4795.t1
OG0004798		g4799.t1
OG0004799		g4802.t1
OG0004800		g4803.t1
OG0004801		g4804.t1
OG0004802		g4808.t1
OG0004803		g4811.t1
OG0004804		g4813.t1
OG0004805		g4815.t1
OG0004806		g4820.t1
OG0004807		g4829.t1
OG0004808		g4838.t1
OG0004809		g4844.t1
OG0004810		g4845.t1
OG0004811		g4856.t1
OG0004812		g4857.t1
OG0004813		g4858.t1
OG0004814		g4861.t1
OG0004815		g4864.t1
OG0004816		g4866.t1
OG0004817		g4870.t1
OG0004818		g4872.t1
OG0004819		g4874.t1
OG0004820		g4881.t1
OG0004821		g4887.t1
OG0004822		g4888.t1
OG0004823		g4890.t1
OG0004824		g4891.t1
OG0004825		g4893.t1
OG0004826		g4895.t1
OG0004827		g4899.t1
OG0004828		g4900.t1
OG0004829		g4901.t1
OG0004830		g4902.t1
OG0004831		g4909.t1
OG0004832		g4910.t1
OG0004833		g4913.t1
OG0004834		g4915.t1
OG0004835		g4916.t1
OG0004836		g4917.t1
OG0004837		g4918.t1
OG0004838		g4920.t1
OG0004839		g4922.t1
OG0004840		g4926.t1
OG0004841		g4929.t1
OG0004842		g4930.t1
OG0004843		g4932.t1
OG0004844		g4934.t1
OG0004845		g4936.t1
OG0004846		g4943.t1
OG0004847		g4944.t1
OG0004848		g4945.t1
OG0004849		g4958.t1
OG0004850		g4963.t1
OG0004851		g4965.t1
OG0004852		g4967.t1
OG0004853		g4968.t1
OG0004854		g4969.t1
OG0004855		g4970.t1
OG0004856		g4971.t1
OG0004857		g4972.t1
OG0004858		g4973.t1
OG0004859		g4974.t1
OG0004860		g4977.t1
OG0004861		g4978.t1
OG0004862		g4985.t1
OG0004863		g4986.t1
OG0004864		g4988.t1
OG0004865		g5016.t1
OG0004866		g5022.t1
OG0004867		g5027.t1
OG0004868		g5031.t1
OG0004869		g5034.t1
OG0004870		g5038.t1
OG0004871		g5040.t1
OG0004872		g5044.t1
OG0004873		g5049.t1
OG0004874		g5051.t1
OG0004875		g5052.t1
OG0004876		g5055.t1
OG0004877		g5056.t1
OG0004878		g5057.t1
OG0004879		g5058.t1
OG0004880		g5060.t1
OG0004881		g5061.t1
OG0004882		g5062.t1
OG0004883		g5064.t1
OG0004884		g5065.t1
OG0004885		g5066.t1
OG0004886		g5083.t1
OG0004887		g5088.t1
OG0004888		g5094.t1
OG0004889		g5096.t1
OG0004890		g5097.t1
OG0004891		g5098.t1
OG0004892		g5105.t1
OG0004893		g5114.t1
OG0004894		g5118.t1
OG0004895		g5119.t1
OG0004896		g5128.t1
OG0004897		g5136.t1
OG0004898		g5137.t1
OG0004899		g5138.t1
OG0004900		g5141.t1
OG0004901		g5143.t1
OG0004902		g5147.t1
OG0004903		g5148.t1
OG0004904		g5149.t1
OG0004905		g5151.t1
OG0004906		g5158.t1
OG0004907		g5160.t1
OG0004908		g5163.t1
OG0004909		g5164.t1
OG0004910		g5165.t1
OG0004911		g5169.t1
OG0004912		g5173.t1
OG0004913		g5174.t1
OG0004914		g5177.t1
OG0004915		g5187.t1
OG0004916		g5196.t1
OG0004917		g5197.t1
OG0004918		g5198.t1
OG0004919		g5200.t1
OG0004920		g5203.t1
OG0004921		g5204.t1
OG0004922		g5206.t1
OG0004923		g5209.t1
OG0004924		g5210.t1
OG0004925		g5214.t1
OG0004926		g5216.t1
OG0004927		g5222.t1
OG0004928		g5224.t1
OG0004929		g5227.t1
OG0004930		g5231.t1
OG0004931		g5232.t1
OG0004932		g5238.t1
OG0004933		g5241.t1
OG0004934		g5242.t1
OG0004935		g5244.t1
OG0004936		g5246.t1
OG0004937		g5249.t1
OG0004938		g5254.t1
OG0004939		g5271.t1
OG0004940		g5273.t1
OG0004941		g5276.t1
OG0004942		g5282.t1
OG0004943		g5287.t1
OG0004944		g5288.t1
OG0004945		g5291.t1
OG0004946		g5292.t1
OG0004947		g5293.t1
OG0004948		g5294.t1
OG0004949		g5295.t1
OG0004950		g5298.t1
OG0004951		g5301.t1
OG0004952		g5303.t1
OG0004953		g5308.t1
OG0004954		g5309.t1
OG0004955		g5311.t1
OG0004956		g5312.t1
OG0004957		g5320.t1
OG0004958		g5322.t1
OG0004959		g5324.t1
OG0004960		g5325.t1
OG0004961		g5326.t1
OG0004962		g5327.t1
OG0004963		g5328.t1
OG0004964		g5329.t1
OG0004965		g5330.t1
OG0004966		g5348.t1
OG0004967		g5352.t1
OG0004968		g5354.t1
OG0004969		g5355.t1
OG0004970		g5357.t1
OG0004971		g5359.t1
OG0004972		g5360.t1
OG0004973		g5361.t1
OG0004974		g5366.t1
OG0004975		g5367.t1
OG0004976		g5371.t1
OG0004977		g5373.t1
